,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
212,Cedric Itten,ch SUI,FW,Greuther Fürth,24,1996,12,7,635,7.1,2,0,2,0,0,1,0,0.28,0.00,0.28,0.28,0.28,2.6,2.6,0.1,2.7,0.37,0.02,0.39,0.37,0.39,Matches,ef233486
213,Gian-Luca Itter,de GER,DF,Greuther Fürth,22,1999,24,16,1455,16.2,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,1.0,1.3,0.02,0.06,0.08,0.02,0.08,Matches,e6c15f6e
214,Lee Jae-sung,kr KOR,MFFW,Mainz 05,28,1992,27,19,1436,16.0,4,3,4,0,0,3,0,0.25,0.19,0.44,0.25,0.44,3.4,3.4,2.1,5.5,0.21,0.13,0.35,0.21,0.35,Matches,34b0387f
215,Paul Jaeckel,de GER,DF,Union Berlin,23,1998,24,22,2047,22.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.01,0.03,0.04,0.01,0.04,Matches,a93b6f4e
216,Kristijan Jakić,hr CRO,MF,Eint Frankfurt,24,1997,26,21,1879,20.9,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,2.3,2.3,0.5,2.8,0.11,0.03,0.13,0.11,0.13,Matches,a8ee54ad
217,Tony Jantschke,de GER,DF,M'Gladbach,31,1990,3,3,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,34b54da7
218,Dennis Jastrzembski,pl POL,DFFW,Hertha BSC,21,2000,8,1,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.03,0.29,0.32,0.03,0.32,Matches,6bba916f
219,Fredrik Jensen,fi FIN,MFFW,Augsburg,23,1997,12,2,418,4.6,0,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,0.3,0.3,0.8,1.1,0.06,0.17,0.24,0.06,0.24,Matches,3eeb80e0
220,Marco John,de GER,DF,Hoffenheim,19,2002,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d9e196bf
221,Stevan Jovetić,me MNE,FWMF,Hertha BSC,31,1989,18,13,1017,11.3,6,1,6,0,0,3,0,0.53,0.09,0.62,0.53,0.62,4.9,4.9,1.7,6.6,0.43,0.15,0.58,0.43,0.58,Matches,f36c432f
222,Gideon Jung,de GER,DF,Greuther Fürth,26,1994,5,1,142,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a2e7de6f
223,Anton Kade,de GER,FWMF,Hertha BSC,17,2004,4,0,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.29,0.00,0.29,0.29,0.29,Matches,6d7598d5
224,Pavel Kadeřábek,cz CZE,DFMF,Hoffenheim,29,1992,19,14,1195,13.3,1,2,1,0,0,5,0,0.08,0.15,0.23,0.08,0.23,2.5,2.5,3.1,5.6,0.19,0.23,0.42,0.19,0.42,Matches,79c90e45
225,Florian Kainz,at AUT,MFFW,Köln,28,1992,32,31,2320,25.8,4,4,4,0,0,3,1,0.16,0.16,0.31,0.16,0.31,4.0,4.0,5.9,9.9,0.16,0.23,0.39,0.16,0.39,Matches,94c18565
226,Sasa Kalajdzic,at AUT,FW,Stuttgart,24,1997,15,13,1221,13.6,6,1,5,1,2,2,0,0.44,0.07,0.52,0.37,0.44,6.9,5.3,3.2,8.5,0.51,0.23,0.74,0.39,0.62,Matches,15f24fe7
227,Felix Kalu Nmecha,de GER,MFFW,Wolfsburg,20,2000,16,1,323,3.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.8,0.23,0.00,0.23,0.23,0.23,Matches,091c86e2
228,Daichi Kamada,jp JPN,MF,Eint Frankfurt,24,1996,32,23,2139,23.8,4,3,4,0,0,0,0,0.17,0.13,0.29,0.17,0.29,4.9,4.9,3.4,8.3,0.21,0.14,0.35,0.21,0.35,Matches,15b287da
229,Kevin Kampl,si SVN,MF,RB Leipzig,30,1990,27,25,1899,21.1,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.6,0.6,1.6,2.2,0.03,0.07,0.10,0.03,0.10,Matches,b825a650
230,Stefanos Kapino,gr GRE,GK,Arminia,27,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,62ba5881
231,Atakan Karazor,de GER,MF,Stuttgart,24,1996,24,23,1898,21.1,0,1,0,0,0,9,1,0.00,0.05,0.05,0.00,0.05,0.4,0.4,1.2,1.6,0.02,0.06,0.08,0.02,0.08,Matches,5762be5c
232,Silas Katompa,cd COD,FWMF,Stuttgart,22,1998,9,3,277,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches,de4cac2d
233,Noah Katterbach,de GER,DF,Köln,20,2001,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e27de4fa
234,Yannik Keitel,de GER,MF,Freiburg,21,2000,12,5,504,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.2,1.3,0.21,0.03,0.24,0.21,0.24,Matches,d2c580ce
235,Marc-Oliver Kempf,de GER,DF,Hertha BSC,26,1995,12,12,1051,11.7,0,1,0,0,0,1,1,0.00,0.09,0.09,0.00,0.09,0.8,0.8,0.4,1.2,0.07,0.03,0.11,0.07,0.11,Matches,815c314f
236,Marc-Oliver Kempf,de GER,DF,Stuttgart,26,1995,12,10,840,9.3,3,0,3,0,0,2,0,0.32,0.00,0.32,0.32,0.32,1.3,1.3,0.7,2.0,0.14,0.08,0.22,0.14,0.22,Matches,815c314f
237,Rani Khedira,de GER,MF,Union Berlin,27,1994,32,32,2757,30.6,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,1.2,1.2,1.1,2.3,0.04,0.04,0.08,0.04,0.08,Matches,59e4b92e
238,Luca Kilian,de GER,FW,Mainz 05,21,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,610aa1e9
239,Luca Kilian,de GER,DF,Köln,21,1999,30,25,2281,25.3,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,1.4,1.4,0.2,1.5,0.05,0.01,0.06,0.05,0.06,Matches,610aa1e9
240,Joshua Kimmich,de GER,MF,Bayern Munich,26,1995,28,28,2474,27.5,3,9,3,0,0,4,0,0.11,0.33,0.44,0.11,0.44,2.3,2.3,10.2,12.5,0.08,0.37,0.45,0.08,0.45,Matches,49296448
241,Philipp Klement,de GER,MF,Stuttgart,28,1992,6,3,338,3.8,1,0,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,0.3,0.3,1.1,1.4,0.08,0.28,0.36,0.08,0.36,Matches,0cddeaa7
242,Mateo Klimowicz,de GER,MFFW,Stuttgart,21,2000,15,7,603,6.7,0,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,1.1,1.1,0.5,1.6,0.17,0.07,0.24,0.17,0.24,Matches,2b7c56b4
243,Fabian Klos,de GER,FW,Arminia,33,1987,25,14,1420,15.8,3,1,1,2,2,2,1,0.19,0.06,0.25,0.06,0.13,5.1,3.5,1.3,4.8,0.32,0.08,0.41,0.22,0.31,Matches,e21042ae
244,Lukas Klostermann,de GER,DF,RB Leipzig,25,1996,23,17,1648,18.3,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.7,0.7,1.0,1.7,0.04,0.05,0.09,0.04,0.09,Matches,ca8033cb
245,Lukas Klünter,de GER,DF,Hertha BSC,25,1996,5,2,194,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.19,0.19,0.00,0.19,Matches,92948149
246,Ansgar Knauff,de GER,FWMF,Dortmund,19,2002,5,0,114,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.08,0.12,0.05,0.12,Matches,19a967ab
247,Ansgar Knauff,de GER,DFMF,Eint Frankfurt,19,2002,12,8,759,8.4,1,1,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.3,2.0,0.09,0.15,0.24,0.09,0.24,Matches,19a967ab
248,Robin Knoche,de GER,DF,Union Berlin,29,1992,33,33,2970,33.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.02,0.01,0.02,0.02,0.02,Matches,6bd5cd5d
249,Gregor Kobel,ch SUI,GK,Dortmund,23,1997,29,29,2565,28.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,cd59b9df
250,Dominik Kohr,de GER,MF,Mainz 05,27,1994,22,19,1614,17.9,0,3,0,0,0,10,2,0.00,0.17,0.17,0.00,0.17,1.6,1.6,1.2,2.8,0.09,0.07,0.16,0.09,0.16,Matches,0fbecd11
251,Kouadio Koné,fr FRA,MF,M'Gladbach,20,2001,27,26,2183,24.3,2,0,2,0,0,10,0,0.08,0.00,0.08,0.08,0.08,2.0,2.0,0.8,2.8,0.08,0.03,0.12,0.08,0.12,Matches,86574238
252,Odilon Kossonou,ci CIV,DF,Leverkusen,20,2001,27,20,1793,19.9,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,1.0,1.4,0.02,0.05,0.07,0.02,0.07,Matches,1f3afdcb
253,Filip Kostić,rs SRB,DFFW,Eint Frankfurt,28,1992,31,28,2522,28.0,4,9,4,0,0,2,0,0.14,0.32,0.46,0.14,0.46,3.5,3.5,10.5,14.0,0.12,0.38,0.50,0.12,0.50,Matches,b1cd37e6
254,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,30,1991,32,30,2707,30.1,6,9,6,0,0,2,0,0.20,0.30,0.50,0.20,0.50,13.5,13.5,8.0,21.5,0.45,0.27,0.71,0.45,0.71,Matches,603cb947
255,Christoph Kramer,de GER,MF,M'Gladbach,30,1991,18,7,748,8.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.04,0.04,0.08,0.04,0.08,Matches,496aeede
256,Florian Krüger,de GER,FWMF,Arminia,22,1999,27,12,1129,12.5,1,2,1,0,0,0,0,0.08,0.16,0.24,0.08,0.24,2.0,2.0,1.3,3.3,0.16,0.10,0.27,0.16,0.27,Matches,f9f92b5f
257,Max Kruse,de GER,MFFW,Wolfsburg,33,1988,14,14,1128,12.5,7,1,5,2,2,0,0,0.56,0.08,0.64,0.40,0.48,5.8,4.2,1.9,6.1,0.46,0.15,0.61,0.33,0.49,Matches,f9446dcd
258,Max Kruse,de GER,FWMF,Union Berlin,33,1988,16,16,1270,14.1,5,4,2,3,3,1,0,0.35,0.28,0.64,0.14,0.43,4.9,2.5,4.6,7.2,0.35,0.33,0.67,0.18,0.51,Matches,f9446dcd
259,Lukas Kübler,de GER,DFMF,Freiburg,28,1992,29,27,2327,25.9,2,0,2,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.6,1.6,1.4,3.0,0.06,0.05,0.12,0.06,0.12,Matches,2a29eb9b
260,Fabian Kunze,de GER,MF,Arminia,23,1998,22,13,1260,14.0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,1.0,0.05,0.02,0.07,0.05,0.07,Matches,d25fee56
261,Maxence Lacroix,fr FRA,DF,Wolfsburg,21,2000,29,29,2491,27.7,0,0,0,0,0,5,3,0.00,0.00,0.00,0.00,0.00,1.7,1.7,1.2,2.9,0.06,0.04,0.11,0.06,0.11,Matches,277c49ed
262,Konrad Laimer,at AUT,MF,RB Leipzig,24,1997,26,15,1240,13.8,4,4,4,0,0,2,0,0.29,0.29,0.58,0.29,0.58,2.4,2.4,2.5,4.9,0.17,0.18,0.36,0.17,0.36,Matches,c1b7847c
263,Stefan Lainer,at AUT,DF,M'Gladbach,28,1992,21,19,1471,16.3,1,2,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,0.8,0.8,2.3,3.1,0.05,0.14,0.19,0.05,0.19,Matches,4aea5077
264,Vassilis Lambropoulos,gr GRE,DF,Bochum,31,1990,13,13,1168,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches,591477c9
265,Sam Lammers,nl NED,FWMF,Eint Frankfurt,24,1997,15,5,517,5.7,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.3,1.3,0.2,1.4,0.22,0.03,0.25,0.22,0.25,Matches,c283ddef
266,Bryan Lasme,fr FRA,FW,Arminia,22,1998,23,7,877,9.7,2,0,2,0,0,2,0,0.21,0.00,0.21,0.21,0.21,1.0,1.0,0.6,1.6,0.10,0.06,0.16,0.10,0.16,Matches,ebac0ace
267,Maxim Leitsch,de GER,DF,Bochum,23,1998,19,17,1538,17.1,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,1.1,1.1,0.4,1.5,0.06,0.02,0.09,0.06,0.09,Matches,7e12a98d
268,Tim Lemperle,de GER,FWMF,Köln,19,2002,13,0,149,1.7,2,0,2,0,0,0,0,1.21,0.00,1.21,1.21,1.21,1.5,1.5,1.0,2.5,0.91,0.59,1.50,0.91,1.50,Matches,792ffa71
269,Christopher Lenz,de GER,DF,Eint Frankfurt,26,1994,15,6,664,7.4,0,1,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,1.3,1.5,0.03,0.17,0.20,0.03,0.20,Matches,bbd86530
270,Robert Lewandowski,pl POL,FW,Bayern Munich,32,1988,34,34,2946,32.7,35,3,30,5,5,2,0,1.07,0.09,1.16,0.92,1.01,34.8,30.9,4.8,35.7,1.06,0.15,1.21,0.94,1.09,Matches,8d78e732
271,Jamie Leweling,de GER,FWMF,Greuther Fürth,20,2001,33,22,1959,21.8,5,1,5,0,0,3,0,0.23,0.05,0.28,0.23,0.28,4.6,4.6,1.7,6.4,0.21,0.08,0.29,0.21,0.29,Matches,13fe7b69
272,Philipp Lienhart,at AUT,DF,Freiburg,25,1996,32,32,2870,31.9,5,0,5,0,0,2,0,0.16,0.00,0.16,0.16,0.16,3.3,3.3,0.9,4.2,0.10,0.03,0.13,0.10,0.13,Matches,302527b2
273,Andreas Linde,se SWE,GK,Greuther Fürth,28,1993,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4d6a842d
274,Jesper Lindstrøm,dk DEN,MFFW,Eint Frankfurt,21,2000,29,26,1976,22.0,5,4,5,0,0,0,0,0.23,0.18,0.41,0.23,0.41,8.2,8.2,6.3,14.5,0.37,0.29,0.66,0.37,0.66,Matches,37dc1a48
275,Dejan Ljubicic,at AUT,MFFW,Köln,23,1997,30,22,1969,21.9,3,1,3,0,0,4,0,0.14,0.05,0.18,0.14,0.18,2.7,2.7,2.7,5.4,0.12,0.12,0.25,0.12,0.25,Matches,c455a2b2
276,Jürgen Locadia,nl NED,FWMF,Bochum,27,1993,11,4,444,4.9,2,1,1,1,1,0,0,0.41,0.20,0.61,0.20,0.41,2.1,1.4,1.1,2.4,0.43,0.21,0.65,0.27,0.49,Matches,6cc47ae1
277,Anthony Losilla,fr FRA,MF,Bochum,35,1986,33,33,2935,32.6,2,0,2,0,0,5,0,0.06,0.00,0.06,0.06,0.06,2.4,2.4,1.0,3.4,0.07,0.03,0.10,0.07,0.10,Matches,07c7eb0c
278,Marcel Lotka,pl POL,GK,Hertha BSC,20,2001,10,9,885,9.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5584552e
279,Eduard Löwen,de GER,MF,Bochum,24,1997,26,15,1416,15.7,2,2,1,1,1,0,0,0.13,0.13,0.25,0.06,0.19,4.0,3.2,4.6,7.7,0.25,0.29,0.54,0.20,0.49,Matches,70678132
280,Anderson Lucoqui,ao ANG,DF,Mainz 05,24,1997,13,9,743,8.3,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.9,0.9,0.3,1.2,0.10,0.04,0.14,0.10,0.14,Matches,5569bf9a
281,Dodi Lukebakio,be BEL,FW,Hertha BSC,23,1997,3,2,176,2.0,1,0,0,1,1,0,0,0.51,0.00,0.51,0.00,0.00,1.2,0.4,0.0,0.4,0.61,0.00,0.61,0.21,0.21,Matches,0c61c77c
282,Dodi Lukebakio,be BEL,FWMF,Wolfsburg,23,1997,19,7,882,9.8,1,2,1,0,0,2,0,0.10,0.20,0.31,0.10,0.31,2.6,2.6,2.3,4.9,0.27,0.23,0.50,0.27,0.50,Matches,0c61c77c
283,Andrey Lunyov,ru RUS,GK,Leverkusen,29,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8a6ab963
284,Andreas Luthe,de GER,GK,Union Berlin,34,1987,27,27,2430,27.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7fe12375
285,Matej Maglica,hr CRO,MF,Stuttgart,22,1998,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,36cf2caf
286,Arne Maier,de GER,MF,Augsburg,22,1999,29,21,1864,20.7,1,6,1,0,0,0,0,0.05,0.29,0.34,0.05,0.34,1.8,1.8,3.8,5.5,0.09,0.18,0.27,0.09,0.27,Matches,ab700320
287,Donyell Malen,nl NED,FW,Dortmund,22,1999,27,20,1684,18.7,5,3,5,0,0,2,0,0.27,0.16,0.43,0.27,0.43,5.2,5.2,3.7,8.9,0.28,0.20,0.48,0.28,0.48,Matches,864163f3
288,Lennard Maloney,us USA,DF,Dortmund,21,1999,2,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.45,0.45,0.00,0.45,Matches,75402e99
289,Orel Mangala,be BEL,MF,Stuttgart,23,1998,28,22,1853,20.6,1,3,1,0,0,4,0,0.05,0.15,0.19,0.05,0.19,2.0,2.0,3.0,5.1,0.10,0.15,0.25,0.10,0.25,Matches,a572e291
290,Myziane Maolida,fr FRA,FWMF,Hertha BSC,22,1999,14,9,776,8.6,1,1,1,0,0,0,0,0.12,0.12,0.23,0.12,0.23,1.6,1.6,0.3,2.0,0.19,0.04,0.23,0.19,0.23,Matches,706a60e1
291,Omar Marmoush,eg EGY,FW,Wolfsburg,22,1999,2,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.03,0.68,0.71,0.03,0.71,Matches,0e0102eb
292,Omar Marmoush,eg EGY,FW,Stuttgart,22,1999,21,19,1571,17.5,3,5,3,0,1,3,0,0.17,0.29,0.46,0.17,0.46,6.2,5.4,2.7,8.1,0.35,0.15,0.51,0.31,0.46,Matches,0e0102eb
293,Aarón Martín,es ESP,DF,Mainz 05,24,1997,28,25,2292,25.5,1,1,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,1.1,1.1,5.7,6.8,0.04,0.22,0.27,0.04,0.27,Matches,2f3e911a
294,Josep Martinez,es ESP,GK,RB Leipzig,23,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,11d8aff0
295,Erhan Mašović,rs SRB,DF,Bochum,22,1998,20,17,1552,17.2,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.03,0.00,0.03,0.03,0.03,Matches,a396fb61
296,Roberto Massimo,de GER,DFFW,Stuttgart,20,2000,19,11,877,9.7,2,0,2,0,0,0,0,0.21,0.00,0.21,0.21,0.21,2.4,2.4,1.3,3.7,0.25,0.14,0.38,0.25,0.38,Matches,fc62fdf4
297,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,23,1997,31,31,2705,30.1,4,0,4,0,0,3,0,0.13,0.00,0.13,0.13,0.13,3.0,3.0,0.6,3.6,0.10,0.02,0.12,0.10,0.12,Matches,00963611
298,Eric Maxim Choupo-Moting,cm CMR,FWMF,Bayern Munich,32,1989,20,1,377,4.2,4,2,4,0,0,0,0,0.95,0.48,1.43,0.95,1.43,2.2,2.2,1.4,3.6,0.53,0.34,0.87,0.53,0.87,Matches,0e6bc38c
299,Kevin Mbabu,ch SUI,DF,Wolfsburg,26,1995,24,14,1391,15.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.6,2.0,0.03,0.10,0.13,0.03,0.13,Matches,493924a7
300,Nathan de Medina,be BEL,DF,Arminia,23,1997,19,7,775,8.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04,Matches,d686dbc0
301,Admir Mehmedi,ch SUI,DF,Wolfsburg,30,1991,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b500b384
302,Jorge Meré,es ESP,DF,Köln,24,1997,8,5,490,5.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,9f979eb2
303,Thomas Meunier,be BEL,DF,Dortmund,29,1991,17,17,1402,15.6,2,4,2,0,0,4,0,0.13,0.26,0.39,0.13,0.39,1.5,1.5,2.6,4.1,0.10,0.17,0.27,0.10,0.27,Matches,e162b013
304,Marco Meyerhöfer,de GER,DF,Greuther Fürth,25,1995,26,25,2280,25.3,1,0,1,0,0,0,0,0.04,0.00,0.04,0.04,0.04,1.2,1.2,0.9,2.1,0.05,0.04,0.08,0.05,0.08,Matches,0b104510
305,Sven Michel,de GER,FW,Union Berlin,31,1990,13,2,338,3.8,3,1,3,0,0,2,0,0.80,0.27,1.07,0.80,1.07,1.6,1.6,1.2,2.8,0.43,0.31,0.74,0.43,0.74,Matches,1e274a0a
306,Enzo Millot,fr FRA,MF,Stuttgart,19,2002,6,0,53,0.6,0,1,0,0,0,0,0,0.00,1.70,1.70,0.00,1.70,0.0,0.0,0.2,0.2,0.00,0.32,0.32,0.00,0.32,Matches,f76022e7
307,Maximilian Mittelstädt,de GER,DFFW,Hertha BSC,24,1997,24,16,1493,16.6,0,5,0,0,0,3,0,0.00,0.30,0.30,0.00,0.30,0.5,0.5,3.1,3.6,0.03,0.19,0.22,0.03,0.22,Matches,88d4144a
308,Anthony Modeste,fr FRA,FW,Köln,33,1988,32,31,2606,29.0,20,4,19,1,1,4,0,0.69,0.14,0.83,0.66,0.79,19.3,18.5,3.2,21.7,0.67,0.11,0.78,0.64,0.75,Matches,34e4343c
309,Kevin Möhwald,de GER,MF,Union Berlin,28,1993,16,3,354,3.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.4,0.19,0.17,0.36,0.19,0.36,Matches,a5ce09f2
310,Clinton Mola,eng ENG,DF,Stuttgart,20,2001,3,1,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,29ddfb9c
311,Jan Morávek,cz CZE,MF,Augsburg,31,1989,17,5,471,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.6,1.5,0.17,0.12,0.29,0.17,0.29,Matches,e7d22eae
312,Ilaix Moriba,gn GUI,MF,RB Leipzig,18,2003,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches,f4c69aa6
313,Youssoufa Moukoko,de GER,FWMF,Dortmund,16,2004,16,1,223,2.5,2,0,2,0,0,1,0,0.81,0.00,0.81,0.81,0.81,1.5,1.5,0.2,1.7,0.59,0.08,0.67,0.59,0.67,Matches,6ce43701
314,Nordi Mukiele,fr FRA,DFFW,RB Leipzig,23,1997,28,21,1842,20.5,1,3,1,0,0,3,0,0.05,0.15,0.20,0.05,0.20,2.2,2.2,3.5,5.7,0.11,0.17,0.28,0.11,0.28,Matches,ac73ec79
315,Florian Müller,de GER,GK,Stuttgart,23,1997,30,30,2700,30.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,cbac6ec9
316,Thomas Müller,de GER,MF,Bayern Munich,31,1989,32,32,2558,28.4,8,18,8,0,0,0,0,0.28,0.63,0.91,0.28,0.91,10.7,10.7,14.0,24.7,0.38,0.49,0.87,0.38,0.87,Matches,3c6089ab
317,Torben Müsel,de GER,MF,M'Gladbach,22,1999,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d01b9ad6
318,Jamal Musiala,de GER,MFFW,Bayern Munich,18,2003,30,12,1465,16.3,5,5,5,0,0,2,0,0.31,0.31,0.61,0.31,0.61,5.4,5.4,5.1,10.5,0.33,0.31,0.64,0.33,0.64,Matches,2c0558b8
319,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,21,1999,32,32,2857,31.7,4,4,4,0,0,3,0,0.13,0.13,0.25,0.13,0.25,3.2,3.2,1.5,4.8,0.10,0.05,0.15,0.10,0.15,Matches,441197b8
320,Nikolas Nartey,dk DEN,MFDF,Stuttgart,21,2000,8,4,404,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,Matches,30261ba1
321,Paul Nebel,de GER,MFFW,Mainz 05,18,2002,10,2,228,2.5,0,1,0,0,0,3,0,0.00,0.39,0.39,0.00,0.39,0.5,0.5,0.5,1.1,0.22,0.20,0.42,0.22,0.42,Matches,1b6d8083
322,David Nemeth,at AUT,DF,Mainz 05,20,2001,6,2,311,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,da76715c
