,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
323,Luca Netz,de GER,DFFW,M'Gladbach,18,2003,24,17,1396,15.5,0,4,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,2.4,2.4,1.7,4.1,0.16,0.11,0.26,0.16,0.26,Matches,e79269bd
324,Manuel Neuer,de GER,GK,Bayern Munich,35,1986,28,28,2510,27.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8778c910
325,Florian Neuhaus,de GER,MF,M'Gladbach,24,1997,29,24,2121,23.6,4,4,4,0,0,2,0,0.17,0.17,0.34,0.17,0.34,5.2,5.2,2.4,7.6,0.22,0.10,0.32,0.22,0.32,Matches,36a59ba4
326,Jessic Ngankam,de GER,FW,Greuther Fürth,21,2000,6,4,341,3.8,2,1,2,0,0,0,0,0.53,0.26,0.79,0.53,0.79,2.1,2.1,0.2,2.3,0.56,0.04,0.61,0.56,0.61,Matches,bc249af8
327,Moussa Niakhate,fr FRA,DF,Mainz 05,25,1996,30,29,2567,28.5,4,0,2,2,2,1,0,0.14,0.00,0.14,0.07,0.07,3.8,2.2,0.6,2.8,0.13,0.02,0.15,0.08,0.10,Matches,00242715
328,Tanguy Nianzou,fr FRA,DF,Bayern Munich,19,2002,17,6,582,6.5,1,1,1,0,0,4,0,0.15,0.15,0.31,0.15,0.31,0.5,0.5,1.3,1.9,0.08,0.21,0.29,0.08,0.29,Matches,5853ac44
329,Florian Niederlechner,de GER,FW,Augsburg,30,1990,26,13,1165,12.9,5,3,5,0,0,1,0,0.39,0.23,0.62,0.39,0.62,5.1,5.1,1.0,6.1,0.40,0.08,0.48,0.40,0.48,Matches,d6862409
330,Håvard Nielsen,no NOR,MFFW,Greuther Fürth,28,1993,26,14,1367,15.2,2,0,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13,2.4,2.4,0.2,2.6,0.16,0.01,0.17,0.16,0.17,Matches,b18ef366
331,Joakim Nilsson,se SWE,DF,Arminia,27,1994,31,31,2735,30.4,2,0,2,0,0,5,0,0.07,0.00,0.07,0.07,0.07,0.4,0.4,0.3,0.7,0.01,0.01,0.02,0.01,0.02,Matches,c562c5b4
332,Christopher Nkunku,fr FRA,FWMF,RB Leipzig,23,1997,34,31,2723,30.3,20,13,19,1,1,2,0,0.66,0.43,1.09,0.63,1.06,17.7,16.9,10.4,27.4,0.59,0.34,0.93,0.56,0.90,Matches,7c56da38
333,Lukas Nmecha,de GER,FWMF,Wolfsburg,22,1998,25,18,1627,18.1,8,0,8,0,0,5,0,0.44,0.00,0.44,0.44,0.44,9.8,9.8,2.7,12.4,0.54,0.15,0.69,0.54,0.69,Matches,0cc5f4a5
334,Håvard Nordtveit,no NOR,DF,Hoffenheim,31,1990,11,1,304,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Matches,6cafd68d
335,Connor Noß,ie IRL,MF,M'Gladbach,20,2001,3,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.04,0.09,0.13,0.04,0.13,Matches,ccc6d365
336,Hugo Novoa,es ESP,MFFW,RB Leipzig,18,2003,8,1,136,1.5,1,0,1,0,0,0,0,0.66,0.00,0.66,0.66,0.66,0.9,0.9,0.2,1.1,0.58,0.12,0.70,0.58,0.70,Matches,5458f670
337,Soma Novothny,hu HUN,FWMF,Bochum,27,1994,6,0,80,0.9,1,0,1,0,0,0,0,1.13,0.00,1.13,1.13,1.13,0.7,0.7,0.0,0.7,0.76,0.00,0.76,0.76,0.76,Matches,6fb91ea9
338,Kasim Nuhu,gh GHA,DF,Hoffenheim,26,1995,3,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.84,0.00,0.84,0.84,0.84,Matches,93a50d2c
339,Hans Nunoo Sarpei,gh GHA,DFMF,Greuther Fürth,22,1998,8,7,643,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches,9593331d
340,Bastian Oczipka,de GER,DF,Union Berlin,32,1989,18,9,932,10.4,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,2.4,2.9,0.05,0.23,0.28,0.05,0.28,Matches,d1661819
341,Masaya Okugawa,jp JPN,MFFW,Arminia,25,1996,33,30,2531,28.1,8,1,8,0,0,0,0,0.28,0.04,0.32,0.28,0.32,4.3,4.3,1.9,6.2,0.15,0.07,0.22,0.15,0.22,Matches,63b9cc6d
342,Mathias Olesen,lu LUX,MFFW,Köln,20,2001,3,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.37,0.37,0.00,0.37,Matches,86adbcc7
343,Dani Olmo,es ESP,MFFW,RB Leipzig,23,1998,19,7,743,8.3,3,3,3,0,0,2,0,0.36,0.36,0.73,0.36,0.73,2.0,2.0,2.5,4.6,0.25,0.30,0.55,0.25,0.55,Matches,ae44e8e2
344,Karim Onisiwo,at AUT,FW,Mainz 05,29,1992,31,28,2361,26.2,5,8,5,0,0,0,0,0.19,0.30,0.50,0.19,0.50,10.0,10.0,7.2,17.3,0.38,0.28,0.66,0.38,0.66,Matches,f26834c7
345,Willi Orban,hu HUN,DF,RB Leipzig,28,1992,30,30,2642,29.4,2,1,2,0,0,1,0,0.07,0.03,0.10,0.07,0.10,3.3,3.3,1.2,4.5,0.11,0.04,0.15,0.11,0.15,Matches,20030c06
346,Stefan Ortega,de GER,GK,Arminia,28,1992,33,33,2970,33.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches,c1242d4e
347,Patrick Osterhage,de GER,MF,Bochum,21,2000,13,6,599,6.7,0,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.4,0.4,0.1,0.5,0.05,0.02,0.08,0.05,0.08,Matches,9662c9ec
348,Tomáš Ostrák,cz CZE,MFFW,Köln,21,2000,5,0,31,0.3,0,1,0,0,0,0,0,0.00,2.90,2.90,0.00,2.90,0.1,0.1,0.5,0.5,0.16,1.41,1.57,0.16,1.57,Matches,3ba95f20
349,Paulo Otávio,br BRA,DFMF,Wolfsburg,26,1994,7,5,362,4.0,0,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.4,0.4,0.5,1.0,0.11,0.13,0.24,0.11,0.24,Matches,1cbe4984
350,Reece Oxford,eng ENG,DF,Augsburg,22,1998,30,30,2693,29.9,2,1,2,0,0,9,0,0.07,0.03,0.10,0.07,0.10,2.2,2.2,0.8,3.0,0.07,0.03,0.10,0.07,0.10,Matches,8b6e0db2
351,Salih Özcan,tr TUR,MF,Köln,23,1998,31,26,2312,25.7,2,0,2,0,0,5,0,0.08,0.00,0.08,0.08,0.08,2.3,2.3,1.3,3.6,0.09,0.05,0.14,0.09,0.14,Matches,15413fa5
352,Levin Öztunalı,de GER,MF,Union Berlin,25,1996,18,5,572,6.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.8,1.5,0.12,0.12,0.24,0.12,0.24,Matches,66385c46
353,Gonçalo Paciência,pt POR,FW,Eint Frankfurt,26,1994,18,4,516,5.7,3,0,2,1,2,3,0,0.52,0.00,0.52,0.35,0.35,4.0,2.4,0.3,2.7,0.69,0.05,0.74,0.42,0.47,Matches,962e54cb
354,Exequiel Palacios,ar ARG,MF,Leverkusen,22,1998,23,12,1097,12.2,2,2,2,0,0,2,0,0.16,0.16,0.33,0.16,0.33,1.0,1.0,2.5,3.5,0.08,0.20,0.29,0.08,0.29,Matches,e82adcab
355,Miloš Pantović,rs SRB,MFFW,Bochum,25,1996,28,18,1533,17.0,4,3,3,1,1,2,0,0.23,0.18,0.41,0.18,0.35,5.9,5.1,4.8,9.9,0.35,0.28,0.63,0.30,0.58,Matches,5dc15574
356,Antonios Papadopoulos,de GER,DFMF,Dortmund,21,1999,2,0,17,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,13d23b29
357,Matondo-Merveille Papela,de GER,MF,Mainz 05,20,2001,5,0,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches,b4b08774
358,Kevin Paredes,us USA,FWDF,Wolfsburg,18,2003,2,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5c50fdbc
359,Felix Passlack,de GER,DF,Dortmund,23,1998,10,5,472,5.2,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.3,0.3,0.3,0.6,0.06,0.06,0.12,0.06,0.12,Matches,5c899683
360,Paulinho,br BRA,FWMF,Leverkusen,21,2000,24,14,1218,13.5,4,1,4,0,0,1,0,0.30,0.07,0.37,0.30,0.37,4.8,4.8,2.3,7.1,0.35,0.17,0.52,0.35,0.52,Matches,53070b63
361,Benjamin Pavard,fr FRA,DF,Bayern Munich,25,1996,25,24,2076,23.1,0,1,0,0,0,2,1,0.00,0.04,0.04,0.00,0.04,1.0,1.0,1.5,2.5,0.04,0.07,0.11,0.04,0.11,Matches,45a03961
362,Mads Pedersen,dk DEN,MFDF,Augsburg,24,1996,29,15,1391,15.5,2,1,2,0,0,5,0,0.13,0.06,0.19,0.13,0.19,1.3,1.3,2.0,3.3,0.08,0.13,0.21,0.08,0.21,Matches,582a5247
363,Peter Pekarík,sk SVK,DF,Hertha BSC,34,1986,27,26,2234,24.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.9,2.0,0.04,0.04,0.08,0.04,0.08,Matches,c18d22f5
364,Philipp Pentke,de GER,GK,Hoffenheim,36,1985,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c41f7379
365,Ricardo Pepi,us USA,FWMF,Augsburg,18,2003,11,4,477,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.5,1.4,0.18,0.09,0.26,0.18,0.26,Matches,a2b1ed42
366,Pavao Pervan,at AUT,GK,Wolfsburg,33,1987,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c89e8aae
367,Nils Petersen,de GER,FW,Freiburg,32,1988,22,3,580,6.4,5,1,5,0,0,0,0,0.78,0.16,0.93,0.78,0.93,2.4,2.4,0.6,3.0,0.37,0.10,0.46,0.37,0.46,Matches,f93e6e94
368,Jens Petter Hauge,no NOR,MFFW,Eint Frankfurt,21,1999,26,9,1040,11.6,2,2,2,0,0,4,0,0.17,0.17,0.35,0.17,0.35,2.2,2.2,1.4,3.5,0.19,0.12,0.31,0.19,0.31,Matches,12c35abe
369,Immanuel Pherai,nl NED,MF,Dortmund,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f168d9b9
370,Maximilian Philipp,de GER,MF,Wolfsburg,27,1994,22,12,963,10.7,1,4,1,0,0,2,0,0.09,0.37,0.47,0.09,0.47,1.4,1.4,1.5,2.8,0.13,0.14,0.27,0.13,0.27,Matches,061e8e23
371,Krzysztof Piątek,pl POL,FW,Hertha BSC,26,1995,9,4,347,3.9,1,0,1,0,0,0,0,0.26,0.00,0.26,0.26,0.26,1.5,1.5,0.0,1.5,0.38,0.00,0.38,0.38,0.38,Matches,17f3620a
372,Amos Pieper,de GER,DF,Arminia,23,1998,27,27,2379,26.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.5,1.5,0.04,0.02,0.06,0.04,0.06,Matches,526ea7cc
373,Marvin Plattenhardt,de GER,DF,Hertha BSC,29,1992,21,19,1637,18.2,0,3,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.5,0.5,4.4,4.8,0.03,0.24,0.27,0.03,0.27,Matches,f7aa75bd
374,Alassane Pléa,fr FRA,MFFW,M'Gladbach,28,1993,33,24,2070,23.0,10,6,7,3,3,4,0,0.43,0.26,0.70,0.30,0.57,9.3,6.9,8.4,15.2,0.40,0.36,0.77,0.30,0.66,Matches,bc6bd723
375,Joel Pohjanpalo,fi FIN,FW,Leverkusen,26,1994,2,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ea003d07
376,Sebastian Polter,de GER,FW,Bochum,30,1991,33,27,2341,26.0,10,1,9,1,2,2,0,0.38,0.04,0.42,0.35,0.38,10.2,8.6,2.7,11.3,0.39,0.10,0.49,0.33,0.43,Matches,3745e8bd
377,Marin Pongračić,hr CRO,DF,Dortmund,23,1997,17,9,827,9.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,2a6cd437
378,Stefan Posch,at AUT,DF,Hoffenheim,24,1997,28,26,2199,24.4,2,0,2,0,0,5,0,0.08,0.00,0.08,0.08,0.08,1.3,1.3,0.7,2.1,0.05,0.03,0.08,0.05,0.08,Matches,7f609bfc
379,Yussuf Poulsen,dk DEN,FWMF,RB Leipzig,27,1994,25,12,1079,12.0,6,0,6,0,0,2,0,0.50,0.00,0.50,0.50,0.50,5.4,5.4,1.8,7.3,0.45,0.15,0.60,0.45,0.60,Matches,d2416c2e
380,Manuel Prietl,at AUT,MF,Arminia,29,1991,26,23,2123,23.6,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,1.3,1.3,0.8,2.1,0.05,0.04,0.09,0.05,0.09,Matches,901c0f97
381,Grischa Prömel,de GER,MF,Union Berlin,26,1995,29,28,2422,26.9,8,1,8,0,0,4,0,0.30,0.04,0.33,0.30,0.33,6.9,6.9,1.4,8.3,0.26,0.05,0.31,0.26,0.31,Matches,924f9191
382,Nick Proschwitz,de GER,FW,Hoffenheim,34,1986,1,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.91,0.00,0.91,0.91,0.91,Matches,9cf4fd68
383,Afimico Pululu,fr FRA,FWMF,Greuther Fürth,22,1999,8,0,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.13,0.00,0.13,0.13,0.13,Matches,32c016f8
384,Sidney Raebiger,de GER,MF,RB Leipzig,16,2005,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a8090a41
385,Diant Ramaj,de GER,GK,Eint Frankfurt,19,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b90c4a43
386,Guilherme Ramos,pt POR,DF,Arminia,23,1997,13,9,906,10.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,Matches,df9c3473
387,Tobias Raschl,de GER,MF,Greuther Fürth,21,2000,10,7,597,6.6,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04,Matches,bd992863
388,David Raum,de GER,DFFW,Hoffenheim,23,1998,32,31,2757,30.6,3,11,3,0,0,5,0,0.10,0.36,0.46,0.10,0.46,2.1,2.1,12.7,14.8,0.07,0.41,0.48,0.07,0.48,Matches,7d450ed3
389,Reinier,br BRA,FWMF,Dortmund,19,2002,13,1,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.13,0.00,0.13,0.13,0.13,Matches,6b21b7b5
390,Panagiotis Retsos,gr GRE,DFFW,Leverkusen,22,1998,4,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.15,0.00,0.15,0.15,0.15,Matches,4bd00a50
391,Marco Reus,de GER,MFFW,Dortmund,32,1989,29,29,2503,27.8,9,13,9,0,0,2,0,0.32,0.47,0.79,0.32,0.79,10.8,10.8,8.4,19.2,0.39,0.30,0.69,0.39,0.69,Matches,36a3ff67
392,Elvis Rexhbeçaj,de GER,MF,Bochum,23,1997,32,30,2542,28.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,1.5,2.9,0.05,0.05,0.10,0.05,0.10,Matches,1ae836b1
393,Gio Reyna,us USA,MF,Dortmund,18,2002,10,6,439,4.9,2,1,2,0,0,0,0,0.41,0.21,0.62,0.41,0.62,1.6,1.6,2.1,3.7,0.33,0.42,0.76,0.33,0.76,Matches,7fa4e703
394,Chris Richards,us USA,DF,Hoffenheim,21,2000,19,13,1304,14.5,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,1.4,1.4,0.5,1.9,0.10,0.03,0.13,0.10,0.13,Matches,0a3d6d2b
395,Chris Richards,us USA,DF,Bayern Munich,21,2000,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0a3d6d2b
396,Omar Richards,eng ENG,DF,Bayern Munich,23,1998,12,5,438,4.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.08,0.04,0.11,0.08,0.11,Matches,f9b1b7bf
397,Marco Richter,de GER,FWMF,Hertha BSC,23,1997,30,19,1704,18.9,5,1,5,0,0,6,0,0.26,0.05,0.32,0.26,0.32,4.0,4.0,1.8,5.8,0.21,0.10,0.31,0.21,0.31,Matches,f972644c
398,Manuel Riemann,de GER,GK,Bochum,32,1988,31,31,2790,31.0,0,1,0,0,1,2,0,0.00,0.03,0.03,0.00,0.03,0.8,0.0,0.4,0.4,0.03,0.01,0.04,0.00,0.01,Matches,9f941969
399,Marc Roca,es ESP,MF,Bayern Munich,24,1996,9,4,379,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.06,0.11,0.17,0.06,0.17,Matches,da27e268
400,Cimo Röcker,de GER,DF,Hertha BSC,27,1994,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.45,0.45,0.00,0.45,Matches,611b1aae
401,Sebastian Rode,de GER,MF,Eint Frankfurt,30,1990,17,10,759,8.4,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.9,0.9,1.0,1.9,0.10,0.12,0.22,0.10,0.22,Matches,e12b0b5b
402,Romario Rösch,de GER,MF,Mainz 05,22,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,87ebfdb8
403,Tom Rothe,de GER,DF,Dortmund,16,2004,2,1,94,1.0,1,0,1,0,0,1,0,0.96,0.00,0.96,0.96,0.96,0.2,0.2,0.0,0.3,0.23,0.04,0.27,0.23,0.27,Matches,90c1f9a4
404,Jérôme Roussillon,fr FRA,DF,Wolfsburg,28,1993,26,18,1775,19.7,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,1.2,1.2,1.7,2.9,0.06,0.09,0.14,0.06,0.14,Matches,13203c45
405,Sebastian Rudy,de GER,MF,Hoffenheim,31,1990,21,7,773,8.6,3,1,3,0,0,5,0,0.35,0.12,0.47,0.35,0.47,2.1,2.1,0.4,2.5,0.25,0.05,0.30,0.25,0.30,Matches,80f36c88
406,Georginio Rutter,fr FRA,FWMF,Hoffenheim,19,2002,33,13,1611,17.9,8,2,8,0,0,2,0,0.45,0.11,0.56,0.45,0.56,7.9,7.9,4.1,12.0,0.44,0.23,0.67,0.44,0.67,Matches,c64c01fc
407,Julian Ryerson,no NOR,DF,Union Berlin,23,1997,28,13,1429,15.9,2,0,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13,1.5,1.5,2.0,3.5,0.09,0.12,0.22,0.09,0.22,Matches,009a4f60
408,Frederik Rønnow,dk DEN,GK,Union Berlin,28,1992,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a70b8345
409,Marcel Sabitzer,at AUT,MFDF,Bayern Munich,27,1994,25,8,905,10.1,1,1,1,0,0,0,0,0.10,0.10,0.20,0.10,0.20,2.0,2.0,1.6,3.7,0.20,0.16,0.36,0.20,0.36,Matches,e280527c
410,Marcel Sabitzer,at AUT,MFFW,RB Leipzig,27,1994,2,0,49,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Matches,e280527c
411,Roland Sallai,hu HUN,MFFW,Freiburg,24,1997,31,18,1551,17.2,4,4,4,0,0,1,0,0.23,0.23,0.46,0.23,0.46,6.4,6.4,3.6,10.0,0.37,0.21,0.58,0.37,0.58,Matches,bf075f6b
412,Diadie Samassékou,ml MLI,MF,Hoffenheim,25,1996,24,21,1655,18.4,2,0,2,0,0,7,0,0.11,0.00,0.11,0.11,0.11,1.0,1.0,1.2,2.2,0.05,0.07,0.12,0.05,0.12,Matches,08593525
413,Leroy Sané,de GER,FWMF,Bayern Munich,25,1996,32,22,1976,22.0,7,7,7,0,0,3,0,0.32,0.32,0.64,0.32,0.64,11.3,11.3,6.4,17.6,0.51,0.29,0.80,0.51,0.80,Matches,2b114be3
414,Mohamed Sankoh,nl NED,FW,Stuttgart,17,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,4.06,0.00,4.06,4.06,4.06,Matches,be625686
415,Baptiste Santamaria,fr FRA,MF,Freiburg,26,1995,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5e22e2a4
416,Bouna Sarr,sn SEN,DF,Bayern Munich,29,1992,5,0,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches,1a4b9094
417,Joe Scally,us USA,DF,M'Gladbach,18,2002,30,20,1909,21.2,1,2,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,2.2,2.2,2.1,4.3,0.10,0.10,0.20,0.10,0.20,Matches,236f02cd
418,Kevin Schade,de GER,MFFW,Freiburg,19,2001,21,7,831,9.2,4,1,4,0,0,2,0,0.43,0.11,0.54,0.43,0.54,2.6,2.4,1.1,3.5,0.28,0.12,0.39,0.26,0.37,Matches,52afb588
419,András Schäfer,hu HUN,MF,Union Berlin,22,1999,8,1,239,2.7,1,1,1,0,0,2,0,0.38,0.38,0.75,0.38,0.75,0.6,0.6,0.2,0.8,0.23,0.09,0.32,0.23,0.32,Matches,049751d7
420,Louis Schaub,at AUT,MFFW,Köln,26,1994,28,6,654,7.3,1,2,1,0,0,0,0,0.14,0.28,0.41,0.14,0.41,1.2,1.2,1.4,2.6,0.17,0.19,0.35,0.17,0.35,Matches,b50ec54b
421,Patrik Schick,cz CZE,FW,Leverkusen,25,1996,27,26,2076,23.1,24,3,23,1,2,0,0,1.04,0.13,1.17,1.00,1.13,18.5,16.9,2.8,19.7,0.80,0.12,0.92,0.73,0.85,Matches,5d4f7d61
422,Kingsley Schindler,de GER,DFFW,Köln,28,1993,18,1,349,3.9,1,2,1,0,0,1,0,0.26,0.52,0.77,0.26,0.77,0.4,0.4,1.2,1.5,0.10,0.30,0.40,0.10,0.40,Matches,bd527260
423,Xaver Schlager,at AUT,MF,Wolfsburg,23,1997,14,13,1040,11.6,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.5,0.5,0.7,1.2,0.05,0.06,0.11,0.05,0.11,Matches,8f056768
424,Keven Schlotterbeck,de GER,DFFW,Freiburg,24,1997,12,3,315,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches,f6bdc830
425,Nico Schlotterbeck,de GER,DF,Freiburg,21,1999,32,32,2785,30.9,4,1,4,0,0,5,0,0.13,0.03,0.16,0.13,0.16,3.8,3.8,1.8,5.6,0.12,0.06,0.18,0.12,0.18,Matches,34e12499
426,Jonathan Schmid,fr FRA,DF,Freiburg,31,1990,13,6,588,6.5,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.8,1.1,0.04,0.13,0.17,0.04,0.17,Matches,088ca1bd
427,Benno Schmitz,de GER,DF,Köln,26,1994,31,29,2421,26.9,0,5,0,0,0,5,0,0.00,0.19,0.19,0.00,0.19,0.7,0.7,3.7,4.4,0.02,0.14,0.16,0.02,0.16,Matches,ad00b1a8
428,Alessandro Schöpf,at AUT,MF,Arminia,27,1994,31,27,2397,26.6,1,0,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,2.7,2.7,3.3,6.0,0.10,0.12,0.23,0.10,0.23,Matches,106bca06
429,Nico Schulz,de GER,DF,Dortmund,28,1993,16,9,836,9.3,0,2,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,0.3,0.3,1.4,1.6,0.03,0.15,0.18,0.03,0.18,Matches,fa274d97
430,Marvin Schwäbe,de GER,GK,Köln,26,1995,21,21,1890,21.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,87436846
431,Alexander Schwolow,de GER,GK,Hertha BSC,29,1992,25,25,2175,24.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,0d55d942
432,Paul Seguin,de GER,MF,Greuther Fürth,26,1995,27,23,2108,23.4,0,3,0,0,0,9,0,0.00,0.13,0.13,0.00,0.13,0.6,0.6,2.0,2.6,0.03,0.09,0.11,0.03,0.11,Matches,8872ed17
433,Davie Selke,de GER,FW,Hertha BSC,26,1995,25,10,1004,11.2,4,0,3,1,1,2,0,0.36,0.00,0.36,0.27,0.27,4.3,3.5,0.6,4.1,0.39,0.05,0.44,0.32,0.37,Matches,1238a3f9
