,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Receiving,Receiving,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
360,Nikola Milenković,rs SRB,DF,Fiorentina,23,1997,32.5,2371,228,1173,1136,85,27,2371,2,2,100.0,11,4,1632,8,Matches,bee704fc
361,Sergej Milinković-Savić,rs SRB,MF,Lazio,26,1995,34.4,2825,83,447,1598,813,117,2825,45,77,58.4,99,48,2293,161,Matches,4e6dbac4
362,Vanja Milinković-Savić,rs SRB,GK,Torino,24,1997,27.0,1066,705,1052,14,1,1,1066,2,2,100.0,1,0,527,0,Matches,9fa26bc2
363,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,25,1995,8.6,479,8,37,194,253,40,479,16,28,57.1,25,17,393,51,Matches,a9aa0d1d
364,Fabio Miretti,it ITA,MF,Juventus,17,2003,3.6,174,3,47,94,35,5,174,1,2,50.0,6,0,117,14,Matches,34693494
365,Henrikh Mkhitaryan,am ARM,MFFW,Roma,32,1989,27.7,1495,37,209,788,524,66,1495,34,56,60.7,58,27,999,127,Matches,dd0daf32
366,Marco Modolo,it ITA,DF,Venezia,32,1989,4.4,206,78,148,55,3,2,206,0,1,0.0,1,0,117,0,Matches,fdcdb521
367,Nahuel Molina,ar ARG,DF,Udinese,23,1998,29.3,1489,53,366,596,546,50,1489,20,42,47.6,36,10,928,91,Matches,23610943
368,Cristian Molinaro,it ITA,DF,Venezia,38,1983,6.1,379,27,148,157,76,1,379,5,7,71.4,6,3,220,7,Matches,1c8c5aed
369,Lorenzo Montipò,it ITA,GK,Hellas Verona,25,1996,34.0,1062,882,1058,4,0,0,1062,1,1,100.0,0,0,433,0,Matches,c1d95617
370,Álvaro Morata,es ESP,FW,Juventus,28,1992,25.6,945,27,103,403,453,126,944,23,47,48.9,78,43,762,151,Matches,129af0db
371,Raúl Moro,es ESP,FW,Lazio,18,2002,2.2,109,0,6,56,48,10,109,3,10,30.0,5,2,83,11,Matches,919dd4b1
372,Andrei Motoc,ro ROU,DF,Salernitana,19,2002,1.0,36,5,23,12,1,0,36,1,1,100.0,1,0,19,0,Matches,b64073a0
373,Lys Mousset,fr FRA,MFFW,Salernitana,25,1996,1.8,60,0,2,30,29,6,60,3,7,42.9,8,2,44,8,Matches,d9cfca3d
374,Samuel Mráz,sk SVK,FW,Spezia,24,1997,0.6,15,0,1,10,4,0,15,0,0,,0,0,8,2,Matches,be6c1ccc
375,Mert Müldür,tr TUR,DF,Sassuolo,22,1999,22.7,1409,77,421,717,282,19,1409,20,28,71.4,28,10,890,43,Matches,1295552e
376,Luis Muriel,co COL,FWMF,Atalanta,30,1991,17.1,1000,6,41,354,619,117,998,62,104,59.6,63,47,764,173,Matches,eb2fe5b6
377,Vedat Muriqi,xk KVX,FW,Lazio,27,1994,2.4,94,1,13,39,43,9,94,3,5,60.0,10,3,83,25,Matches,0cadc46d
378,Nicola Murru,it ITA,DF,Sampdoria,26,1994,10.9,566,38,204,255,114,12,566,4,9,44.4,15,10,308,15,Matches,d183e9d6
379,Juan Musso,ar ARG,GK,Atalanta,27,1994,32.6,1021,833,1012,10,0,0,1021,1,1,100.0,0,0,450,0,Matches,a111cf41
380,Joakim Mæhle,dk DEN,DFMF,Atalanta,24,1997,16.3,1094,25,235,469,405,34,1094,12,41,29.3,16,19,685,55,Matches,c459a650
381,Nahitan Nández,uy URU,MFDF,Cagliari,25,1995,16.9,821,17,130,375,332,45,821,27,45,60.0,37,26,585,55,Matches,95facda1
382,Nani,pt POR,MFFW,Venezia,34,1986,3.2,166,0,18,72,78,6,166,5,12,41.7,9,6,117,16,Matches,15e9c7e6
383,Matija Nastasić,rs SRB,DF,Fiorentina,28,1993,2.4,175,24,93,79,4,1,175,0,0,,1,0,127,0,Matches,f35430a4
384,Ilija Nestorovski,mk MKD,FW,Udinese,31,1990,2.1,85,4,9,49,27,8,85,0,1,0.0,5,0,69,20,Matches,b1236c63
385,Aurélien Nguiamba,fr FRA,MF,Spezia,22,1999,0.6,40,2,10,25,5,0,40,1,1,100.0,0,0,21,1,Matches,de135234
386,Dimitris Nikolaou,gr GRE,DF,Spezia,22,1998,36.0,2004,298,1133,833,58,6,2004,17,21,81.0,28,10,1200,7,Matches,cf961d8d
387,Jean-Pierre Nsame,cm CMR,FW,Venezia,28,1993,2.7,87,1,2,35,50,16,87,1,3,33.3,8,5,73,13,Matches,12e6d21a
388,Bram Nuytinck,nl NED,DF,Udinese,31,1990,22.6,1169,238,743,396,35,17,1169,1,2,50.0,2,2,663,4,Matches,e33f36d5
389,Simeon Nwankwo,ng NGA,FW,Salernitana,29,1992,9.4,277,14,27,127,126,42,277,7,10,70.0,30,23,224,51,Matches,80dbbd10
390,M'Bala Nzola,ao ANG,FW,Spezia,24,1996,11.9,382,14,29,151,211,50,382,16,27,59.3,53,21,279,57,Matches,a4948e67
391,Adam Obert,sk SVK,DFMF,Cagliari,18,2002,3.0,142,19,83,44,17,0,142,4,6,66.7,5,4,76,2,Matches,aa25ce92
392,Joel Obi,ng NGA,MFDF,Salernitana,30,1991,12.7,487,17,121,235,139,23,487,4,7,57.1,20,16,286,35,Matches,614c38fb
393,Brain Oddei,it ITA,FW,Sassuolo,18,2002,0.1,6,0,2,1,4,1,6,1,1,100.0,0,0,5,0,Matches,97e8ea97
394,Álvaro Odriozola,es ESP,DF,Fiorentina,25,1995,19.3,1179,57,349,458,378,55,1179,12,25,48.0,25,12,768,71,Matches,1d1691ad
395,Stefano Okaka,it ITA,FW,Udinese,31,1989,0.2,9,1,1,5,4,2,9,0,0,,0,0,5,2,Matches,601ef102
396,David Okereke,ng NGA,FWMF,Venezia,23,1997,22.8,689,27,85,277,342,81,689,26,50,52.0,53,29,488,115,Matches,d125f22f
397,Christian Oliva,uy URU,MF,Cagliari,25,1996,0.5,33,2,10,19,5,0,33,0,0,,0,0,20,0,Matches,d3b888e3
398,Sérgio Oliveira,pt POR,MF,Roma,29,1992,9.9,597,14,123,350,133,11,596,8,15,53.3,9,10,390,11,Matches,947e036f
399,Riccardo Orsolini,it ITA,FWMF,Bologna,24,1997,19.8,953,18,119,447,399,54,951,26,58,44.8,51,29,712,81,Matches,e14ec482
400,Victor Osimhen,ng NGA,FW,Napoli,22,1998,22.0,613,22,34,218,368,139,613,30,54,55.6,76,32,494,175,Matches,8c90fd7a
401,David Ospina,co COL,GK,Napoli,32,1988,31.0,1040,880,1027,14,0,0,1040,1,1,100.0,0,0,560,0,Matches,82b1198a
402,Adam Ounas,dz ALG,MFFW,Napoli,24,1996,3.6,262,4,27,98,148,20,262,24,28,85.7,19,11,209,28,Matches,ed90babd
403,Daniele Padelli,it ITA,GK,Udinese,35,1985,3.0,122,114,122,0,0,0,122,0,0,,0,0,55,0,Matches,cf1c23d8
404,Simone Pafundi,it ITA,FW,Udinese,15,2006,0.3,13,0,2,9,2,0,13,0,0,,0,0,11,2,Matches,8daee720
405,Martin Palumbo,no NOR,FW,Juventus,19,2002,0.1,5,0,2,2,1,0,5,0,0,,0,0,1,0,Matches,f8d41a8c
406,Goran Pandev,mk MKD,FWMF,Genoa,38,1983,9.4,310,1,25,148,140,27,310,10,22,45.5,26,25,270,57,Matches,d711d04f
407,Ivor Pandur,hr CRO,GK,Hellas Verona,21,2000,3.0,77,71,77,0,0,0,77,0,0,,0,0,34,0,Matches,457cb02f
408,Fabiano Parisi,it ITA,DF,Empoli,20,2000,16.4,1014,79,372,420,254,17,1014,29,55,52.7,42,18,517,21,Matches,0967845b
409,Mario Pašalić,hr CRO,MFFW,Atalanta,26,1995,22.2,1249,24,162,654,441,106,1249,15,31,48.4,59,22,915,129,Matches,e599253a
410,Patric,es ESP,DF,Lazio,28,1993,18.3,1570,179,752,795,30,9,1570,2,2,100.0,7,1,1228,4,Matches,f7223718
411,Rui Patrício,pt POR,GK,Roma,33,1988,38.0,1145,1015,1143,2,0,0,1145,1,1,100.0,2,0,493,0,Matches,79b0d6a0
412,Leonardo Pavoletti,it ITA,FW,Cagliari,32,1988,16.9,663,19,63,318,286,90,663,6,10,60.0,39,13,513,84,Matches,d37b0350
413,Pedro,es ESP,FW,Lazio,34,1987,22.6,1161,13,148,581,460,67,1161,31,57,54.4,55,26,933,83,Matches,3ca7254a
414,João Pedro,it ITA,FW,Cagliari,29,1992,36.9,1087,22,81,508,504,145,1083,34,72,47.2,108,36,770,172,Matches,81255c03
415,Gianluca Pegolo,it ITA,GK,Sassuolo,40,1981,1.0,36,28,35,1,0,0,36,0,0,,0,0,18,0,Matches,f058ed1f
416,Pietro Pellegri,it ITA,FW,Torino,20,2001,2.4,79,6,8,34,38,8,79,4,8,50.0,20,8,58,18,Matches,a44d3a3c
417,Pietro Pellegri,it ITA,FW,Milan,20,2001,1.5,37,1,3,11,23,7,37,1,4,25.0,2,4,18,5,Matches,a44d3a3c
418,Lorenzo Pellegrini,it ITA,MF,Roma,25,1996,25.4,1456,23,139,668,667,117,1453,43,91,47.3,64,24,967,166,Matches,4a5a45c7
419,Luca Pellegrini,it ITA,DF,Juventus,22,1999,12.3,783,27,254,329,207,8,783,9,18,50.0,15,5,489,10,Matches,3b61c9ec
420,Federico Peluso,it ITA,DF,Sassuolo,37,1984,0.1,4,0,1,4,0,0,4,0,0,,0,0,0,0,Matches,4f2908e5
421,Gastón Pereiro,uy URU,FWMF,Cagliari,26,1995,10.8,465,9,53,194,221,29,465,10,19,52.6,14,17,325,33,Matches,7ec7738e
422,Dor Peretz,il ISR,MF,Venezia,26,1995,6.5,312,23,89,183,40,4,312,1,6,16.7,9,7,191,5,Matches,e2a302a8
423,Roberto Pereyra,ar ARG,MFFW,Udinese,30,1991,19.9,1051,18,138,529,400,85,1049,21,46,45.7,54,27,755,62,Matches,75f2c59f
424,Carles Pérez,es ESP,MFFW,Roma,23,1998,6.2,331,0,27,114,191,30,331,11,20,55.0,15,11,231,40,Matches,a8f21b9f
425,Nehuén Pérez,ar ARG,DF,Udinese,21,2000,18.8,967,120,437,462,78,20,967,7,15,46.7,13,4,475,6,Matches,f7c491f1
426,Mattia Perin,it ITA,GK,Juventus,28,1992,4.5,143,128,143,0,0,0,143,0,0,,0,0,73,0,Matches,4c62d0c8
427,Ivan Perišić,hr CRO,DF,Inter,32,1989,31.3,1795,74,405,653,767,143,1794,26,45,57.8,48,8,1143,120,Matches,6fe90922
428,Diego Perotti,ar ARG,MFFW,Salernitana,33,1988,3.2,196,9,32,78,90,15,195,8,13,61.5,7,6,123,10,Matches,a40d5a0c
429,Mario Perrone,it ITA,DF,Salernitana,18,2003,0.2,10,1,4,5,1,0,10,0,0,,0,0,7,0,Matches,6cd33e2a
430,Matteo Pessina,it ITA,MFFW,Atalanta,24,1997,16.0,1062,14,168,548,370,55,1062,23,36,63.9,41,17,765,80,Matches,780e3631
431,Andrea Petagna,it ITA,FW,Napoli,26,1995,6.5,221,5,23,117,86,23,221,9,14,64.3,21,14,187,36,Matches,03f946ed
432,Giuseppe Pezzella,it ITA,DFMF,Atalanta,23,1997,11.9,781,22,172,345,280,23,781,8,19,42.1,18,12,491,34,Matches,149c5f5d
433,Krzysztof Piątek,pl POL,FW,Fiorentina,26,1995,8.1,244,7,21,109,115,38,243,3,6,50.0,23,7,162,36,Matches,17f3620a
434,Roberto Piccoli,it ITA,FW,Genoa,20,2001,2.4,79,2,6,43,31,7,79,2,3,66.7,12,6,57,14,Matches,1cadaf34
435,Roberto Piccoli,it ITA,FW,Atalanta,20,2001,2.2,71,0,4,29,38,10,71,1,3,33.3,7,10,53,12,Matches,1cadaf34
436,Andrea Pinamonti,it ITA,FW,Empoli,22,1999,31.9,945,28,60,353,536,163,941,17,40,42.5,71,47,734,221,Matches,08aa9cd1
437,Carlo Pinsoglio,it ITA,GK,Juventus,31,1990,0.5,13,12,13,0,0,0,13,0,0,,0,0,10,0,Matches,f6a06749
438,Riccardo Pinzi,it ITA,FW,Udinese,17,2003,0.0,1,0,0,1,0,0,1,0,0,,0,0,1,0,Matches,5dafcdce
439,Marko Pjaca,hr CRO,MF,Torino,26,1995,12.8,555,8,42,229,288,49,555,23,41,56.1,34,30,437,75,Matches,2c38b327
440,Tommaso Pobega,it ITA,MF,Torino,22,1999,24.9,1478,48,229,879,386,55,1478,14,27,51.9,45,16,989,56,Matches,55a1cac2
441,Suf Podgoreanu,il ISR,FW,Spezia,19,2002,1.3,71,3,7,25,39,1,71,3,6,50.0,2,2,54,5,Matches,d697a2d0
442,Matteo Politano,it ITA,FW,Napoli,27,1993,18.3,956,10,124,294,547,81,956,21,47,44.7,31,21,708,80,Matches,5e861944
443,Manolo Portanova,it ITA,FWMF,Genoa,21,2000,14.7,576,24,95,276,216,37,576,25,46,54.3,53,24,298,45,Matches,c8c0dccd
444,Dennis Praet,be BEL,MF,Torino,27,1994,17.1,713,6,67,297,355,47,713,12,28,42.9,28,16,511,71,Matches,86695068
445,Mateusz Praszelik,pl POL,MF,Hellas Verona,20,2000,0.3,15,0,1,7,8,2,15,1,1,100.0,3,0,14,3,Matches,ec6773f5
446,Ivan Provedel,it ITA,GK,Spezia,27,1994,30.7,1282,1032,1267,16,0,0,1282,0,0,,1,0,568,0,Matches,277da414
447,Erick Pulgar,cl CHI,MF,Fiorentina,27,1994,3.8,264,5,53,172,45,1,264,2,3,66.7,5,2,175,1,Matches,4611e028
448,Ignacio Pussetto,ar ARG,FWMF,Udinese,25,1995,13.4,500,16,42,226,241,60,499,25,56,44.6,40,22,333,54,Matches,62437b4f
449,Niklas Pyyhtiä,fi FIN,MF,Bologna,17,2003,0.2,25,0,2,19,5,0,25,1,1,100.0,1,0,16,0,Matches,88f53b75
450,Fabio Quagliarella,it ITA,FW,Sampdoria,38,1983,18.5,653,13,47,290,322,75,652,11,23,47.8,49,26,485,137,Matches,ee4f2f3b
451,Adrien Rabiot,fr FRA,MF,Juventus,26,1995,25.4,1330,74,341,682,329,54,1330,44,57,77.2,38,24,867,60,Matches,8794e251
452,Ivan Radovanović,rs SRB,DFMF,Salernitana,32,1988,11.7,607,59,271,277,66,15,607,1,1,100.0,4,1,372,6,Matches,023937a9
453,Ionuț Radu,ro ROU,GK,Inter,24,1997,1.0,24,18,24,0,0,0,24,0,0,,1,0,15,0,Matches,67f649be
454,Ștefan Radu,ro ROU,DF,Lazio,34,1986,6.2,377,35,163,174,40,2,377,1,1,100.0,5,3,231,0,Matches,53de807a
455,Boris Radunović,rs SRB,GK,Cagliari,25,1996,3.0,107,101,107,0,0,0,107,0,0,,0,0,40,0,Matches,0dfce079
456,Antonio Raimondo,it ITA,FW,Bologna,17,2004,0.8,21,1,5,7,9,5,21,0,4,0.0,1,4,15,4,Matches,ce1a6c7e
457,Aaron Ramsey,wls WAL,MF,Juventus,30,1990,1.1,67,1,20,39,8,2,67,0,0,,1,1,58,2,Matches,ef619b0b
458,Luca Ranieri,it ITA,DF,Salernitana,22,1999,23.4,1193,93,369,566,270,21,1193,17,36,47.2,21,10,641,29,Matches,8c63fae5
459,Andrea Ranocchia,it ITA,DF,Inter,33,1988,3.8,234,43,126,104,7,3,234,0,0,,2,0,157,0,Matches,539230cf
460,Giacomo Raspadori,it ITA,MFFW,Sassuolo,21,2000,30.4,1344,24,177,607,574,112,1344,35,60,58.3,88,48,989,170,Matches,6e058f06
461,Nicola Ravaglia,it ITA,GK,Sampdoria,32,1988,0.1,5,4,5,0,0,0,5,0,0,,0,0,2,0,Matches,d7a35008
462,Ante Rebić,hr CRO,FW,Milan,27,1993,9.9,435,6,20,139,282,72,435,16,38,42.1,33,16,318,73,Matches,536cebe5
463,Arkadiusz Reca,pl POL,DF,Spezia,26,1995,19.7,1077,83,425,437,227,10,1077,12,23,52.2,37,8,553,18,Matches,6213fd82
464,Pepe Reina,es ESP,GK,Lazio,38,1982,15.0,556,485,554,2,0,0,556,0,0,,0,0,286,0,Matches,e358587b
465,Panagiotis Retsos,gr GRE,DF,Hellas Verona,22,1998,0.6,29,3,10,12,7,1,29,0,0,,2,0,11,1,Matches,4bd00a50
466,Bryan Reynolds,us USA,DF,Roma,20,2001,0.0,4,0,2,1,1,0,4,0,0,,0,0,1,0,Matches,2306bf5c
467,Franck Ribéry,fr FRA,MFFW,Salernitana,38,1983,15.8,852,3,80,402,381,58,852,28,63,44.4,70,52,611,72,Matches,f61c7c4e
468,Samuele Ricci,it ITA,MF,Torino,19,2001,8.0,467,27,92,310,71,5,467,4,7,57.1,6,3,339,10,Matches,9823be92
469,Samuele Ricci,it ITA,MF,Empoli,19,2001,17.0,1075,52,292,671,124,2,1075,9,11,81.8,10,12,747,13,Matches,9823be92
470,Tomás Rincón,ve VEN,MF,Torino,33,1988,1.8,111,5,22,70,20,1,111,3,3,100.0,4,0,61,1,Matches,f1cfc209
471,Tomás Rincón,ve VEN,MF,Sampdoria,33,1988,13.0,679,24,177,417,96,5,679,16,19,84.2,11,13,479,14,Matches,f1cfc209
472,Ricardo Rodríguez,ch SUI,DF,Torino,28,1992,27.5,1672,89,588,867,227,6,1672,5,5,100.0,8,2,1090,11,Matches,7f78ad23
473,Marko Rog,hr CRO,MF,Cagliari,26,1995,3.5,188,4,25,89,77,4,188,4,9,44.4,6,7,122,8,Matches,b6b2b820
474,Rogério,br BRA,DF,Sassuolo,23,1998,19.2,1293,67,408,596,308,18,1293,14,25,56.0,19,16,877,30,Matches,10e7f486
475,Alessio Romagnoli,it ITA,DF,Milan,26,1995,15.7,1139,116,498,603,43,21,1139,2,2,100.0,3,0,786,4,Matches,3ead85f9
476,Simone Romagnoli,it ITA,DF,Empoli,31,1990,16.6,981,184,528,423,34,13,981,1,1,100.0,4,2,509,1,Matches,09899de8
477,Luka Romero,ar ARG,FW,Lazio,16,2004,0.9,46,0,2,18,28,1,46,2,3,66.7,2,0,34,6,Matches,ca6edaa0
478,Sergio Romero,ar ARG,GK,Venezia,34,1987,16.0,654,581,650,4,0,0,654,0,0,,0,0,254,0,Matches,1e26e376
479,Cristiano Ronaldo,pt POR,FW,Juventus,36,1985,0.3,14,0,1,8,7,2,14,1,1,100.0,0,0,11,3,Matches,dea698d9
480,Marten de Roon,nl NED,MFDF,Atalanta,30,1991,28.3,1949,72,505,1132,325,19,1949,5,10,50.0,13,7,1230,22,Matches,2a1beb34
481,Francesco Rossi,it ITA,GK,Atalanta,30,1991,0.4,17,17,17,0,0,0,17,0,0,,0,0,10,0,Matches,7b5f516f
482,Nicolò Rovella,it ITA,MF,Genoa,19,2001,16.3,1131,34,217,632,300,9,1131,16,28,57.1,20,16,682,27,Matches,e58cbfd5
483,Amir Rrahmani,xk KVX,DF,Napoli,27,1994,32.5,2241,268,1085,1089,74,31,2241,5,6,83.3,10,7,1580,2,Matches,4b3e1a38
484,Ruan,br BRA,DF,Sassuolo,22,1999,2.4,156,34,79,60,19,2,156,7,10,70.0,2,2,61,1,Matches,a378a02a
485,Daniele Rugani,it ITA,DF,Juventus,27,1994,9.8,630,94,327,289,16,5,630,0,0,,1,2,456,0,Matches,14b8fcdf
486,Matteo Ruggeri,it ITA,DF,Salernitana,19,2002,7.5,364,40,117,157,92,10,364,3,6,50.0,9,3,198,3,Matches,ae9898c5
487,Mário Rui,pt POR,DF,Napoli,30,1991,33.2,2717,102,756,1344,635,53,2717,14,24,58.3,25,14,1892,68,Matches,0b5a292a
488,Fabián Ruiz Peña,es ESP,MF,Napoli,25,1996,26.5,2449,73,462,1494,515,39,2449,12,22,54.5,28,11,1960,65,Matches,c0c7ff58
489,Alessandro Russo,it ITA,MF,Salernitana,17,2003,0.3,9,1,4,4,2,1,9,0,0,,0,0,4,1,Matches,7152082d
490,Stefano Sabelli,it ITA,DF,Genoa,28,1993,3.9,196,13,65,75,59,5,196,1,4,25.0,12,4,110,7,Matches,0ccac09c
491,Abdelhamid Sabiri,ma MAR,MFFW,Sampdoria,24,1996,9.9,479,5,53,255,179,24,479,17,30,56.7,32,18,344,40,Matches,4830e0af
492,Alexis Saelemaekers,be BEL,FW,Milan,22,1999,20.7,1124,14,113,508,526,69,1124,52,92,56.5,54,29,822,103,Matches,ee251371
493,Jacopo Sala,it ITA,MF,Spezia,29,1991,9.8,554,19,174,310,79,6,554,5,12,41.7,9,4,342,9,Matches,da5a981b
494,Eddie Salcedo,it ITA,MFFW,Spezia,19,2001,4.8,203,7,23,83,99,28,203,3,9,33.3,14,7,142,25,Matches,0489bb30
495,Lazar Samardzic,de GER,MFFW,Udinese,19,2002,5.4,334,5,35,147,159,13,334,15,26,57.7,14,8,200,21,Matches,217c93a1
496,Luigi Samele,it ITA,FW,Sassuolo,19,2002,0.1,4,1,2,0,2,1,4,0,0,,0,1,2,1,Matches,548fea2f
497,Antonio Sanabria,py PAR,FW,Torino,25,1996,20.0,706,12,33,325,353,82,706,13,20,65.0,79,37,567,114,Matches,0a447501
498,Alexis Sánchez,cl CHI,FW,Inter,32,1988,9.8,561,4,34,235,296,49,561,21,39,53.8,22,14,433,68,Matches,2c0f8e9e
499,Alex Sandro,br BRA,DF,Juventus,30,1991,19.8,1276,84,411,562,315,37,1276,14,29,48.3,15,20,831,37,Matches,0d82903c
500,Nicola Sansone,it ITA,FWMF,Bologna,29,1991,10.0,439,3,59,167,218,25,439,14,34,41.2,23,15,322,47,Matches,7eb97a8e
501,Federico Santander,py PAR,FWDF,Bologna,30,1991,0.7,35,1,2,16,19,4,35,0,2,0.0,1,3,32,9,Matches,df85d472
502,Samir Santos,br BRA,DF,Udinese,26,1994,15.8,866,92,411,407,54,9,866,3,5,60.0,9,3,475,5,Matches,92b4758e
503,Riccardo Saponara,it ITA,FW,Fiorentina,29,1991,14.3,700,7,86,291,330,68,700,20,53,37.7,32,19,575,76,Matches,3bb7af3b
504,Giacomo Satalino,it ITA,GK,Sassuolo,22,1999,0.1,2,2,2,0,0,0,2,0,0,,0,0,0,0,Matches,b1f0b916
505,Martin Satriano,uy URU,FWMF,Inter,20,2001,0.4,14,0,2,4,9,1,14,0,0,,2,1,8,3,Matches,86383d0e
506,Giorgio Scalvini,it ITA,DFMF,Atalanta,17,2003,8.5,600,22,224,276,104,25,600,4,6,66.7,13,6,381,11,Matches,1e9aa637
507,Gianluca Scamacca,it ITA,FW,Sassuolo,22,1999,23.8,804,26,60,408,347,89,803,21,30,70.0,74,49,623,157,Matches,8790f988
508,Andrea Schiavone,it ITA,MF,Salernitana,28,1993,6.3,306,20,65,182,59,8,306,1,2,50.0,8,1,152,6,Matches,4b55eb4d
509,David Schnegg,at AUT,DF,Venezia,22,1998,1.6,109,8,55,41,18,0,109,1,6,16.7,3,5,58,2,Matches,1c341b14
510,Jerdy Schouten,nl NED,MF,Bologna,24,1997,15.5,966,63,280,548,146,4,966,22,25,88.0,25,11,599,9,Matches,2cfae697
511,Demba Seck,sn SEN,MFFW,Torino,20,2001,1.6,60,0,2,24,34,11,60,4,6,66.7,4,2,44,7,Matches,16463a79
512,Adrian Šemper,hr CRO,GK,Genoa,23,1998,1.0,39,35,39,0,0,0,39,0,0,,0,0,18,0,Matches,f02dde20
513,Stefano Sensi,it ITA,MFFW,Sampdoria,25,1995,8.4,481,10,77,256,158,15,481,13,25,52.0,17,16,350,22,Matches,b70bde8f
514,Stefano Sensi,it ITA,MFFW,Inter,25,1995,1.9,153,0,19,81,55,7,153,3,4,75.0,6,4,124,12,Matches,b70bde8f
515,Luigi Sepe,it ITA,GK,Salernitana,30,1991,15.5,607,493,599,8,0,0,607,0,1,0.0,0,0,239,0,Matches,343f753a
516,Laurens Serpe,it ITA,DF,Genoa,20,2001,0.5,36,4,14,19,3,1,36,0,1,0.0,0,0,30,1,Matches,79d60e74
517,Stephan El Shaarawy,it ITA,FWDF,Roma,28,1992,11.7,720,8,96,315,321,61,720,20,39,51.3,22,13,485,69,Matches,d3aaad90
518,Aimar Sher,se SWE,MF,Spezia,18,2002,0.5,31,1,9,18,4,0,31,0,0,,1,0,13,0,Matches,ef301f96
519,Eldor Shomurodov,uz UZB,FWMF,Roma,26,1995,8.7,333,3,23,128,186,67,333,3,12,25.0,22,16,240,76,Matches,57469b2d
520,Alassane Sidibe,ci CIV,MF,Atalanta,19,2002,0.1,4,0,2,1,1,0,4,0,0,,0,0,2,0,Matches,f944979d
521,Arnór Sigurðsson,is ISL,FWMF,Venezia,22,1999,2.0,73,0,9,32,34,4,73,3,6,50.0,7,5,48,11,Matches,f209b81e
522,Adrien Silva,pt POR,MF,Sampdoria,32,1989,12.0,752,39,197,462,99,6,752,10,13,76.9,22,11,440,14,Matches,d6f88a1d
523,Marco Silvestri,it ITA,GK,Udinese,30,1991,35.0,1020,913,1017,3,0,0,1020,0,0,,0,0,387,0,Matches,0d422df7
524,Giovanni Simeone,ar ARG,FW,Hellas Verona,26,1995,29.5,1081,28,93,456,548,136,1080,23,61,37.7,136,80,850,233,Matches,343c0d52
525,Giovanni Simeone,ar ARG,FW,Cagliari,26,1995,0.1,4,0,0,3,1,1,4,0,0,,0,0,3,1,Matches,343c0d52
526,Wilfried Singo,ci CIV,DF,Torino,20,2000,29.0,1730,64,334,792,633,68,1730,41,81,50.6,66,18,1027,61,Matches,8b609c34
527,Salvatore Sirigu,it ITA,GK,Genoa,34,1987,37.0,1285,1067,1280,5,0,0,1285,0,0,,1,0,552,0,Matches,10dc46f0
528,Leo Skiri Østigård,no NOR,DF,Genoa,21,1999,13.0,680,96,343,310,32,15,680,2,3,66.7,3,0,325,2,Matches,b35a7399
529,Łukasz Skorupski,pl POL,GK,Bologna,30,1991,36.0,1359,1187,1356,3,0,0,1359,0,0,,0,0,567,0,Matches,ab4449d6
530,Andreas Skov Olsen,dk DEN,FWDF,Bologna,21,1999,8.3,480,12,90,200,194,19,480,5,15,33.3,19,5,322,16,Matches,c50cee19
531,Milan Škriniar,sk SVK,DF,Inter,26,1995,35.0,2414,277,1160,1076,190,37,2414,12,13,92.3,16,7,1788,22,Matches,30f5ffa9
532,Chris Smalling,eng ENG,DF,Roma,31,1989,23.2,1268,172,711,533,34,23,1268,3,4,75.0,6,1,789,5,Matches,b6964eb6
533,Brandon Soppy,fr FRA,DFMF,Udinese,19,2002,8.6,349,19,89,142,126,21,349,18,38,47.4,16,8,201,25,Matches,28f66c2e
534,Roberto Soriano,it ITA,MF,Bologna,30,1991,29.1,1547,47,260,810,494,53,1547,21,37,56.8,44,14,1151,106,Matches,9d4c45d6
535,Riccardo Sottil,it ITA,FW,Fiorentina,22,1999,13.8,516,3,35,195,295,46,516,26,52,50.0,26,15,440,82,Matches,94816803
536,Matìas Soulé,ar ARG,FW,Juventus,18,2003,0.1,9,0,1,6,2,0,9,0,0,,0,0,7,1,Matches,c13ddd3e
537,Adama Soumaoro,fr FRA,DF,Bologna,29,1992,25.2,1254,137,567,614,79,17,1254,8,10,80.0,13,5,764,5,Matches,7b075c75
538,Leonardo Spinazzola,it ITA,DF,Roma,28,1993,1.4,90,5,26,36,28,2,90,3,8,37.5,3,2,57,3,Matches,3626daea
539,Marco Sportiello,it ITA,GK,Atalanta,29,1992,5.0,145,123,143,2,0,0,145,0,0,,0,0,56,0,Matches,ac4003af
540,Luca Stanga,it ITA,DF,Milan,19,2002,0.0,3,0,0,3,0,0,3,0,0,,0,1,3,0,Matches,2967bcd0
541,Riccardo Stivanello,it ITA,DF,Bologna,17,2004,0.5,21,8,19,3,0,0,21,0,0,,1,0,7,0,Matches,90e1d9dc
542,Petar Stojanović,si SVN,DF,Empoli,25,1995,30.4,2042,111,583,922,568,43,2042,52,93,55.9,56,35,1133,50,Matches,13b44b02
