,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Blocks,Blocks,Blocks,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
333,Kostas Manolas,gr GRE,DF,Napoli,30,1991,3.5,2,2,1,1,0,2,3,66.7,1,2,1,1,4,6,10,1,Matches,c707411f
334,Riccardo Marchizza,it ITA,DF,Empoli,23,1998,15.0,21,15,11,8,2,11,16,68.8,5,15,6,9,10,31,24,0,Matches,91d0fabf
335,Gian Marco Ferrari,it ITA,DF,Sassuolo,29,1992,34.7,16,11,10,6,0,10,23,43.5,13,37,27,10,43,59,114,2,Matches,8650af85
336,Davide Marfella,it ITA,GK,Napoli,21,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,880fcdbb
337,Pablo Marí,es ESP,DF,Udinese,27,1993,14.9,16,8,8,6,2,8,16,50.0,8,18,12,6,21,37,72,0,Matches,aa54ec6f
338,Răzvan Marin,ro ROU,MF,Cagliari,25,1996,31.3,42,21,16,22,4,24,54,44.4,30,23,5,18,10,52,17,1,Matches,7fac99d4
339,Lautaro Martínez,ar ARG,FW,Inter,23,1997,25.4,20,10,3,10,7,6,11,54.5,5,21,1,20,18,38,6,0,Matches,f7036e1c
340,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,25,1996,15.9,36,25,23,11,2,21,34,61.8,13,22,9,13,19,55,46,0,Matches,3ec3c1c9
341,Adam Marušić,me MNE,DF,Lazio,28,1992,30.2,30,18,16,12,2,13,32,40.6,19,19,8,11,41,71,71,0,Matches,d4535821
342,Andrea Masiello,it ITA,DF,Genoa,35,1986,5.7,5,3,4,1,0,4,7,57.1,3,8,4,4,11,16,20,1,Matches,e0314d87
343,Aleš Matějů,cz CZE,DF,Venezia,25,1996,8.1,16,12,10,5,1,13,29,44.8,16,10,6,4,9,25,15,0,Matches,deb748c9
344,Borja Mayoral,es ESP,FWDF,Roma,24,1997,1.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,64e8ed6d
345,Pasquale Mazzocchi,it ITA,DF,Venezia,26,1995,13.8,18,8,11,4,3,10,26,38.5,16,11,8,3,21,39,31,1,Matches,eb0ec070
346,Pasquale Mazzocchi,it ITA,DF,Salernitana,26,1995,14.1,28,19,15,11,2,14,34,41.2,20,5,0,5,11,39,31,0,Matches,eb0ec070
347,Ibrahima Mbaye,sn SEN,DF,Bologna,26,1994,1.2,1,1,1,0,0,1,2,50.0,1,1,1,0,1,2,6,0,Matches,cfbf9881
348,Weston McKennie,us USA,MF,Juventus,22,1998,15.2,20,11,11,7,2,8,26,30.8,18,17,8,9,23,43,20,0,Matches,01c3aff5
349,Gary Medel,cl CHI,DF,Bologna,33,1987,31.4,39,23,27,11,1,16,36,44.4,20,30,21,9,44,83,112,0,Matches,563a68ad
350,Filippo Melegoni,it ITA,MFFW,Genoa,22,1999,10.9,20,12,5,8,7,8,16,50.0,8,10,1,9,11,31,8,1,Matches,6604165d
351,Arthur Melo,br BRA,MF,Juventus,24,1996,10.7,25,12,10,14,1,13,24,54.2,11,11,2,9,7,32,8,1,Matches,48b3dd60
352,Alex Meret,it ITA,GK,Napoli,24,1997,6.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Matches,9413b19f
353,Yıldırım Mert Çetin,tr TUR,MF,Hellas Verona,24,1997,0.5,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Matches,c730da00
354,Dries Mertens,be BEL,FWMF,Napoli,34,1987,15.4,16,7,1,11,4,3,16,18.8,13,8,2,6,9,25,2,0,Matches,89b2c8a9
355,Junior Messias,br BRA,FWMF,Milan,30,1991,15.9,34,18,11,14,9,15,34,44.1,19,11,1,10,17,51,17,0,Matches,f49c4ae9
356,Kingsley Michael,ng NGA,MF,Bologna,21,1999,0.8,4,1,2,2,0,1,2,50.0,1,2,1,1,1,5,1,1,Matches,e63e122d
357,Valentin Mihaila,ro ROU,MFFW,Atalanta,21,2000,0.8,1,1,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0,Matches,81a4c239
358,Mikael,br BRA,FWMF,Salernitana,22,1999,1.0,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,Matches,33502726
359,Hilmir Mikaelsson,is ISL,FW,Venezia,17,2004,0.2,2,0,0,1,1,0,0,,0,0,0,0,0,2,0,0,Matches,5add9b29
360,Nikola Milenković,rs SRB,DF,Fiorentina,23,1997,32.5,54,32,31,20,3,29,34,85.3,5,30,15,15,39,93,94,0,Matches,bee704fc
361,Sergej Milinković-Savić,rs SRB,MF,Lazio,26,1995,34.4,67,44,20,32,15,29,67,43.3,38,50,9,41,34,101,43,1,Matches,4e6dbac4
362,Vanja Milinković-Savić,rs SRB,GK,Torino,24,1997,27.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,2,Matches,9fa26bc2
363,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,25,1995,8.6,11,7,3,7,1,4,12,33.3,8,3,0,3,1,12,7,0,Matches,a9aa0d1d
364,Fabio Miretti,it ITA,MF,Juventus,17,2003,3.6,4,2,2,2,0,2,9,22.2,7,3,1,2,2,6,3,0,Matches,34693494
365,Henrikh Mkhitaryan,am ARM,MFFW,Roma,32,1989,27.7,45,29,11,27,7,17,52,32.7,35,33,2,31,22,67,33,0,Matches,dd0daf32
366,Marco Modolo,it ITA,DF,Venezia,32,1989,4.4,6,3,4,2,0,2,5,40.0,3,6,6,0,4,10,26,0,Matches,fdcdb521
367,Nahuel Molina,ar ARG,DF,Udinese,23,1998,29.3,41,24,17,21,3,16,48,33.3,32,24,3,21,22,63,44,2,Matches,23610943
368,Cristian Molinaro,it ITA,DF,Venezia,38,1983,6.1,12,9,10,2,0,5,7,71.4,2,7,2,5,6,18,20,0,Matches,1c8c5aed
369,Lorenzo Montipò,it ITA,GK,Hellas Verona,25,1996,34.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,16,3,Matches,c1d95617
370,Álvaro Morata,es ESP,FW,Juventus,28,1992,25.6,18,9,4,9,5,8,31,25.8,23,26,1,25,5,23,24,0,Matches,129af0db
371,Raúl Moro,es ESP,FW,Lazio,18,2002,2.2,3,3,0,2,1,1,5,20.0,4,2,0,2,0,3,0,0,Matches,919dd4b1
372,Andrei Motoc,ro ROU,DF,Salernitana,19,2002,1.0,1,1,0,1,0,0,0,,0,2,2,0,2,3,1,0,Matches,b64073a0
373,Lys Mousset,fr FRA,MFFW,Salernitana,25,1996,1.8,1,0,0,1,0,0,0,,0,2,0,2,0,1,0,0,Matches,d9cfca3d
374,Samuel Mráz,sk SVK,FW,Spezia,24,1997,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,be6c1ccc
375,Mert Müldür,tr TUR,DF,Sassuolo,22,1999,22.7,52,35,43,7,2,27,49,55.1,22,25,6,19,24,76,44,1,Matches,1295552e
376,Luis Muriel,co COL,FWMF,Atalanta,30,1991,17.1,15,4,2,7,6,3,19,15.8,16,12,0,12,4,19,5,0,Matches,eb2fe5b6
377,Vedat Muriqi,xk KVX,FW,Lazio,27,1994,2.4,1,0,1,0,0,0,5,0.0,5,0,0,0,0,1,2,0,Matches,0cadc46d
378,Nicola Murru,it ITA,DF,Sampdoria,26,1994,10.9,22,17,10,11,1,8,13,61.5,5,17,3,14,7,29,20,1,Matches,d183e9d6
379,Juan Musso,ar ARG,GK,Atalanta,27,1994,32.6,1,1,1,0,0,0,0,,0,0,0,0,0,1,17,1,Matches,a111cf41
380,Joakim Mæhle,dk DEN,DFMF,Atalanta,24,1997,16.3,21,11,6,9,6,12,27,44.4,15,18,2,16,14,35,13,0,Matches,c459a650
381,Nahitan Nández,uy URU,MFDF,Cagliari,25,1995,16.9,39,21,16,15,8,18,33,54.5,15,16,1,15,9,48,15,1,Matches,95facda1
382,Nani,pt POR,MFFW,Venezia,34,1986,3.2,2,1,1,1,0,0,1,0.0,1,1,0,1,2,4,0,1,Matches,15e9c7e6
383,Matija Nastasić,rs SRB,DF,Fiorentina,28,1993,2.4,1,1,1,0,0,1,1,100.0,0,1,1,0,5,6,11,0,Matches,f35430a4
384,Ilija Nestorovski,mk MKD,FW,Udinese,31,1990,2.1,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,4,0,Matches,b1236c63
385,Aurélien Nguiamba,fr FRA,MF,Spezia,22,1999,0.6,3,2,1,2,0,2,3,66.7,1,2,1,1,0,3,1,0,Matches,de135234
386,Dimitris Nikolaou,gr GRE,DF,Spezia,22,1998,36.0,39,26,29,7,3,22,34,64.7,12,48,24,24,49,88,132,1,Matches,cf961d8d
387,Jean-Pierre Nsame,cm CMR,FW,Venezia,28,1993,2.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,Matches,12e6d21a
388,Bram Nuytinck,nl NED,DF,Udinese,31,1990,22.6,38,24,24,13,1,15,34,44.1,19,42,31,11,22,60,101,0,Matches,e33f36d5
389,Simeon Nwankwo,ng NGA,FW,Salernitana,29,1992,9.4,5,5,0,4,1,4,10,40.0,6,8,3,5,3,8,10,0,Matches,80dbbd10
390,M'Bala Nzola,ao ANG,FW,Spezia,24,1996,11.9,2,2,0,0,2,1,6,16.7,5,8,0,8,0,2,13,0,Matches,a4948e67
391,Adam Obert,sk SVK,DFMF,Cagliari,18,2002,3.0,8,5,6,2,0,5,6,83.3,1,6,4,2,4,12,11,0,Matches,aa25ce92
392,Joel Obi,ng NGA,MFDF,Salernitana,30,1991,12.7,23,14,5,14,4,5,12,41.7,7,17,6,11,10,33,7,0,Matches,614c38fb
393,Brain Oddei,it ITA,FW,Sassuolo,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,97e8ea97
394,Álvaro Odriozola,es ESP,DF,Fiorentina,25,1995,19.3,25,15,12,6,7,15,32,46.9,17,17,6,11,8,33,25,2,Matches,1d1691ad
395,Stefano Okaka,it ITA,FW,Udinese,31,1989,0.2,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,Matches,601ef102
396,David Okereke,ng NGA,FWMF,Venezia,23,1997,22.8,16,10,4,9,3,3,20,15.0,17,19,3,16,10,26,20,0,Matches,d125f22f
397,Christian Oliva,uy URU,MF,Cagliari,25,1996,0.5,2,2,2,0,0,1,4,25.0,3,0,0,0,0,2,0,0,Matches,d3b888e3
398,Sérgio Oliveira,pt POR,MF,Roma,29,1992,9.9,27,14,11,14,2,15,30,50.0,15,13,0,13,10,37,7,0,Matches,947e036f
399,Riccardo Orsolini,it ITA,FWMF,Bologna,24,1997,19.8,22,14,10,11,1,13,29,44.8,16,9,4,5,5,27,14,0,Matches,e14ec482
400,Victor Osimhen,ng NGA,FW,Napoli,22,1998,22.0,10,5,1,2,7,2,6,33.3,4,16,3,13,3,13,17,0,Matches,8c90fd7a
401,David Ospina,co COL,GK,Napoli,32,1988,31.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,1,Matches,82b1198a
402,Adam Ounas,dz ALG,MFFW,Napoli,24,1996,3.6,6,1,0,3,3,3,7,42.9,4,3,0,3,2,8,3,0,Matches,ed90babd
403,Daniele Padelli,it ITA,GK,Udinese,35,1985,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches,cf1c23d8
404,Simone Pafundi,it ITA,FW,Udinese,15,2006,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,8daee720
405,Martin Palumbo,no NOR,FW,Juventus,19,2002,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,f8d41a8c
406,Goran Pandev,mk MKD,FWMF,Genoa,38,1983,9.4,2,0,1,0,1,0,9,0.0,9,3,1,2,2,4,0,0,Matches,d711d04f
407,Ivor Pandur,hr CRO,GK,Hellas Verona,21,2000,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,457cb02f
408,Fabiano Parisi,it ITA,DF,Empoli,20,2000,16.4,35,19,25,5,5,13,31,41.9,18,30,10,20,22,57,42,0,Matches,0967845b
409,Mario Pašalić,hr CRO,MFFW,Atalanta,26,1995,22.2,27,12,8,13,6,12,30,40.0,18,27,6,21,20,47,14,0,Matches,e599253a
410,Patric,es ESP,DF,Lazio,28,1993,18.3,21,15,17,4,0,9,20,45.0,11,22,11,11,12,33,44,2,Matches,f7223718
411,Rui Patrício,pt POR,GK,Roma,33,1988,38.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,10,3,Matches,79b0d6a0
412,Leonardo Pavoletti,it ITA,FW,Cagliari,32,1988,16.9,10,6,2,5,3,3,9,33.3,6,9,5,4,2,12,12,0,Matches,d37b0350
413,Pedro,es ESP,FW,Lazio,34,1987,22.6,36,23,8,19,9,16,47,34.0,31,18,2,16,6,42,8,0,Matches,3ca7254a
414,João Pedro,it ITA,FW,Cagliari,29,1992,36.9,15,12,2,8,5,4,18,22.2,14,23,5,18,8,23,18,1,Matches,81255c03
415,Gianluca Pegolo,it ITA,GK,Sassuolo,40,1981,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches,f058ed1f
416,Pietro Pellegri,it ITA,FW,Torino,20,2001,2.4,1,1,0,1,0,0,4,0.0,4,0,0,0,0,1,5,0,Matches,a44d3a3c
417,Pietro Pellegri,it ITA,FW,Milan,20,2001,1.5,2,2,0,1,1,0,1,0.0,1,0,0,0,0,2,1,0,Matches,a44d3a3c
418,Lorenzo Pellegrini,it ITA,MF,Roma,25,1996,25.4,35,14,10,17,8,16,60,26.7,44,29,1,28,27,62,20,0,Matches,4a5a45c7
419,Luca Pellegrini,it ITA,DF,Juventus,22,1999,12.3,23,10,13,5,5,12,19,63.2,7,9,1,8,5,28,23,0,Matches,3b61c9ec
420,Federico Peluso,it ITA,DF,Sassuolo,37,1984,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches,4f2908e5
421,Gastón Pereiro,uy URU,FWMF,Cagliari,26,1995,10.8,13,5,7,4,2,5,18,27.8,13,12,1,11,1,14,8,0,Matches,7ec7738e
422,Dor Peretz,il ISR,MF,Venezia,26,1995,6.5,27,18,8,16,3,13,25,52.0,12,8,4,4,8,35,11,0,Matches,e2a302a8
423,Roberto Pereyra,ar ARG,MFFW,Udinese,30,1991,19.9,18,12,7,6,5,7,23,30.4,16,26,5,21,12,30,11,0,Matches,75f2c59f
424,Carles Pérez,es ESP,MFFW,Roma,23,1998,6.2,8,3,3,1,4,3,12,25.0,9,10,0,10,2,10,2,0,Matches,a8f21b9f
425,Nehuén Pérez,ar ARG,DF,Udinese,21,2000,18.8,44,21,21,21,2,16,25,64.0,9,27,9,18,21,65,47,0,Matches,f7c491f1
426,Mattia Perin,it ITA,GK,Juventus,28,1992,4.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches,4c62d0c8
427,Ivan Perišić,hr CRO,DF,Inter,32,1989,31.3,38,22,18,11,9,28,50,56.0,22,39,7,32,47,85,42,0,Matches,6fe90922
428,Diego Perotti,ar ARG,MFFW,Salernitana,33,1988,3.2,11,5,7,1,3,4,13,30.8,9,1,0,1,2,13,6,0,Matches,a40d5a0c
429,Mario Perrone,it ITA,DF,Salernitana,18,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,6cd33e2a
430,Matteo Pessina,it ITA,MFFW,Atalanta,24,1997,16.0,27,14,10,11,6,14,33,42.4,19,22,3,19,13,40,7,0,Matches,780e3631
431,Andrea Petagna,it ITA,FW,Napoli,26,1995,6.5,3,3,0,3,0,1,4,25.0,3,1,0,1,0,3,5,0,Matches,03f946ed
432,Giuseppe Pezzella,it ITA,DFMF,Atalanta,23,1997,11.9,28,13,15,7,6,8,18,44.4,10,13,5,8,9,37,16,0,Matches,149c5f5d
433,Krzysztof Piątek,pl POL,FW,Fiorentina,26,1995,8.1,5,4,1,1,3,2,3,66.7,1,6,0,6,2,7,8,0,Matches,17f3620a
434,Roberto Piccoli,it ITA,FW,Genoa,20,2001,2.4,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,1,Matches,1cadaf34
435,Roberto Piccoli,it ITA,FW,Atalanta,20,2001,2.2,2,0,0,0,2,0,2,0.0,2,1,0,1,0,2,0,0,Matches,1cadaf34
436,Andrea Pinamonti,it ITA,FW,Empoli,22,1999,31.9,11,6,0,7,4,2,18,11.1,16,24,3,21,7,18,23,0,Matches,08aa9cd1
437,Carlo Pinsoglio,it ITA,GK,Juventus,31,1990,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,f6a06749
438,Riccardo Pinzi,it ITA,FW,Udinese,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,5dafcdce
439,Marko Pjaca,hr CRO,MF,Torino,26,1995,12.8,7,4,1,4,2,3,8,37.5,5,10,2,8,4,11,2,0,Matches,2c38b327
440,Tommaso Pobega,it ITA,MF,Torino,22,1999,24.9,48,30,17,20,11,21,40,52.5,19,32,3,29,25,73,38,0,Matches,55a1cac2
441,Suf Podgoreanu,il ISR,FW,Spezia,19,2002,1.3,2,0,1,1,0,1,4,25.0,3,2,0,2,1,3,3,0,Matches,d697a2d0
442,Matteo Politano,it ITA,FW,Napoli,27,1993,18.3,24,12,8,11,5,15,54,27.8,39,11,2,9,13,37,5,0,Matches,5e861944
443,Manolo Portanova,it ITA,FWMF,Genoa,21,2000,14.7,46,28,9,26,11,14,34,41.2,20,26,2,24,17,63,22,0,Matches,c8c0dccd
444,Dennis Praet,be BEL,MF,Torino,27,1994,17.1,19,10,6,8,5,8,22,36.4,14,12,1,11,3,22,4,0,Matches,86695068
445,Mateusz Praszelik,pl POL,MF,Hellas Verona,20,2000,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,ec6773f5
446,Ivan Provedel,it ITA,GK,Spezia,27,1994,30.7,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,10,2,Matches,277da414
447,Erick Pulgar,cl CHI,MF,Fiorentina,27,1994,3.8,6,6,4,2,0,4,9,44.4,5,5,1,4,5,11,2,1,Matches,4611e028
448,Ignacio Pussetto,ar ARG,FWMF,Udinese,25,1995,13.4,17,9,2,9,6,2,10,20.0,8,18,2,16,4,21,13,0,Matches,62437b4f
449,Niklas Pyyhtiä,fi FIN,MF,Bologna,17,2003,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,88f53b75
450,Fabio Quagliarella,it ITA,FW,Sampdoria,38,1983,18.5,6,2,2,2,2,2,15,13.3,13,14,1,13,3,9,12,0,Matches,ee4f2f3b
451,Adrien Rabiot,fr FRA,MF,Juventus,26,1995,25.4,64,43,32,24,8,15,34,44.1,19,34,8,26,20,84,41,1,Matches,8794e251
452,Ivan Radovanović,rs SRB,DFMF,Salernitana,32,1988,11.7,11,7,8,3,0,7,19,36.8,12,14,7,7,7,18,29,0,Matches,023937a9
453,Ionuț Radu,ro ROU,GK,Inter,24,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches,67f649be
454,Ștefan Radu,ro ROU,DF,Lazio,34,1986,6.2,9,6,3,6,0,5,9,55.6,4,7,2,5,5,14,15,0,Matches,53de807a
455,Boris Radunović,rs SRB,GK,Cagliari,25,1996,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,0dfce079
456,Antonio Raimondo,it ITA,FW,Bologna,17,2004,0.8,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,Matches,ce1a6c7e
457,Aaron Ramsey,wls WAL,MF,Juventus,30,1990,1.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches,ef619b0b
458,Luca Ranieri,it ITA,DF,Salernitana,22,1999,23.4,38,21,23,11,4,19,33,57.6,14,18,8,10,22,60,67,0,Matches,8c63fae5
459,Andrea Ranocchia,it ITA,DF,Inter,33,1988,3.8,8,4,5,1,2,1,3,33.3,2,4,3,1,4,12,16,0,Matches,539230cf
460,Giacomo Raspadori,it ITA,MFFW,Sassuolo,21,2000,30.4,29,18,5,15,9,11,38,28.9,27,29,3,26,9,38,11,0,Matches,6e058f06
461,Nicola Ravaglia,it ITA,GK,Sampdoria,32,1988,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,d7a35008
462,Ante Rebić,hr CRO,FW,Milan,27,1993,9.9,14,8,3,6,5,7,20,35.0,13,14,0,14,3,17,3,1,Matches,536cebe5
463,Arkadiusz Reca,pl POL,DF,Spezia,26,1995,19.7,31,19,21,3,7,20,30,66.7,10,20,7,13,32,63,47,2,Matches,6213fd82
464,Pepe Reina,es ESP,GK,Lazio,38,1982,15.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,Matches,e358587b
465,Panagiotis Retsos,gr GRE,DF,Hellas Verona,22,1998,0.6,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,3,0,Matches,4bd00a50
466,Bryan Reynolds,us USA,DF,Roma,20,2001,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches,2306bf5c
467,Franck Ribéry,fr FRA,MFFW,Salernitana,38,1983,15.8,17,10,6,6,5,8,13,61.5,5,12,0,12,3,20,1,0,Matches,f61c7c4e
468,Samuele Ricci,it ITA,MF,Torino,19,2001,8.0,8,4,4,2,2,2,5,40.0,3,7,1,6,14,22,9,0,Matches,9823be92
469,Samuele Ricci,it ITA,MF,Empoli,19,2001,17.0,33,19,17,13,3,20,34,58.8,14,24,5,19,31,64,18,0,Matches,9823be92
470,Tomás Rincón,ve VEN,MF,Torino,33,1988,1.8,2,2,2,0,0,0,3,0.0,3,3,1,2,2,4,4,0,Matches,f1cfc209
471,Tomás Rincón,ve VEN,MF,Sampdoria,33,1988,13.0,22,13,9,10,3,13,34,38.2,21,15,2,13,18,40,11,0,Matches,f1cfc209
472,Ricardo Rodríguez,ch SUI,DF,Torino,28,1992,27.5,36,21,11,23,2,18,33,54.5,15,22,8,14,41,77,48,1,Matches,7f78ad23
473,Marko Rog,hr CRO,MF,Cagliari,26,1995,3.5,5,3,1,2,2,1,8,12.5,7,6,1,5,1,6,3,0,Matches,b6b2b820
474,Rogério,br BRA,DF,Sassuolo,23,1998,19.2,21,13,12,5,4,15,22,68.2,7,20,8,12,18,39,42,1,Matches,10e7f486
475,Alessio Romagnoli,it ITA,DF,Milan,26,1995,15.7,24,14,14,10,0,14,18,77.8,4,21,12,9,19,43,45,0,Matches,3ead85f9
476,Simone Romagnoli,it ITA,DF,Empoli,31,1990,16.6,28,12,14,12,2,15,20,75.0,5,34,28,6,9,37,86,0,Matches,09899de8
477,Luka Romero,ar ARG,FW,Lazio,16,2004,0.9,2,1,0,1,1,0,2,0.0,2,0,0,0,1,3,0,0,Matches,ca6edaa0
478,Sergio Romero,ar ARG,GK,Venezia,34,1987,16.0,2,2,2,0,0,2,2,100.0,0,0,0,0,1,3,10,0,Matches,1e26e376
479,Cristiano Ronaldo,pt POR,FW,Juventus,36,1985,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches,dea698d9
480,Marten de Roon,nl NED,MFDF,Atalanta,30,1991,28.3,69,42,33,29,7,34,62,54.8,28,36,2,34,45,114,41,0,Matches,2a1beb34
481,Francesco Rossi,it ITA,GK,Atalanta,30,1991,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,7b5f516f
482,Nicolò Rovella,it ITA,MF,Genoa,19,2001,16.3,37,26,16,14,7,15,40,37.5,25,21,1,20,20,57,20,0,Matches,e58cbfd5
483,Amir Rrahmani,xk KVX,DF,Napoli,27,1994,32.5,21,11,15,5,1,15,19,78.9,4,36,25,11,19,40,89,0,Matches,4b3e1a38
484,Ruan,br BRA,DF,Sassuolo,22,1999,2.4,7,4,7,0,0,3,4,75.0,1,6,5,1,2,9,24,1,Matches,a378a02a
485,Daniele Rugani,it ITA,DF,Juventus,27,1994,9.8,8,5,4,4,0,4,7,57.1,3,9,4,5,11,19,47,0,Matches,14b8fcdf
486,Matteo Ruggeri,it ITA,DF,Salernitana,19,2002,7.5,8,4,5,2,1,7,10,70.0,3,6,1,5,2,10,25,0,Matches,ae9898c5
487,Mário Rui,pt POR,DF,Napoli,30,1991,33.2,68,43,32,28,8,39,84,46.4,45,31,7,24,40,108,50,0,Matches,0b5a292a
488,Fabián Ruiz Peña,es ESP,MF,Napoli,25,1996,26.5,55,33,22,29,4,29,67,43.3,38,34,1,33,22,77,32,0,Matches,c0c7ff58
489,Alessandro Russo,it ITA,MF,Salernitana,17,2003,0.3,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,Matches,7152082d
490,Stefano Sabelli,it ITA,DF,Genoa,28,1993,3.9,6,3,3,2,1,3,9,33.3,6,5,1,4,3,9,12,0,Matches,0ccac09c
491,Abdelhamid Sabiri,ma MAR,MFFW,Sampdoria,24,1996,9.9,34,18,10,15,9,7,25,28.0,18,10,2,8,7,41,3,0,Matches,4830e0af
492,Alexis Saelemaekers,be BEL,FW,Milan,22,1999,20.7,43,22,12,17,14,15,51,29.4,36,19,0,19,15,58,8,0,Matches,ee251371
493,Jacopo Sala,it ITA,MF,Spezia,29,1991,9.8,22,11,10,10,2,13,30,43.3,17,6,0,6,14,36,11,0,Matches,da5a981b
494,Eddie Salcedo,it ITA,MFFW,Spezia,19,2001,4.8,1,1,0,0,1,0,1,0.0,1,2,1,1,0,1,7,1,Matches,0489bb30
495,Lazar Samardzic,de GER,MFFW,Udinese,19,2002,5.4,13,9,4,7,2,7,26,26.9,19,6,0,6,2,15,2,0,Matches,217c93a1
496,Luigi Samele,it ITA,FW,Sassuolo,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,548fea2f
497,Antonio Sanabria,py PAR,FW,Torino,25,1996,20.0,3,2,0,1,2,1,4,25.0,3,11,4,7,2,5,10,0,Matches,0a447501
498,Alexis Sánchez,cl CHI,FW,Inter,32,1988,9.8,9,8,0,6,3,2,11,18.2,9,4,0,4,2,11,3,0,Matches,2c0f8e9e
499,Alex Sandro,br BRA,DF,Juventus,30,1991,19.8,27,16,15,9,3,11,25,44.0,14,17,6,11,27,54,40,0,Matches,0d82903c
500,Nicola Sansone,it ITA,FWMF,Bologna,29,1991,10.0,13,7,5,6,2,3,15,20.0,12,1,0,1,4,17,2,0,Matches,7eb97a8e
501,Federico Santander,py PAR,FWDF,Bologna,30,1991,0.7,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches,df85d472
502,Samir Santos,br BRA,DF,Udinese,26,1994,15.8,36,16,22,13,1,15,25,60.0,10,21,7,14,42,78,62,0,Matches,92b4758e
503,Riccardo Saponara,it ITA,FW,Fiorentina,29,1991,14.3,10,2,1,6,3,6,16,37.5,10,5,0,5,1,11,3,0,Matches,3bb7af3b
504,Giacomo Satalino,it ITA,GK,Sassuolo,22,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,b1f0b916
505,Martin Satriano,uy URU,FWMF,Inter,20,2001,0.4,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches,86383d0e
506,Giorgio Scalvini,it ITA,DFMF,Atalanta,17,2003,8.5,22,11,13,8,1,9,19,47.4,10,12,1,11,22,44,16,0,Matches,1e9aa637
507,Gianluca Scamacca,it ITA,FW,Sassuolo,22,1999,23.8,19,14,2,5,12,5,21,23.8,16,16,1,15,5,24,22,1,Matches,8790f988
