,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
1,Tammy Abraham,eng ENG,FW,Roma,23,1997,37,36,3084,34.3,17,4,14,3,3,9,0,0.50,0.12,0.61,0.41,0.53,19.2,16.8,4.9,21.8,0.56,0.14,0.70,0.49,0.63,Matches,f586779e
2,Francesco Acerbi,it ITA,DF,Lazio,33,1988,30,29,2536,28.2,4,0,4,0,0,2,1,0.14,0.00,0.14,0.14,0.14,2.2,2.2,0.7,2.9,0.08,0.02,0.10,0.08,0.10,Matches,b96b595c
3,Michel Aebischer,ch SUI,MF,Bologna,24,1997,12,4,443,4.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.03,0.10,0.12,0.03,0.12,Matches,f9c927de
4,Felix Afena-Gyan,gh GHA,FWMF,Roma,18,2003,17,6,668,7.4,2,0,2,0,0,5,1,0.27,0.00,0.27,0.27,0.27,1.5,1.5,0.7,2.2,0.20,0.10,0.30,0.20,0.30,Matches,0154d290
5,Kevin Agudelo,co COL,MFFW,Spezia,22,1998,23,12,1237,13.7,3,1,3,0,0,2,1,0.22,0.07,0.29,0.22,0.29,2.0,2.0,1.1,3.1,0.15,0.08,0.23,0.15,0.23,Matches,46fa7204
6,Ola Aina,ng NGA,DF,Torino,24,1996,21,17,1437,16.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.6,2.0,0.02,0.10,0.12,0.02,0.12,Matches,246d153b
7,Marley Aké,fr FRA,FWMF,Juventus,20,2001,4,0,77,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,414e1f69
8,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,28,1992,10,4,315,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.01,0.07,0.06,0.07,Matches,fdf4b948
9,Luis Alberto,es ESP,MF,Lazio,28,1992,34,27,2353,26.1,5,9,5,0,0,5,0,0.19,0.34,0.54,0.19,0.54,4.1,4.1,7.9,11.9,0.16,0.30,0.46,0.16,0.46,Matches,5294a83f
10,Giorgio Altare,it ITA,DF,Cagliari,22,1998,19,17,1466,16.3,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,1.3,1.3,0.6,1.9,0.08,0.03,0.12,0.08,0.12,Matches,aa5322d5
11,Wisdom Amey,it ITA,DF,Bologna,15,2005,1,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,35b4bc62
12,Kelvin Amian,fr FRA,DF,Spezia,23,1998,32,31,2646,29.4,1,1,1,0,0,9,2,0.03,0.03,0.07,0.03,0.07,3.2,3.2,1.2,4.4,0.11,0.04,0.15,0.11,0.15,Matches,bcc81786
13,Nadiem Amiri,de GER,MFFW,Genoa,24,1996,13,9,683,7.6,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,1.0,1.0,2.1,3.1,0.14,0.27,0.41,0.14,0.41,Matches,555d5edd
14,Ethan Ampadu,wls WAL,MFDF,Venezia,20,2000,29,26,2282,25.4,0,3,0,0,0,13,2,0.00,0.12,0.12,0.00,0.12,0.3,0.3,1.7,2.1,0.01,0.07,0.08,0.01,0.08,Matches,10b9fa99
15,Sofyan Amrabat,ma MAR,MF,Fiorentina,24,1996,23,8,944,10.5,1,0,1,0,0,6,0,0.10,0.00,0.10,0.10,0.10,0.2,0.2,0.3,0.5,0.02,0.03,0.05,0.02,0.05,Matches,5a2cb25d
16,Felipe Anderson,br BRA,FW,Lazio,28,1993,38,33,2888,32.1,6,8,6,0,0,2,0,0.19,0.25,0.44,0.19,0.44,7.1,7.1,6.7,13.8,0.22,0.21,0.43,0.22,0.43,Matches,9f1893b9
17,Ebenezer Annan,gh GHA,DF,Bologna,18,2002,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,39aa05a7
18,Cristian Ansaldi,ar ARG,DF,Torino,34,1986,19,5,691,7.7,0,3,0,0,0,2,0,0.00,0.39,0.39,0.00,0.39,0.4,0.4,2.2,2.6,0.05,0.29,0.34,0.05,0.34,Matches,bbafc0c4
19,Janis Antiste,fr FRA,FW,Spezia,18,2002,18,9,796,8.8,1,0,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,1.3,1.3,0.3,1.6,0.14,0.03,0.18,0.14,0.18,Matches,38d9ce53
20,Mattia Aramu,it ITA,MFFW,Venezia,26,1995,32,25,2100,23.3,7,5,4,3,4,6,0,0.30,0.21,0.51,0.17,0.39,7.2,4.1,4.7,8.7,0.31,0.20,0.51,0.17,0.37,Matches,0847b5a5
21,Marko Arnautović,at AUT,FW,Bologna,32,1989,33,32,2694,29.9,14,1,12,2,3,6,0,0.47,0.03,0.50,0.40,0.43,15.0,12.8,4.3,17.1,0.50,0.14,0.65,0.43,0.57,Matches,00459419
22,Tolgay Arslan,de GER,MF,Udinese,30,1990,30,22,1658,18.4,1,0,1,0,0,9,0,0.05,0.00,0.05,0.05,0.05,1.7,1.7,1.9,3.6,0.09,0.10,0.19,0.09,0.19,Matches,963a328b
23,Arthur,br BRA,FW,Fiorentina,23,1998,14,8,749,8.3,2,2,2,0,0,1,0,0.24,0.24,0.48,0.24,0.48,4.3,4.3,0.4,4.8,0.52,0.05,0.58,0.52,0.58,Matches,a820e429
24,Kristoffer Askildsen,no NOR,MF,Sampdoria,20,2001,19,7,754,8.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.6,0.06,0.02,0.08,0.06,0.08,Matches,a69cc629
25,Kristjan Asllani,al ALB,MF,Empoli,19,2002,23,14,1353,15.0,1,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,0.7,0.7,1.0,1.7,0.05,0.06,0.11,0.05,0.11,Matches,0fdcef0e
26,Emil Audero,it ITA,GK,Sampdoria,24,1997,29,29,2560,28.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,Matches,649b01d8
27,Tommaso Augello,it ITA,DF,Sampdoria,26,1994,36,25,2395,26.6,1,1,1,0,0,0,0,0.04,0.04,0.08,0.04,0.08,0.5,0.5,1.9,2.4,0.02,0.07,0.09,0.02,0.09,Matches,3cd3b384
28,Ramzi Aya,it ITA,DF,Salernitana,30,1990,2,2,135,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches,6a1f66a7
29,Kaan Ayhan,tr TUR,DF,Sassuolo,26,1994,23,14,1354,15.0,1,0,1,0,0,2,1,0.07,0.00,0.07,0.07,0.07,0.4,0.4,0.1,0.4,0.03,0.00,0.03,0.03,0.03,Matches,2200181e
30,Milan Badelj,hr CRO,MF,Genoa,32,1989,34,34,2844,31.6,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,2.4,3.7,0.04,0.08,0.12,0.04,0.12,Matches,e8c930bb
31,Nicola Bagnolini,it ITA,GK,Bologna,17,2004,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ad263695
32,Issa Bah,lu LUX,FW,Venezia,19,2002,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,956a78ea
33,Nedim Bajrami,al ALB,MFFW,Empoli,22,1999,35,23,2054,22.8,6,5,3,3,3,3,0,0.26,0.22,0.48,0.13,0.35,7.0,4.7,5.6,10.2,0.31,0.24,0.55,0.20,0.45,Matches,f42d6c13
34,Tiemoué Bakayoko,fr FRA,MF,Milan,26,1994,14,5,501,5.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.06,0.06,0.12,0.06,0.12,Matches,59bf127b
35,Tommaso Baldanzi,it ITA,FW,Empoli,18,2003,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.13,0.13,0.00,0.13,Matches,102e2599
36,Keita Baldé,sn SEN,FW,Cagliari,26,1995,26,14,1229,13.7,3,1,3,0,0,2,0,0.22,0.07,0.29,0.22,0.29,3.9,3.9,0.7,4.6,0.29,0.05,0.34,0.29,0.34,Matches,509a4ccb
37,Fodé Ballo-Touré,sn SEN,DF,Milan,24,1997,10,5,446,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.05,0.04,0.09,0.05,0.09,Matches,f449640d
38,Filippo Bandinelli,it ITA,MF,Empoli,26,1995,35,24,1955,21.7,2,3,2,0,0,10,0,0.09,0.14,0.23,0.09,0.23,2.9,2.9,4.1,7.0,0.13,0.19,0.32,0.13,0.32,Matches,d44360be
39,Mattia Bani,it ITA,DF,Genoa,27,1993,17,13,1211,13.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.1,1.3,0.09,0.01,0.10,0.09,0.10,Matches,0821331c
40,Antonín Barák,cz CZE,MFFW,Hellas Verona,26,1994,29,27,2340,26.0,11,4,7,4,4,4,0,0.42,0.15,0.58,0.27,0.42,9.8,6.7,3.5,10.2,0.38,0.13,0.51,0.26,0.39,Matches,01efac19
41,Francesco Bardi,it ITA,GK,Bologna,29,1992,2,2,177,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0acda699
42,Nicolò Barella,it ITA,MF,Inter,24,1997,36,36,2913,32.4,3,11,3,0,0,9,0,0.09,0.34,0.43,0.09,0.43,5.6,5.6,9.0,14.7,0.17,0.28,0.45,0.17,0.45,Matches,6928979a
43,Musa Barrow,gm GAM,FWMF,Bologna,22,1998,34,25,2134,23.7,6,6,6,0,0,0,0,0.25,0.25,0.51,0.25,0.51,6.3,6.3,4.5,10.8,0.26,0.19,0.45,0.26,0.45,Matches,e5bf73f3
44,Daniele Baselli,it ITA,MFFW,Torino,29,1992,6,0,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.23,0.01,0.24,0.23,0.24,Matches,ea06dd97
45,Daniele Baselli,it ITA,MF,Cagliari,29,1992,9,2,290,3.2,0,1,0,0,0,1,0,0.00,0.31,0.31,0.00,0.31,0.6,0.6,0.8,1.3,0.18,0.24,0.42,0.18,0.42,Matches,ea06dd97
46,Toma Bašić,hr CRO,MF,Lazio,24,1996,29,9,982,10.9,0,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,1.8,1.8,1.0,2.8,0.16,0.09,0.26,0.16,0.26,Matches,80556f08
47,Alessandro Bastoni,it ITA,DF,Inter,22,1999,31,29,2311,25.7,1,2,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,0.4,0.4,1.6,2.0,0.01,0.06,0.08,0.01,0.08,Matches,75b86fb3
48,Simone Bastoni,it ITA,MFDF,Spezia,24,1996,31,26,2288,25.4,3,3,3,0,0,5,1,0.12,0.12,0.24,0.12,0.24,1.6,1.6,4.7,6.3,0.06,0.19,0.25,0.06,0.25,Matches,1ac232b8
49,Rodrigo Becão,br BRA,DF,Udinese,25,1996,35,35,3130,34.8,2,1,2,0,0,10,0,0.06,0.03,0.09,0.06,0.09,1.9,1.9,0.7,2.6,0.05,0.02,0.07,0.05,0.07,Matches,19e4eab9
50,Valon Behrami,ch SUI,MFFW,Genoa,36,1985,10,2,311,3.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.03,0.05,0.01,0.05,Matches,d3d758d8
51,Vid Belec,si SVN,GK,Salernitana,31,1990,23,21,1938,21.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4f8ce0e1
52,Raoul Bellanova,it ITA,DFFW,Cagliari,21,2000,31,27,2496,27.7,1,2,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11,2.0,2.0,3.6,5.7,0.07,0.13,0.20,0.07,0.20,Matches,e3756e72
53,Andrea Belotti,it ITA,FW,Torino,27,1993,22,16,1371,15.2,8,1,5,3,3,1,0,0.53,0.07,0.59,0.33,0.39,8.3,6.0,0.9,6.9,0.55,0.06,0.60,0.39,0.45,Matches,d705ba44
54,Marco Benassi,it ITA,DFMF,Fiorentina,26,1994,6,1,158,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.08,0.08,0.15,0.08,0.15,Matches,0000acda
55,Marco Benassi,it ITA,MF,Empoli,26,1994,12,3,382,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.4,1.3,0.21,0.10,0.31,0.21,0.31,Matches,0000acda
56,Filip Benković,hr CRO,DFFW,Udinese,24,1997,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.02,0.00,1.02,1.02,1.02,Matches,305a3820
57,Ismaël Bennacer,dz ALG,MF,Milan,23,1997,31,15,1525,16.9,2,1,2,0,0,7,0,0.12,0.06,0.18,0.12,0.18,0.9,0.9,1.6,2.5,0.05,0.09,0.15,0.05,0.15,Matches,db092d3b
58,Rodrigo Bentancur,uy URU,MF,Juventus,24,1997,19,13,1155,12.8,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.7,0.7,1.0,1.7,0.05,0.08,0.13,0.05,0.13,Matches,3b8674e6
59,Alessandro Berardi,it ITA,GK,Hellas Verona,30,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ec1f737d
60,Domenico Berardi,it ITA,FW,Sassuolo,26,1994,33,33,2819,31.3,15,14,9,6,6,9,0,0.48,0.45,0.93,0.29,0.73,13.2,8.5,9.9,18.4,0.42,0.32,0.74,0.27,0.59,Matches,53a0e358
61,Bartosz Bereszyński,pl POL,DF,Sampdoria,29,1992,35,35,2946,32.7,0,3,0,0,0,12,0,0.00,0.09,0.09,0.00,0.09,0.5,0.5,1.8,2.3,0.02,0.05,0.07,0.02,0.07,Matches,61b3978f
62,Etrit Berisha,al ALB,GK,Torino,32,1989,10,10,900,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ee833569
63,Federico Bernardeschi,it ITA,MFFW,Juventus,27,1994,28,16,1475,16.4,1,3,1,0,0,5,0,0.06,0.18,0.24,0.06,0.24,1.9,1.9,2.0,3.9,0.11,0.12,0.24,0.11,0.24,Matches,ee93c1a9
64,Nicolò Bertola,it ITA,MFDF,Spezia,18,2003,2,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches,04b40c58
65,Daniel Bessa,it ITA,MF,Hellas Verona,28,1993,24,5,768,8.5,1,1,1,0,0,5,1,0.12,0.12,0.23,0.12,0.23,0.4,0.4,0.8,1.2,0.05,0.09,0.14,0.05,0.14,Matches,88895312
66,Beto,gw GNB,FW,Udinese,23,1998,28,24,2173,24.1,11,0,11,0,0,1,0,0.46,0.00,0.46,0.46,0.46,13.1,13.1,2.2,15.3,0.54,0.09,0.63,0.54,0.63,Matches,ed5c0319
67,Luis Binks,eng ENG,DF,Bologna,19,2001,15,7,646,7.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,36e88fbc
68,Cristiano Biraghi,it ITA,DF,Fiorentina,28,1992,37,37,3153,35.0,4,1,3,1,2,5,1,0.11,0.03,0.14,0.09,0.11,3.7,2.2,7.2,9.3,0.11,0.20,0.31,0.06,0.27,Matches,9e1577aa
69,Davide Biraschi,it ITA,DF,Genoa,27,1994,14,11,930,10.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.01,0.06,0.07,0.01,0.07,Matches,64cd167d
70,Bjarki Bjarkason,is ISL,MF,Venezia,21,2000,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f1d25de7
71,Jeremie Boga,ci CIV,FWMF,Atalanta,24,1997,15,7,764,8.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,1.7,3.0,0.16,0.20,0.35,0.16,0.35,Matches,fe012aca
72,Jeremie Boga,ci CIV,FWMF,Sassuolo,24,1997,12,8,670,7.4,0,2,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,1.3,1.3,0.9,2.2,0.17,0.12,0.29,0.17,0.29,Matches,fe012aca
73,Luka Bogdan,hr CRO,DF,Salernitana,25,1996,6,4,399,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,cb678320
74,Emil Bohinen,no NOR,MF,Salernitana,22,1999,11,8,699,7.8,0,1,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,0.6,0.7,0.02,0.07,0.09,0.02,0.09,Matches,c83c203f
75,Giacomo Bonaventura,it ITA,MF,Fiorentina,31,1989,31,28,2266,25.2,4,4,4,0,0,8,1,0.16,0.16,0.32,0.16,0.32,5.5,5.5,2.9,8.4,0.22,0.12,0.33,0.22,0.33,Matches,d995ed27
76,Federico Bonazzoli,it ITA,FWMF,Salernitana,24,1997,32,19,1866,20.7,10,0,8,2,2,6,0,0.48,0.00,0.48,0.39,0.39,8.8,7.2,1.3,8.6,0.42,0.06,0.49,0.35,0.41,Matches,bf57eaab
77,Kevin Bonifazi,it ITA,DF,Bologna,25,1996,22,14,1210,13.4,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.2,1.9,0.05,0.09,0.14,0.05,0.14,Matches,fb77bfef
78,Leonardo Bonucci,it ITA,DF,Juventus,34,1987,24,22,2005,22.3,5,0,2,3,3,1,0,0.22,0.00,0.22,0.09,0.09,5.0,2.7,1.0,3.7,0.23,0.04,0.27,0.12,0.16,Matches,52ec54d0
79,Mehdi Bourabia,ma MAR,MF,Spezia,29,1991,8,2,282,3.1,1,0,1,0,0,0,0,0.32,0.00,0.32,0.32,0.32,0.0,0.0,0.1,0.1,0.01,0.03,0.03,0.01,0.03,Matches,0d077b88
80,Edoardo Bove,it ITA,MFDF,Roma,19,2002,11,0,68,0.8,1,0,1,0,0,0,0,1.32,0.00,1.32,1.32,1.32,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches,ae94a6c5
81,Josip Brekalo,hr CRO,MF,Torino,23,1998,32,26,2286,25.4,7,2,7,0,0,1,0,0.28,0.08,0.35,0.28,0.35,4.9,4.9,6.1,11.0,0.19,0.24,0.43,0.19,0.43,Matches,d4a2533d
82,Gleison Bremer,br BRA,DF,Torino,24,1997,33,33,2890,32.1,3,1,3,0,0,7,0,0.09,0.03,0.12,0.09,0.12,4.8,4.8,0.4,5.2,0.15,0.01,0.16,0.15,0.16,Matches,5fd5ed86
83,Marcelo Brozović,hr CRO,MF,Inter,28,1992,35,35,2937,32.6,2,1,2,0,0,7,0,0.06,0.03,0.09,0.06,0.09,1.6,1.6,2.2,3.8,0.05,0.07,0.12,0.05,0.12,Matches,33b8d077
84,Aleksander Buksa,pl POL,FW,Genoa,18,2003,4,0,63,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,59f2d958
85,Alessandro Buongiorno,it ITA,DF,Torino,22,1999,23,12,1181,13.1,0,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.7,0.7,0.6,1.3,0.05,0.05,0.10,0.05,0.10,Matches,4ae67f27
86,Gianluca Busio,us USA,MF,Venezia,19,2002,29,23,1950,21.7,1,1,1,0,0,8,0,0.05,0.05,0.09,0.05,0.09,1.2,1.2,1.6,2.7,0.05,0.07,0.13,0.05,0.13,Matches,4a0b7f07
87,Jovane Cabral,cv CPV,FW,Lazio,23,1998,3,2,190,2.1,1,0,1,0,0,0,0,0.47,0.00,0.47,0.47,0.47,1.2,1.2,0.1,1.2,0.57,0.03,0.59,0.57,0.59,Matches,e34e086c
88,Liberato Cacace,nz NZL,DF,Empoli,20,2000,10,5,466,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches,dd86e8e4
89,Martín Cáceres,uy URU,DF,Cagliari,34,1987,14,9,832,9.2,1,1,1,0,0,3,1,0.11,0.11,0.22,0.11,0.22,0.3,0.3,0.8,1.1,0.04,0.08,0.12,0.04,0.12,Matches,e94d79e3
90,Felipe Caicedo,ec ECU,FW,Genoa,32,1988,9,1,284,3.2,1,2,1,0,0,1,0,0.32,0.63,0.95,0.32,0.95,1.4,1.4,1.0,2.5,0.45,0.33,0.78,0.45,0.78,Matches,93b891d1
91,Felipe Caicedo,ec ECU,FWDF,Inter,32,1988,3,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.52,0.52,0.00,0.52,Matches,93b891d1
