,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Receiving,Receiving,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
361,Brais Méndez,es ESP,MF,Celta Vigo,24,1997,33.6,1972,47,266,1064,659,77,1972,34,70,48.6,78,49,1396,123,Matches,c9e39d91
362,Édgar Méndez,es ESP,FWMF,Alavés,31,1990,17.9,630,18,110,256,276,41,630,14,26,53.8,49,20,393,79,Matches,aed746df
363,Ferland Mendy,fr FRA,DF,Real Madrid,26,1995,19.3,1513,56,390,632,506,37,1513,35,52,67.3,23,13,1110,46,Matches,3cefcaef
364,Fran Mérida,es ESP,MF,Espanyol,31,1990,3.0,202,4,48,122,36,2,202,9,11,81.8,2,2,126,3,Matches,0e50f929
365,Mikel Merino,es ESP,MF,Real Sociedad,25,1996,32.1,2142,102,432,1231,506,82,2142,28,47,59.6,45,56,1510,83,Matches,d080ed5e
366,Martín Merquelanz,es ESP,FWMF,Rayo Vallecano,26,1995,1.9,90,1,13,35,44,2,90,3,10,30.0,5,3,58,7,Matches,ddd5348b
367,Matt Miazga,us USA,DF,Alavés,26,1995,9.3,424,84,254,156,18,11,424,0,0,,5,0,204,2,Matches,9fc0f253
368,Miguel,es ESP,FWMF,Alavés,21,1999,9.2,271,4,22,106,145,44,271,13,25,52.0,34,12,194,57,Matches,6763373d
369,Éder Militão,br BRA,DF,Real Madrid,23,1998,33.7,2367,302,1208,1043,135,39,2367,11,20,55.0,16,7,1585,10,Matches,2784f898
370,Luis Milla,es ESP,MF,Granada,26,1994,30.8,1699,65,326,1015,377,21,1696,28,38,73.7,34,23,982,32,Matches,19c36442
371,Pere Milla,es ESP,MFFW,Elche,28,1992,18.3,738,36,153,348,245,44,738,16,33,48.5,52,33,500,59,Matches,335039a2
372,Santi Mina,es ESP,FW,Celta Vigo,25,1995,26.3,955,22,97,483,388,94,954,12,21,57.1,62,34,677,130,Matches,0b90bb97
373,Óscar Mingueza,es ESP,DF,Barcelona,22,1999,9.9,832,35,227,425,184,7,832,6,7,85.7,8,5,597,17,Matches,056269d7
374,Rafa Mir,es ESP,FW,Sevilla,24,1997,20.1,547,17,52,277,222,80,547,12,23,52.2,59,16,382,71,Matches,bbf5c11b
375,Jorge Miramón,es ESP,DF,Levante,32,1989,22.0,1253,96,447,528,293,14,1253,21,31,67.7,31,21,656,44,Matches,7f4c7c9f
376,Juan Miranda,es ESP,DF,Betis,21,2000,8.7,604,30,171,290,144,11,604,4,9,44.4,9,1,341,27,Matches,ead61f73
377,Stefan Mitrović,rs SRB,DF,Getafe,31,1990,29.6,1123,171,659,448,22,13,1123,2,2,100.0,9,4,553,1,Matches,e6777e6b
378,Luka Modrić,hr CRO,MF,Real Madrid,35,1985,22.6,1862,16,331,920,625,49,1861,32,48,66.7,30,22,1488,63,Matches,6025fab1
379,Johan Mojica,co COL,DF,Elche,28,1992,31.7,2135,110,744,822,588,27,2135,31,72,43.1,50,21,1259,74,Matches,608f2092
380,Jorge Molina,es ESP,FW,Granada,39,1982,21.8,712,19,59,304,352,95,711,7,17,41.2,53,25,563,98,Matches,43f71e77
381,Jon Moncayola,es ESP,MF,Osasuna,23,1998,32.4,1669,61,338,948,401,19,1669,13,19,68.4,36,15,1069,63,Matches,9939e168
382,Monchu,es ESP,MF,Granada,21,1999,7.4,418,14,95,244,81,4,418,6,10,60.0,13,8,279,9,Matches,8ac501f5
383,Gonzalo Montiel,ar ARG,DF,Sevilla,24,1997,11.8,770,27,235,341,199,17,770,3,8,37.5,14,5,503,42,Matches,374d5158
384,Ángel Montoro,es ESP,MF,Granada,33,1988,14.8,796,34,157,486,157,18,796,0,3,0.0,18,13,481,20,Matches,719384c1
385,Martín Montoya,es ESP,DF,Betis,30,1991,5.8,395,21,100,191,104,15,395,0,1,0.0,7,2,229,14,Matches,5cec2487
386,Jon Morcillo,es ESP,MFFW,Athletic Club,22,1998,0.6,45,0,9,15,21,2,45,0,1,0.0,4,1,25,3,Matches,b7d7f3bf
387,Alberto Moreno,es ESP,MFDF,Villarreal,29,1992,13.6,757,23,144,314,304,35,757,10,17,58.8,32,13,530,67,Matches,11b9265b
388,Álex Moreno,es ESP,DF,Betis,28,1993,26.7,1733,103,517,727,509,69,1733,23,61,37.7,45,18,935,97,Matches,16e9d0ea
389,Gerard Moreno,es ESP,FW,Villarreal,29,1992,13.2,606,15,46,300,270,68,604,39,61,63.9,30,29,495,88,Matches,81f0781e
390,Tete Morente,es ESP,MF,Elche,24,1996,18.1,790,14,137,319,350,40,790,30,63,47.6,45,14,525,84,Matches,004d185e
391,Ilaix Moriba,gn GUI,MF,Valencia,18,2003,9.1,423,17,103,214,112,16,423,7,14,50.0,26,8,241,9,Matches,f4c69aa6
392,Manu Morlanes,es ESP,MF,Espanyol,22,1999,12.7,770,36,187,474,117,5,770,13,15,86.7,10,6,487,6,Matches,a0255c67
393,Loren Morón,es ESP,FWMF,Espanyol,27,1993,6.3,170,8,26,74,73,23,170,4,7,57.1,17,8,100,17,Matches,3aa4a3be
394,Loren Morón,es ESP,FW,Betis,27,1993,0.0,3,0,1,2,0,0,3,0,0,,1,0,1,0,Matches,3aa4a3be
395,Cristhian Mosquera,co COL,DF,Valencia,17,2004,2.4,90,6,32,55,3,1,90,0,0,,2,0,55,0,Matches,dc1ce4f5
396,Toni Moya,es ESP,MF,Alavés,23,1998,15.4,744,35,155,397,202,7,744,20,25,80.0,25,12,347,13,Matches,9e098912
397,Iker Muniain,es ESP,MF,Athletic Club,28,1992,30.9,1846,15,138,847,886,71,1843,65,104,62.5,62,56,1305,114,Matches,c05dfb74
398,Aihen Muñoz,es ESP,DF,Real Sociedad,23,1997,14.9,901,38,298,399,215,10,901,14,28,50.0,24,12,480,28,Matches,228b0d9d
399,Jeison Murillo,co COL,DF,Celta Vigo,29,1992,12.4,803,70,346,442,17,8,803,3,3,100.0,2,3,553,3,Matches,b233e8e4
400,Vedat Muriqi,xk KVX,FW,Mallorca,27,1994,16.0,656,29,66,295,302,85,654,9,22,40.9,42,14,489,81,Matches,0cadc46d
401,Yunus Musah,us USA,MFFW,Valencia,18,2002,14.0,546,9,70,237,258,33,546,36,64,56.3,35,14,362,52,Matches,b51b1b9c
402,Shkodran Mustafi,de GER,DF,Levante,29,1992,7.3,448,69,260,183,9,3,448,2,4,50.0,1,1,264,0,Matches,3f2d59fe
403,Nacho,es ESP,DF,Real Madrid,31,1990,17.3,1192,146,549,540,108,13,1192,2,4,50.0,7,1,825,8,Matches,2946f9a1
404,Roberto Navarro,es ESP,MFFW,Real Sociedad,19,2002,2.2,127,3,12,72,47,8,127,7,9,77.8,9,5,90,13,Matches,c997b942
405,Ximo Navarro,es ESP,DF,Alavés,31,1990,15.0,759,72,285,357,127,9,759,5,12,41.7,20,6,352,12,Matches,8db394aa
406,Jesús Navas,es ESP,DF,Sevilla,35,1985,19.8,1535,50,471,586,483,26,1535,6,15,40.0,14,8,1069,71,Matches,3f10bd22
407,Loum Ndiaye,sn SEN,MF,Alavés,24,1996,25.7,1168,90,327,719,135,29,1168,26,42,61.9,47,25,583,12,Matches,bcfc4473
408,Álvaro Negredo,es ESP,FW,Cádiz,35,1985,24.0,756,29,66,383,312,116,753,21,34,61.8,52,17,586,102,Matches,63b0ca6b
409,Neto,br BRA,GK,Barcelona,32,1989,3.0,137,123,137,0,0,0,137,0,0,,0,0,75,0,Matches,a9dc785c
410,Carlos Neva,es ESP,DF,Granada,25,1996,23.4,1179,98,468,459,261,11,1179,9,16,56.3,22,8,549,44,Matches,8d47bb39
411,Saúl Ñíguez,es ESP,FWMF,Atlético Madrid,26,1994,2.2,138,3,28,73,41,6,138,1,2,50.0,2,1,76,6,Matches,c14bc029
412,Fernando Niño,es ESP,FW,Mallorca,20,2000,9.8,332,17,46,149,141,37,332,9,16,56.3,23,14,228,45,Matches,81d5c497
413,Peru Nolaskoain,es ESP,DF,Athletic Club,22,1998,0.0,2,0,0,2,0,0,2,0,0,,0,0,2,0,Matches,857cb4f3
414,Nolito,es ESP,MF,Celta Vigo,34,1986,15.4,706,7,89,349,272,41,706,13,22,59.1,27,21,472,54,Matches,b2d0ec1b
415,Randy Ntekja,fr FRA,FWMF,Rayo Vallecano,23,1997,16.2,626,12,56,304,271,64,626,16,30,53.3,65,33,434,73,Matches,a6103274
416,Unai Núñez,es ESP,DF,Athletic Club,24,1997,6.9,408,41,170,223,21,10,408,3,4,75.0,4,1,260,3,Matches,be170419
417,Allan Nyom,cm CMR,DF,Getafe,33,1988,2.7,111,8,47,52,14,0,111,0,1,0.0,1,1,49,1,Matches,97572117
418,Jan Oblak,si SVN,GK,Atlético Madrid,28,1993,38.0,1160,1016,1155,5,1,1,1160,2,2,100.0,2,0,443,0,Matches,ee8508c0
419,Lucas Ocampos,ar ARG,FW,Sevilla,27,1994,23.6,1213,26,173,464,593,103,1213,37,95,38.9,76,43,880,140,Matches,a08b974a
420,Lucas Olaza,uy URU,DF,Elche,27,1994,3.3,234,9,60,109,65,2,234,2,2,100.0,4,3,136,6,Matches,4cee5954
421,Oier Olazábal,es ESP,GK,Espanyol,31,1989,1.5,48,45,48,0,0,0,48,0,0,,0,0,13,0,Matches,b5bdf144
422,Brian Oliván,es ESP,DF,Mallorca,27,1994,24.3,1211,89,442,472,305,30,1210,7,10,70.0,16,7,609,41,Matches,a3e4bf46
423,Mathías Olivera,uy URU,DF,Getafe,23,1997,31.1,1830,84,471,872,519,63,1830,27,54,50.0,62,38,876,42,Matches,41c12f75
424,Javier Ontiveros,es ESP,FWMF,Osasuna,23,1997,0.4,37,0,3,21,14,2,37,1,1,100.0,0,1,29,2,Matches,a83d8b0c
425,Pedro Ortiz,es ESP,MF,Sevilla,20,2000,0.1,16,1,2,9,5,1,16,0,0,,0,0,14,0,Matches,f9358b61
426,Milutin Osmajić,me MNE,FWMF,Cádiz,22,1999,2.9,84,4,9,39,36,11,84,2,5,40.0,14,3,66,6,Matches,375ed9d7
427,Jesús Owono,gq EQG,GK,Alavés,20,2001,1.0,25,21,25,0,0,0,25,0,0,,0,0,4,0,Matches,d6e3d7fb
428,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,24,1997,18.6,811,19,98,286,443,78,806,22,43,51.2,37,29,544,104,Matches,8c3c640c
429,Fernando Pacheco,es ESP,GK,Alavés,29,1992,33.9,1120,929,1115,5,0,0,1120,0,0,,2,0,351,0,Matches,97852360
430,Jon Pacheco,es ESP,DF,Real Sociedad,20,2001,4.2,271,46,170,98,3,1,271,0,0,,3,0,176,0,Matches,44150beb
431,Helibelton Palacios,co COL,DF,Elche,28,1993,21.5,1131,83,452,503,193,7,1131,27,35,77.1,15,10,603,22,Matches,ac8b2421
432,Isaac Palazón Camacho,es ESP,FWMF,Rayo Vallecano,26,1994,25.4,1259,28,160,565,552,48,1259,36,81,44.4,85,55,848,105,Matches,49dbab27
433,Daniel Parejo,es ESP,MF,Villarreal,32,1989,30.0,2349,62,429,1357,579,18,2348,25,33,75.8,27,23,1669,29,Matches,7460ca0d
434,Raúl Parra,es ESP,DF,Cádiz,21,1999,1.0,40,6,25,14,2,0,40,0,1,0.0,1,0,15,1,Matches,647d39d2
435,Javier Pastore,ar ARG,MFFW,Elche,32,1989,5.8,336,3,57,165,118,17,336,8,14,57.1,10,11,268,28,Matches,881ef58c
436,Gabriel Paulista,br BRA,DF,Valencia,30,1990,17.7,827,154,479,346,15,7,827,1,2,50.0,9,3,333,1,Matches,b7ca5c51
437,Alfonso Pedraza,es ESP,DF,Villarreal,25,1996,18.9,1227,59,323,448,470,74,1227,31,61,50.8,42,19,735,89,Matches,63f04c6c
438,Pedri,es ESP,MF,Barcelona,18,2002,9.8,698,10,84,354,268,21,698,15,19,78.9,14,17,538,39,Matches,0d9b2d31
439,Pedrosa,es ESP,DF,Espanyol,23,1998,30.2,1623,124,544,633,469,48,1623,48,82,58.5,61,26,911,63,Matches,112521d1
440,Facundo Pellistri,uy URU,MFFW,Alavés,19,2001,7.5,254,7,49,107,106,19,254,11,26,42.3,24,13,155,24,Matches,ac7e7b1c
441,Rubén Peña,es ESP,MFFW,Villarreal,30,1991,1.5,74,2,15,36,24,5,74,2,5,40.0,2,6,48,9,Matches,1f079188
442,Alberto Perea,es ESP,MF,Cádiz,30,1990,8.6,498,9,62,201,244,17,498,29,53,54.7,29,18,338,32,Matches,5496cc91
443,Victor Perea,es ESP,DF,Espanyol,21,2000,0.0,3,0,2,1,0,0,3,0,0,,0,0,1,0,Matches,b7de5bad
444,Iñigo Pérez,es ESP,MF,Osasuna,33,1988,3.8,172,5,20,77,77,4,172,0,3,0.0,0,3,113,13,Matches,bc61cc65
445,Juan Pérez,es ESP,GK,Osasuna,25,1996,2.0,44,38,44,0,0,0,44,0,0,,0,0,17,0,Matches,8f29e08b
446,Kike Pérez,es ESP,MFFW,Elche,24,1997,5.8,315,7,50,152,118,12,315,9,14,64.3,17,11,225,17,Matches,237a3851
447,Lucas Pérez,es ESP,FW,Elche,32,1988,14.1,472,4,32,206,239,24,472,5,12,41.7,30,12,341,47,Matches,a300ac7e
448,Lucas Pérez,es ESP,FWMF,Cádiz,32,1988,11.8,448,4,30,169,250,30,448,5,12,41.7,11,15,297,54,Matches,a300ac7e
449,Njegoš Petrović,rs SRB,MF,Granada,22,1999,10.2,442,20,93,272,85,7,442,10,16,62.5,11,6,253,11,Matches,0cb29e91
450,Alex Petxa,es ESP,DFMF,Athletic Club,24,1997,4.6,323,12,84,168,73,4,323,3,9,33.3,9,3,180,3,Matches,97d08e60
451,Germán Pezzella,ar ARG,DF,Betis,30,1991,22.1,1278,178,755,496,33,28,1278,3,3,100.0,3,1,798,4,Matches,8c725b43
452,Pablo Piatti,ar ARG,MFFW,Elche,32,1989,3.5,139,3,30,51,59,5,139,2,5,40.0,10,4,90,14,Matches,48e89655
453,Cristiano Piccini,it ITA,DF,Valencia,28,1992,3.6,182,15,67,78,40,4,182,9,10,90.0,4,2,70,3,Matches,32c0491f
454,Tomás Pina Isla,es ESP,MF,Alavés,33,1987,16.0,720,37,180,430,117,13,720,4,7,57.1,13,6,380,11,Matches,e54bd0a2
455,Orbelín Pineda,mx MEX,MFFW,Celta Vigo,25,1996,1.1,82,1,19,33,33,5,82,1,2,50.0,2,3,56,5,Matches,411fabd7
456,Yeremi Pino,es ESP,MFFW,Villarreal,18,2002,18.6,785,14,105,263,428,98,785,25,56,44.6,65,23,547,95,Matches,540ec57b
457,Gerard Piqué,es ESP,DF,Barcelona,34,1987,23.2,1902,219,823,1024,59,29,1902,6,6,100.0,8,3,1320,4,Matches,adfc9123
458,Ezequiel Ponce,ar ARG,FW,Elche,24,1997,7.4,248,6,23,132,95,28,248,14,25,56.0,22,20,179,40,Matches,ccbbe661
459,Pere Pons,es ESP,MF,Alavés,28,1993,15.2,504,17,96,285,128,26,504,4,8,50.0,35,10,299,47,Matches,29b61deb
460,Portu,es ESP,FWMF,Real Sociedad,29,1992,17.7,648,9,73,250,333,86,647,9,18,50.0,34,19,455,119,Matches,1bda5842
461,Sergio Postigo,es ESP,DF,Levante,32,1988,9.4,445,94,261,179,8,6,445,0,1,0.0,3,1,250,1,Matches,474ecac8
462,Darío Poveda,es ESP,FWMF,Getafe,24,1997,4.2,136,2,7,63,68,5,136,7,13,53.8,21,7,96,23,Matches,cbdf7d5c
463,José Pozo,es ESP,MFDF,Rayo Vallecano,25,1996,0.8,66,1,10,28,29,4,66,0,2,0.0,2,2,47,7,Matches,fc8b614b
464,Abdón Prats,es ESP,FW,Mallorca,28,1992,7.1,228,5,20,108,102,27,228,7,11,63.6,17,21,157,31,Matches,d1b060e2
465,Alejandro Primo,es ESP,GK,Levante,17,2004,1.0,26,25,26,0,0,0,26,0,0,,0,0,15,0,Matches,f38284bb
466,Javi Puado,es ESP,MFFW,Espanyol,23,1998,24.9,862,35,154,387,335,61,862,30,55,54.5,42,33,615,83,Matches,2683eda7
467,Pubill,es ESP,DFMF,Levante,18,2003,5.7,331,9,82,130,121,13,331,4,10,40.0,15,3,196,11,Matches,365113c0
468,Antonio Puertas,es ESP,MFFW,Granada,29,1992,25.1,982,34,184,428,386,63,982,31,56,55.4,56,40,637,99,Matches,c77a8043
469,Riqui Puig,es ESP,MF,Barcelona,21,1999,5.4,497,2,43,290,166,9,497,5,8,62.5,9,10,424,23,Matches,f090a37a
470,Yacine Qasmi,ma MAR,FW,Rayo Vallecano,30,1991,0.0,4,0,0,2,2,0,4,0,0,,1,0,2,1,Matches,3b3cbebb
471,Quini,es ESP,DF,Granada,31,1989,25.6,1242,99,444,507,302,26,1242,17,33,51.5,33,20,501,31,Matches,7a538238
472,Dani Raba,es ESP,MFFW,Villarreal,25,1995,1.0,61,3,12,22,27,2,61,1,3,33.3,5,2,40,13,Matches,ea6a7ab4
473,Dani Raba,es ESP,MFFW,Granada,25,1995,0.3,10,0,2,4,4,0,10,0,0,,3,3,6,2,Matches,ea6a7ab4
474,Uroš Račić,rs SRB,MF,Valencia,23,1998,13.4,659,33,153,379,138,13,659,14,18,77.8,19,9,370,14,Matches,faed84db
475,Nemanja Radoja,rs SRB,MF,Levante,28,1993,13.5,598,40,181,344,84,7,598,11,16,68.8,22,20,362,21,Matches,b5dd3469
476,Rafinha,br BRA,MF,Real Sociedad,28,1993,11.7,846,14,135,480,245,19,846,18,36,50.0,26,22,582,24,Matches,0c2ac3cb
477,Antonio Raillo,es ESP,DF,Mallorca,29,1991,17.0,788,138,465,294,35,13,788,0,1,0.0,8,1,432,0,Matches,b857bd29
478,Ivan Rakitić,hr CRO,MF,Sevilla,33,1988,24.2,1892,50,403,1064,435,25,1890,8,21,38.1,31,12,1316,52,Matches,89f951b5
479,Jonás Ramalho,es ESP,DF,Osasuna,28,1993,2.7,161,11,50,91,21,1,161,0,2,0.0,3,1,90,4,Matches,be3a0121
480,Sandro Ramírez,es ESP,FW,Getafe,26,1995,16.2,592,8,43,242,316,58,592,13,44,29.5,52,16,431,87,Matches,833fb62e
481,Raúl,es ESP,FWDF,Betis,20,2000,0.0,1,0,0,0,1,0,1,0,0,,0,0,1,0,Matches,18f0a9f0
482,Lluís Recasens,es ESP,DF,Espanyol,19,2002,0.5,15,5,9,6,0,0,15,0,0,,0,0,6,0,Matches,c31ea173
483,Manolo Reina,es ESP,GK,Mallorca,36,1985,21.0,686,578,685,1,0,0,686,0,0,,1,0,216,0,Matches,605eb473
484,Karim Rekik,nl NED,DF,Sevilla,26,1994,12.2,862,61,395,395,81,13,862,5,8,62.5,17,5,632,8,Matches,3376a776
485,Álex Remiro,es ESP,GK,Real Sociedad,26,1995,35.0,1333,1198,1324,9,0,0,1333,0,0,,1,0,633,0,Matches,374ee424
486,Nico Ribaudo,es ESP,MFFW,Espanyol,20,2001,12.4,567,7,84,277,211,30,567,23,39,59.0,31,18,433,46,Matches,ce8039aa
487,Diego Rico,es ESP,DF,Real Sociedad,28,1993,18.3,1337,66,432,569,356,11,1337,12,29,41.4,26,7,717,23,Matches,d9ba39fc
488,Sergio Rico,es ESP,GK,Mallorca,27,1993,14.0,383,325,382,1,0,0,383,0,0,,0,0,132,0,Matches,5f0241b2
489,Luis Rioja,es ESP,MFFW,Alavés,27,1993,34.6,1305,18,203,445,696,89,1305,70,130,53.8,99,51,803,120,Matches,eb3dd471
490,Rober,es ESP,DF,Levante,26,1995,22.3,1271,160,715,502,72,15,1271,5,6,83.3,16,3,746,5,Matches,c00097d2
491,Sergi Roberto,es ESP,MFDF,Barcelona,29,1992,4.4,281,9,50,154,80,8,281,3,3,100.0,5,2,204,10,Matches,335fa267
492,Rubén Rochina,es ESP,MFFW,Granada,30,1991,8.3,486,10,69,260,168,4,486,14,19,73.7,26,16,329,25,Matches,ecd8c01e
493,Enzo Roco,cl CHI,DF,Elche,28,1992,28.4,1433,215,843,554,44,18,1433,5,10,50.0,15,2,799,7,Matches,37f827ec
494,Rodrigo,es ESP,FW,Betis,21,2000,9.8,506,10,69,233,212,31,506,16,26,61.5,14,11,400,50,Matches,85bed4ee
495,Kévin Rodrigues,pt POR,DFFW,Rayo Vallecano,27,1994,4.8,288,12,88,148,56,2,288,2,4,50.0,11,5,131,7,Matches,f1bed920
496,Ángel Rodríguez,es ESP,FWMF,Mallorca,34,1987,17.2,442,17,56,198,198,62,442,13,23,56.5,45,21,286,82,Matches,8cfc2f69
497,Óscar Rodríguez Arnaiz,es ESP,MFFW,Getafe,23,1998,10.5,534,11,87,288,166,11,534,10,19,52.6,20,12,343,22,Matches,19709006
498,Óscar Rodríguez Arnaiz,es ESP,FWMF,Sevilla,23,1998,4.6,276,9,46,125,109,15,276,12,20,60.0,14,4,210,30,Matches,19709006
499,Dani Rodríguez,es ESP,MFFW,Mallorca,33,1988,31.5,1337,32,191,643,537,84,1337,60,100,60.0,88,81,865,110,Matches,70f8e0bd
500,Guido Rodríguez,ar ARG,MF,Betis,27,1994,28.1,1778,105,585,1045,161,11,1778,18,27,66.7,25,17,1091,13,Matches,34e393f2
501,Rodrygo,br BRA,FW,Real Madrid,20,2001,16.9,887,3,88,313,495,103,887,27,58,46.6,48,15,689,117,Matches,8f5e92a6
502,Leonardo Román,es ESP,GK,Mallorca,21,2000,2.0,75,63,75,0,0,0,75,1,1,100.0,0,0,26,0,Matches,924ff27e
503,Iván Romero,es ESP,FW,Sevilla,20,2001,2.0,56,0,1,26,29,7,56,3,9,33.3,6,6,43,14,Matches,2fbe6af0
504,Unai Ropero,es ESP,MF,Alavés,19,2001,0.1,4,0,1,3,0,0,4,0,0,,1,1,4,2,Matches,7868c973
505,Rubén,es ESP,DF,Espanyol,20,2001,1.7,91,7,38,33,21,1,91,3,3,100.0,4,1,49,3,Matches,35d4f151
506,Aitor Ruibal,es ESP,FWDF,Betis,25,1996,9.5,463,9,73,196,200,25,463,13,26,50.0,24,11,326,48,Matches,a55d8df5
507,Isma Ruiz,es ESP,MF,Granada,20,2001,3.1,149,3,33,94,24,3,149,2,2,100.0,1,1,92,3,Matches,6e36226f
508,Víctor Ruiz,es ESP,DF,Betis,32,1989,15.8,1060,126,522,519,26,13,1060,1,2,50.0,13,1,668,2,Matches,b3dc6eca
509,Gerónimo Rulli,ar ARG,GK,Villarreal,29,1992,32.0,1360,1013,1351,9,0,0,1360,1,1,100.0,3,1,681,0,Matches,625c144a
510,Franco Russo,ar ARG,DF,Mallorca,26,1994,16.3,813,120,419,366,37,18,813,5,6,83.3,8,3,423,4,Matches,b75ac54b
511,Mathew Ryan,au AUS,GK,Real Sociedad,29,1992,3.0,116,103,115,1,0,0,116,0,0,,0,0,44,0,Matches,4535e4bb
512,Youssouf Sabaly,sn SEN,DF,Betis,28,1993,8.8,587,36,184,260,149,10,587,6,13,46.2,22,7,373,17,Matches,fbbb9269
513,Salvi,es ESP,MFFW,Cádiz,30,1991,15.5,486,20,109,179,210,26,485,9,16,56.3,29,5,292,47,Matches,405f267a
514,Fede San Emeterio,es ESP,MF,Cádiz,24,1997,9.2,401,15,103,242,58,1,401,0,2,0.0,7,1,247,3,Matches,efecd633
515,Oihan Sancet,es ESP,FW,Athletic Club,21,2000,15.8,625,14,40,263,331,68,625,23,37,62.2,62,45,533,143,Matches,bdb624a3
516,Antonio Sánchez,es ESP,MFFW,Mallorca,24,1997,18.0,939,39,251,474,234,21,939,18,34,52.9,45,20,530,39,Matches,a254bbe0
517,Germán Sánchez,es ESP,DF,Granada,34,1986,25.5,1298,204,734,516,52,27,1298,0,2,0.0,2,1,707,5,Matches,ea9b2ef9
518,Juan Sánchez,es ESP,,Sevilla,17,2003,0.1,,,,,,,,,,,,,,,Matches,ff4f78e1
519,Manuel Sánchez,es ESP,DF,Osasuna,20,2000,25.1,1395,52,339,606,464,36,1395,24,45,53.3,35,26,769,65,Matches,ffacd3d5
520,Oier Sanjurjo,es ESP,MF,Osasuna,35,1986,8.4,389,13,58,220,112,9,389,2,3,66.7,9,5,244,21,Matches,466824fb
521,Jesús Santiago,es ESP,MF,Valencia,17,2004,0.9,41,2,6,25,10,0,41,0,1,0.0,2,1,20,1,Matches,bc49fd34
522,Sergio Santos,es ESP,DF,Real Madrid,20,2001,0.1,8,0,3,4,1,0,8,0,0,,0,0,7,0,Matches,cf59e05f
523,Alvaro Sanz,es ESP,MF,Barcelona,20,2001,0.3,14,0,3,6,5,0,14,0,1,0.0,0,0,11,0,Matches,eaefa2d0
524,Marcelo Saracchi,uy URU,DF,Levante,23,1998,2.1,129,10,52,42,35,2,129,2,2,100.0,2,1,68,7,Matches,1c96ad85
525,Joan Sastre Vanrell,es ESP,DF,Mallorca,24,1997,2.9,135,14,57,53,25,1,135,3,5,60.0,2,2,71,4,Matches,f9acf8bf
526,Esteban Saveljich,me MNE,DF,Rayo Vallecano,30,1991,18.9,760,101,433,313,17,12,760,0,1,0.0,3,2,433,1,Matches,79f2a5f5
527,Stefan Savić,me MNE,DF,Atlético Madrid,30,1991,27.1,1642,154,755,826,70,25,1642,8,9,88.9,10,3,1049,5,Matches,f6ac68c1
528,Valentino Scotta,es ESP,DF,Sevilla,19,2001,0.0,2,0,1,1,0,0,2,0,0,,0,1,0,0,Matches,98529579
529,Aleksandar Sedlar,rs SRB,DFMF,Mallorca,29,1991,4.5,214,33,128,82,4,1,214,0,0,,3,0,119,0,Matches,a35134ae
530,Javier Serrano,es ESP,MF,Atlético Madrid,18,2003,0.8,50,5,13,36,1,0,50,0,1,0.0,3,0,34,0,Matches,0a8fd9cb
531,Nicolás Serrano,es ESP,MFFW,Athletic Club,18,2003,3.5,179,5,29,75,80,11,179,4,7,57.1,15,2,122,14,Matches,2ad0e5e5
532,Salva Sevilla,es ESP,MF,Mallorca,37,1984,16.7,1118,27,232,638,266,8,1114,5,7,71.4,20,5,709,13,Matches,75bd85ea
533,David Silva,es ESP,MF,Real Sociedad,35,1986,19.1,1208,24,132,606,479,71,1208,29,44,65.9,37,28,950,104,Matches,e2716bd0
534,Jonathan Silva,ar ARG,DFFW,Getafe,27,1994,2.5,129,5,40,47,42,2,129,1,1,100.0,2,4,65,5,Matches,f2308b33
535,Rui Silva,pt POR,GK,Betis,27,1994,21.8,777,657,773,4,0,0,777,0,0,,2,0,291,0,Matches,ea83bfa6
536,Giuliano Simeone,ar ARG,MF,Atlético Madrid,18,2002,0.0,3,0,0,1,2,1,3,0,0,,0,0,2,2,Matches,a6536561
537,Unai Simón,es ESP,GK,Athletic Club,24,1997,34.0,981,832,977,4,0,0,981,0,0,,1,0,351,0,Matches,5dcf3e90
538,Antonio Sivera,es ESP,GK,Alavés,24,1996,3.1,115,103,115,0,0,0,115,0,0,,0,0,29,0,Matches,9970da54
539,Rubén Sobrino,es ESP,MF,Valencia,29,1992,0.2,5,0,3,2,0,0,5,1,1,100.0,0,0,1,0,Matches,19b776e9
540,Rubén Sobrino,es ESP,FWMF,Cádiz,29,1992,20.7,756,29,154,320,300,73,756,33,56,58.9,59,33,475,74,Matches,19b776e9
541,Alex Sola,es ESP,DFFW,Real Sociedad,22,1999,0.5,35,2,10,19,8,0,35,2,3,66.7,2,0,17,0,Matches,5fa714d5
542,Augusto Solari,ar ARG,MFDF,Celta Vigo,29,1992,7.9,548,11,106,246,201,19,548,9,20,45.0,17,14,329,26,Matches,3ca6106c
543,Roberto Soldado,es ESP,FW,Levante,36,1985,7.4,203,8,14,99,90,34,203,3,7,42.9,13,3,132,43,Matches,9d66fbe3
544,Carlos Soler,es ESP,MF,Valencia,24,1997,27.5,1220,40,197,547,498,51,1213,19,38,50.0,39,13,668,66,Matches,fed17f5a
