,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
218,Édgar González,es ESP,DF,Betis,24,1997,21,14,1464,16.3,1,1,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,1.0,1.0,1.0,1.9,0.06,0.06,0.12,0.06,0.12,Matches,49d028db
219,Giovanni González,uy URU,DF,Mallorca,26,1994,9,3,365,4.1,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,0.4,0.4,0.8,1.2,0.10,0.19,0.29,0.10,0.29,Matches,1fc474ae
220,Nicolás González,es ESP,MF,Barcelona,19,2002,27,12,1114,12.4,2,1,2,0,0,6,0,0.16,0.08,0.24,0.16,0.24,1.4,1.4,1.1,2.5,0.12,0.09,0.20,0.12,0.20,Matches,2c56a792
221,Peter González,do DOM,MFDF,Real Madrid,19,2002,3,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.26,0.81,1.06,0.26,1.06,Matches,1ccd3dae
222,Roberto González,es ESP,FWMF,Betis,20,2001,4,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.08,0.05,0.13,0.08,0.13,Matches,56545648
223,Gori,es ESP,MF,Espanyol,19,2002,1,0,9,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.74,0.74,0.00,0.74,Matches,f3451c66
224,Andoni Gorosabel,es ESP,DF,Real Sociedad,24,1996,32,25,2289,25.4,0,4,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,0.8,0.8,3.1,3.9,0.03,0.12,0.15,0.03,0.15,Matches,6f5f82c0
225,Jaume Grau,es ESP,MF,Osasuna,24,1997,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,fc3d2006
226,Dominik Greif,sk SVK,GK,Mallorca,24,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,30061f53
227,Clément Grenier,fr FRA,MF,Mallorca,30,1991,5,0,60,0.7,1,0,1,0,0,1,0,1.50,0.00,1.50,1.50,1.50,0.6,0.6,0.0,0.6,0.90,0.04,0.93,0.90,0.93,Matches,8b298f56
228,Antoine Griezmann,fr FRA,FW,Barcelona,30,1991,3,3,263,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.15,0.00,0.15,0.15,0.15,Matches,df69b544
229,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,30,1991,26,21,1695,18.8,3,4,3,0,0,3,0,0.16,0.21,0.37,0.16,0.37,5.3,5.3,3.4,8.7,0.28,0.18,0.46,0.28,0.46,Matches,df69b544
230,Arnaut Groeneveld,nl NED,FW,Villarreal,24,1997,23,17,1472,16.4,10,3,7,3,3,1,0,0.61,0.18,0.79,0.43,0.61,11.8,10.1,2.5,12.6,0.72,0.15,0.88,0.62,0.77,Matches,f08490a6
231,Andrés Guardado,mx MEX,MF,Betis,34,1986,28,17,1393,15.5,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,1.1,1.1,0.4,1.5,0.07,0.03,0.10,0.07,0.10,Matches,ef322658
232,Sergi Guardiola,es ESP,FW,Rayo Vallecano,30,1991,32,20,1710,19.0,8,2,7,1,1,3,0,0.42,0.11,0.53,0.37,0.47,7.7,6.9,2.2,9.1,0.41,0.12,0.52,0.37,0.48,Matches,32974271
233,Nemanja Gudelj,rs SRB,DFMF,Sevilla,29,1991,21,9,1046,11.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.01,0.01,0.02,0.01,0.02,Matches,0076ab7f
234,Gonçalo Guedes,pt POR,FWMF,Valencia,24,1996,36,30,2606,29.0,11,6,10,1,2,3,0,0.38,0.21,0.59,0.35,0.55,6.6,4.9,5.2,10.1,0.23,0.18,0.41,0.17,0.35,Matches,e6bc67d7
235,Ander Guevara,es ESP,MF,Real Sociedad,24,1997,17,11,867,9.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches,8e48dc61
236,John Guidetti,se SWE,FWMF,Alavés,29,1992,10,2,279,3.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.27,0.07,0.34,0.27,0.34,Matches,99bebd12
237,Hugo Guillamón,es ESP,MFDF,Valencia,21,2000,31,28,2361,26.2,1,0,1,0,0,11,2,0.04,0.00,0.04,0.04,0.04,0.6,0.6,0.5,1.1,0.02,0.02,0.04,0.02,0.04,Matches,f7c12fbf
238,Gerard Gumbau,es ESP,MF,Elche,26,1994,31,20,1890,21.0,0,4,0,0,0,8,1,0.00,0.19,0.19,0.00,0.19,1.0,1.0,3.0,4.0,0.05,0.14,0.19,0.05,0.19,Matches,ac454a4f
239,Jon Guridi,es ESP,MF,Real Sociedad,26,1995,8,1,206,2.3,1,0,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,0.8,0.8,0.1,1.0,0.37,0.06,0.42,0.37,0.42,Matches,4c0a6a48
240,Raúl Guti,es ESP,MF,Elche,24,1996,31,17,1627,18.1,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.4,2.0,0.09,0.02,0.11,0.09,0.11,Matches,0b2c8585
241,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30,1991,3,1,136,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b3b62f94
242,Miguel Gutiérrez,es ESP,DF,Real Madrid,20,2001,3,3,260,2.9,0,1,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,0.0,0.0,0.4,0.4,0.00,0.14,0.14,0.00,0.14,Matches,7e98cff1
243,Munir El Haddadi,ma MAR,FWMF,Sevilla,25,1995,16,4,474,5.3,2,0,2,0,0,3,0,0.38,0.00,0.38,0.38,0.38,1.5,1.5,0.8,2.3,0.28,0.15,0.43,0.28,0.43,Matches,8696bc90
244,Varazdat Haroyan,am ARM,DF,Cádiz,28,1992,17,16,1437,16.0,1,0,1,0,0,9,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.2,0.9,0.04,0.01,0.05,0.04,0.05,Matches,be32269e
245,Eden Hazard,be BEL,FWMF,Real Madrid,30,1991,18,7,717,8.0,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,1.2,1.2,2.4,3.6,0.15,0.30,0.45,0.15,0.45,Matches,a39bb753
246,Kike Hermoso,es ESP,DF,Betis,21,1999,1,1,90,1.0,1,0,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.2,0.2,0.0,0.2,0.24,0.00,0.24,0.24,0.24,Matches,dea912dc
247,Mario Hermoso,es ESP,DF,Atlético Madrid,26,1995,26,21,1865,20.7,2,1,2,0,0,6,1,0.10,0.05,0.14,0.10,0.14,2.4,2.4,0.6,3.0,0.11,0.03,0.14,0.11,0.14,Matches,555f3a0b
248,Aridane Hernández,gq EQG,DF,Osasuna,32,1989,15,12,1159,12.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,132ac341
249,Luis Hernández,es ESP,DF,Cádiz,32,1989,16,15,1366,15.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,1.0,0.05,0.01,0.06,0.05,0.06,Matches,02d2c436
250,Mario Hernández,es ESP,DFFW,Rayo Vallecano,22,1999,9,5,395,4.4,1,0,1,0,0,3,0,0.23,0.00,0.23,0.23,0.23,0.3,0.3,0.0,0.4,0.07,0.01,0.08,0.07,0.08,Matches,90162357
251,Héctor Herrera,mx MEX,MF,Atlético Madrid,31,1990,21,8,859,9.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.9,0.05,0.05,0.10,0.05,0.10,Matches,a8542814
252,Sergio Herrera,es ESP,GK,Osasuna,28,1993,36,36,3240,36.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a4995f48
253,Yangel Herrera,ve VEN,MF,Espanyol,23,1998,23,19,1645,18.3,1,1,1,0,0,7,1,0.05,0.05,0.11,0.05,0.11,1.0,1.0,0.8,1.9,0.06,0.05,0.10,0.06,0.10,Matches,e778654a
254,Matthew Hoppe,us USA,FWMF,Mallorca,20,2001,5,1,131,1.5,0,1,0,0,0,0,0,0.00,0.69,0.69,0.00,0.69,0.1,0.1,0.2,0.3,0.08,0.12,0.19,0.08,0.19,Matches,1bc432b7
255,Robert Ibáñez,es ESP,MFFW,Osasuna,28,1993,4,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.28,0.29,0.57,0.28,0.57,Matches,c7429db3
256,Vicente Iborra,es ESP,MF,Villarreal,33,1988,20,12,1034,11.5,0,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.9,0.9,0.4,1.3,0.08,0.03,0.11,0.08,0.11,Matches,ad1ffcfd
257,Oussama Idrissi,ma MAR,MFFW,Sevilla,25,1996,5,2,127,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.16,0.13,0.29,0.16,0.29,Matches,34caa4b3
258,Oussama Idrissi,ma MAR,MF,Cádiz,25,1996,12,11,902,10.0,1,1,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,2.0,2.0,2.3,4.3,0.20,0.23,0.43,0.20,0.43,Matches,34caa4b3
259,Iglesias,es ESP,DF,Getafe,23,1998,20,7,719,8.0,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.1,0.1,0.7,0.8,0.01,0.08,0.10,0.01,0.10,Matches,974322dc
260,Borja Iglesias,es ESP,FW,Betis,28,1993,33,18,1573,17.5,10,0,7,3,3,4,0,0.57,0.00,0.57,0.40,0.40,7.5,5.1,2.4,7.5,0.43,0.14,0.57,0.29,0.43,Matches,75645f0e
261,Asier Illarramendi,es ESP,MF,Real Sociedad,31,1990,8,6,374,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.08,0.08,0.00,0.08,Matches,5ce0b5ba
262,Nikita Iosifov,ru RUS,MF,Villarreal,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4c2fa917
263,Alexander Isak,se SWE,FW,Real Sociedad,21,1999,32,26,2140,23.8,6,2,4,2,2,6,0,0.25,0.08,0.34,0.17,0.25,11.2,9.6,4.1,13.7,0.47,0.17,0.64,0.40,0.58,Matches,8e92be30
264,Isco,es ESP,MFFW,Real Madrid,29,1992,14,3,331,3.7,1,0,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27,1.0,1.0,1.4,2.4,0.27,0.37,0.64,0.27,0.64,Matches,a0b4bb3e
265,Nicolas Jackson,sn SEN,FWMF,Villarreal,20,2001,9,0,165,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,1.0,0.39,0.14,0.53,0.39,0.53,Matches,9c36ed83
266,Jakub Jankto,cz CZE,DFMF,Getafe,25,1996,14,6,587,6.5,0,2,0,0,0,1,1,0.00,0.31,0.31,0.00,0.31,0.4,0.4,1.4,1.8,0.05,0.22,0.27,0.05,0.27,Matches,1ea5f91c
267,Adnan Januzaj,be BEL,FWMF,Real Sociedad,26,1995,33,17,1625,18.1,3,0,1,2,2,5,0,0.17,0.00,0.17,0.06,0.06,4.5,2.9,3.9,6.8,0.25,0.22,0.47,0.16,0.38,Matches,4737cebe
268,Jason,es ESP,MFFW,Alavés,27,1994,14,10,678,7.5,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,1.0,1.0,1.6,2.6,0.13,0.21,0.34,0.13,0.34,Matches,9038c2a1
269,Jason,es ESP,MFDF,Valencia,27,1994,5,1,75,0.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.10,0.46,0.56,0.10,0.56,Matches,9038c2a1
270,Luis Javier Suárez,co COL,FW,Granada,23,1997,37,34,2844,31.6,8,4,8,0,1,6,0,0.25,0.13,0.38,0.25,0.38,11.4,10.7,3.4,14.2,0.36,0.11,0.47,0.34,0.45,Matches,eeba07f8
271,Álvaro Jiménez,es ESP,MFFW,Cádiz,26,1995,9,1,234,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.06,0.07,0.13,0.06,0.13,Matches,5f5501ed
272,Joaquín,es ESP,FWMF,Betis,40,1981,21,2,471,5.2,0,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,1.9,1.9,1.4,3.3,0.37,0.27,0.64,0.37,0.64,Matches,4c5b14d2
273,Jofre,es ESP,MFDF,Espanyol,20,2001,3,0,20,0.2,0,1,0,0,0,0,0,0.00,4.50,4.50,0.00,4.50,0.0,0.0,0.5,0.5,0.00,2.13,2.13,0.00,2.13,Matches,030ef8d6
274,Frenkie de Jong,nl NED,MF,Barcelona,24,1997,32,30,2476,27.5,3,3,3,0,0,7,1,0.11,0.11,0.22,0.11,0.22,4.2,4.2,4.1,8.4,0.15,0.15,0.30,0.15,0.30,Matches,1bacc518
275,Luuk de Jong,nl NED,FW,Barcelona,30,1990,21,6,654,7.3,6,0,6,0,0,1,0,0.83,0.00,0.83,0.83,0.83,4.3,4.3,0.3,4.6,0.59,0.05,0.64,0.59,0.64,Matches,abb3bb95
276,Joan Jordán,es ESP,MF,Sevilla,27,1994,36,31,2514,27.9,0,1,0,0,0,9,0,0.00,0.04,0.04,0.00,0.04,1.1,1.1,1.9,3.0,0.04,0.07,0.11,0.04,0.11,Matches,2a0c8ba4
277,Josan,es ESP,DFMF,Elche,31,1989,31,10,1211,13.5,2,3,2,0,0,2,0,0.15,0.22,0.37,0.15,0.37,1.2,1.2,3.1,4.3,0.09,0.23,0.32,0.09,0.32,Matches,5b28b2f6
278,Willian José,br BRA,FW,Betis,29,1991,32,19,1604,17.8,8,4,5,3,3,2,0,0.45,0.22,0.67,0.28,0.50,6.7,4.4,3.2,7.6,0.38,0.18,0.56,0.25,0.43,Matches,d87e2cae
279,Joselu,es ESP,FW,Alavés,31,1990,37,35,3122,34.7,14,4,8,6,7,0,0,0.40,0.12,0.52,0.23,0.35,13.9,8.4,5.0,13.4,0.40,0.15,0.55,0.24,0.39,Matches,6265208f
280,Josema,es ESP,DF,Elche,25,1996,6,1,183,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.09,0.09,0.00,0.09,Matches,ed3f5f4c
281,Luka Jović,rs SRB,FW,Real Madrid,23,1997,15,1,369,4.1,1,3,1,0,0,1,0,0.24,0.73,0.98,0.24,0.98,2.7,2.7,0.8,3.5,0.66,0.19,0.85,0.66,0.85,Matches,4d8cd038
282,Miguel Juan Llambrich,es ESP,DF,Espanyol,25,1996,2,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d83f09ff
283,José Juan Macías,mx MEX,FWMF,Getafe,21,1999,7,2,201,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.07,0.00,0.07,0.07,0.07,Matches,1f1c8a15
284,Juanmi,es ESP,FW,Betis,28,1993,33,26,2131,23.7,16,4,16,0,0,5,0,0.68,0.17,0.84,0.68,0.84,11.3,11.3,2.7,14.0,0.48,0.11,0.59,0.48,0.59,Matches,84399660
285,Lago Junior,ci CIV,FWMF,Mallorca,30,1990,6,1,177,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.31,0.00,0.31,0.31,0.31,Matches,360d70f8
286,Vinicius Júnior,br BRA,FW,Real Madrid,21,2000,35,30,2690,29.9,17,10,17,0,0,6,0,0.57,0.33,0.90,0.57,0.90,13.7,13.7,8.2,22.0,0.46,0.28,0.73,0.46,0.73,Matches,7111d552
287,Jutglà,es ESP,FW,Barcelona,22,1999,6,4,301,3.3,1,0,1,0,0,1,0,0.30,0.00,0.30,0.30,0.30,1.9,1.9,0.3,2.2,0.57,0.09,0.65,0.57,0.65,Matches,2a9f6b4d
288,Jens Jønsson,dk DEN,MF,Cádiz,28,1993,22,17,1303,14.5,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,1.0,1.5,0.04,0.07,0.10,0.04,0.10,Matches,53520a67
289,Lee Kangin,kr KOR,MFFW,Mallorca,20,2001,30,15,1411,15.7,1,2,1,0,0,4,1,0.06,0.13,0.19,0.06,0.19,1.6,1.6,2.6,4.2,0.10,0.17,0.27,0.10,0.27,Matches,8455ad90
290,Kike,es ESP,FW,Osasuna,31,1989,33,18,1862,20.7,5,1,4,1,1,2,0,0.24,0.05,0.29,0.19,0.24,7.3,6.5,2.3,8.8,0.35,0.11,0.47,0.31,0.43,Matches,e897d8ba
291,Koba Koindredi,fr FRA,MF,Valencia,19,2001,10,1,181,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.08,0.09,0.01,0.09,Matches,3a58d075
292,Koke,es ESP,MF,Atlético Madrid,29,1992,31,29,2508,27.9,1,2,1,0,0,6,0,0.04,0.07,0.11,0.04,0.11,1.1,1.1,1.8,3.0,0.04,0.07,0.11,0.04,0.11,Matches,55126f3b
293,Luca Koleosho,ca CAN,FW,Espanyol,16,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,fc076f78
294,Geoffrey Kondogbia,cf CTA,MFDF,Atlético Madrid,28,1993,28,21,1882,20.9,1,2,1,0,0,13,2,0.05,0.10,0.14,0.05,0.14,0.6,0.6,1.1,1.7,0.03,0.05,0.08,0.03,0.08,Matches,cce181df
295,Jules Koundé,fr FRA,DF,Sevilla,22,1998,32,31,2736,30.4,2,1,2,0,0,2,2,0.07,0.03,0.10,0.07,0.10,1.5,1.5,2.6,4.1,0.05,0.09,0.14,0.05,0.14,Matches,4d1666ff
296,Toni Kroos,de GER,MF,Real Madrid,31,1990,28,25,2103,23.4,1,3,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17,2.7,2.7,4.2,6.9,0.12,0.18,0.29,0.12,0.29,Matches,6ce1f46f
297,Takefusa Kubo,jp JPN,FWMF,Mallorca,20,2001,28,17,1605,17.8,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,3.2,3.2,3.4,6.6,0.18,0.19,0.37,0.18,0.37,Matches,16aa3654
298,Víctor Laguardia,es ESP,DF,Alavés,31,1989,34,34,3042,33.8,3,2,3,0,0,9,0,0.09,0.06,0.15,0.09,0.15,1.9,1.9,1.1,3.0,0.06,0.03,0.09,0.06,0.09,Matches,b7c99b9b
299,Diego Lainez,mx MEX,FW,Betis,21,2000,7,1,140,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.06,0.27,0.33,0.06,0.33,Matches,bf12926c
300,Érik Lamela,ar ARG,FWMF,Sevilla,29,1992,20,10,1015,11.3,5,2,5,0,0,5,0,0.44,0.18,0.62,0.44,0.62,3.0,3.0,2.4,5.4,0.27,0.21,0.48,0.27,0.48,Matches,abe66106
301,Latasa,es ESP,FW,Real Madrid,20,2001,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.90,0.00,0.90,0.90,0.90,Matches,2bea832e
302,Toni Lato,es ESP,DF,Valencia,23,1997,11,7,590,6.6,0,1,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,0.4,0.4,0.00,0.07,0.07,0.00,0.07,Matches,8e088e04
303,Robin Le Normand,fr FRA,DF,Real Sociedad,24,1996,37,37,3330,37.0,1,1,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,1.8,1.8,0.5,2.4,0.05,0.01,0.06,0.05,0.06,Matches,9a64e67e
304,Jeremías Ledesma,ar ARG,GK,Cádiz,28,1993,38,38,3420,38.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,6c4776b1
305,Wu Lei,cn CHN,FWMF,Espanyol,29,1991,23,4,474,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.9,0.9,1.0,1.8,0.16,0.18,0.35,0.16,0.35,Matches,e3fabb0a
306,Florian Lejeune,fr FRA,DF,Alavés,30,1991,30,30,2699,30.0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.3,1.9,0.06,0.01,0.06,0.06,0.06,Matches,6eaed4eb
307,Iñigo Lekue,es ESP,DF,Athletic Club,28,1993,25,22,1925,21.4,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,2.1,2.4,0.01,0.10,0.11,0.01,0.11,Matches,59b7d823
308,Thomas Lemar,fr FRA,MF,Atlético Madrid,25,1995,24,17,1440,16.0,4,5,4,0,0,2,0,0.25,0.31,0.56,0.25,0.56,3.8,3.8,3.8,7.6,0.24,0.24,0.47,0.24,0.47,Matches,4dbd0916
309,Ruben Lendinez,es ESP,DF,Valencia,18,2003,4,1,137,1.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,755da865
310,Clément Lenglet,fr FRA,DF,Barcelona,26,1995,21,7,826,9.2,0,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.5,0.7,0.02,0.05,0.07,0.02,0.07,Matches,4f28a6ff
311,Javier Llabrés,,FWMF,Mallorca,,,5,1,132,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.12,0.10,0.22,0.12,0.22,Matches,38b0cf42
312,Marcos Llorente,es ESP,MFDF,Atlético Madrid,26,1995,29,29,2447,27.2,0,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,0.9,0.9,2.8,3.7,0.03,0.10,0.14,0.03,0.14,Matches,02c15616
313,Giovani Lo Celso,ar ARG,FWMF,Villarreal,25,1996,16,11,994,11.0,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,1.4,1.4,2.6,4.0,0.13,0.23,0.36,0.13,0.36,Matches,d7553721
314,Julen Lobete,es ESP,FWMF,Real Sociedad,20,2000,13,2,284,3.2,2,0,2,0,0,0,0,0.63,0.00,0.63,0.63,0.63,1.1,1.1,0.0,1.2,0.36,0.01,0.36,0.36,0.36,Matches,a952a529
315,Renan Lodi,br BRA,DF,Atlético Madrid,23,1998,29,13,1181,13.1,2,2,2,0,0,4,0,0.15,0.15,0.30,0.15,0.30,0.8,0.8,1.9,2.7,0.06,0.14,0.21,0.06,0.21,Matches,ed9f7cfe
316,David López,es ESP,MFDF,Espanyol,31,1989,18,8,743,8.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.06,0.03,0.08,0.06,0.08,Matches,f03f284b
317,Diego López,es ESP,GK,Espanyol,39,1981,36,36,3177,35.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,73683fa9
318,Javi López,es ESP,DF,Alavés,19,2002,9,4,462,5.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.08,0.08,0.00,0.08,Matches,e9ada8cf
319,Unai López,es ESP,MF,Rayo Vallecano,25,1995,27,13,1160,12.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.9,3.1,0.10,0.14,0.24,0.10,0.24,Matches,88050721
320,Anthony Lozano,hn HON,FWMF,Cádiz,28,1993,31,21,1672,18.6,7,2,7,0,0,8,0,0.38,0.11,0.48,0.38,0.48,5.4,5.4,1.1,6.4,0.29,0.06,0.35,0.29,0.35,Matches,38699c72
321,Florentino Luís,pt POR,MF,Getafe,21,1999,22,9,992,11.0,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.4,0.5,0.01,0.04,0.04,0.01,0.04,Matches,881cd6be
322,José Luis Gayà,es ESP,DF,Valencia,26,1995,24,22,1871,20.8,2,4,2,0,0,8,2,0.10,0.19,0.29,0.10,0.29,1.6,1.6,2.7,4.3,0.08,0.13,0.21,0.08,0.21,Matches,b05e2dbd
323,José Luis Morales,es ESP,FWMF,Levante,34,1987,35,31,2719,30.2,13,7,10,3,5,7,0,0.43,0.23,0.66,0.33,0.56,15.1,11.8,5.5,17.3,0.50,0.18,0.68,0.39,0.57,Matches,4a478107
324,Luismi,es ESP,FWMF,Sevilla,20,2001,2,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,acf5410c
325,Andriy Lunin,ua UKR,GK,Real Madrid,22,1999,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3061e1ec
326,Darwin Machís,ve VEN,MFFW,Granada,28,1993,25,16,1376,15.3,4,2,4,0,0,2,0,0.26,0.13,0.39,0.26,0.39,2.1,2.1,2.8,5.0,0.14,0.19,0.32,0.14,0.32,Matches,ed6ea4d9
327,Pablo Maffeo,es ESP,DF,Mallorca,24,1997,35,35,2945,32.7,1,4,1,0,0,10,0,0.03,0.12,0.15,0.03,0.15,2.2,2.2,2.5,4.8,0.07,0.08,0.15,0.07,0.15,Matches,5db04597
328,Nemanja Maksimović,rs SRB,MF,Getafe,26,1995,35,34,2936,32.6,1,2,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,2.9,2.9,1.2,4.1,0.09,0.04,0.13,0.09,0.13,Matches,00b28772
329,Hugo Mallo,es ESP,DF,Celta Vigo,30,1991,21,21,1826,20.3,1,1,1,0,0,5,2,0.05,0.05,0.10,0.05,0.10,1.1,1.1,2.1,3.2,0.05,0.10,0.16,0.05,0.16,Matches,cb574619
