,Unnamed: 0,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xAG,npxG+xAG,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,shoot.90s,shoot.Gls,shoot.Sh,shoot.SoT,shoot.SoT%,shoot.Sh/90,shoot.SoT/90,shoot.G/Sh,shoot.G/SoT,shoot.Dist,shoot.FK,shoot.PK,shoot.PKatt,shoot.xG,shoot.npxG,shoot.npxG/Sh,shoot.G-xG,shoot.np:G-xG,pass.90s,pass.Cmp,pass.Att,pass.Cmp%,pass.TotDist,pass.PrgDist,pass.short.Cmp,pass.short.Att,pass.short.Cmp%,pass.med.Cmp,pass.med.Att,pass.med.Cmp%,pass.long.Cmp,pass.long.Att,pass.long.Cmp%,pass.Ast,pass.xAG,pass.xA,pass.A-xAG,pass.KP,pass.1/3,pass.PPA,pass.CrsPA,pass.Prog,defense.90s,defense.Plyrs_Tkld,defense.TklW,defense.Def 3rd,defense.Mid 3rd,defense.Att 3rd,defense.Tkl_Drib,defense.Att,defense.Tkl%,defense.Past,defense.Blocks,defense.Sh,defense.Pass,defense.Int,defense.Tkl+Int,defense.Clr,defense.Err,pos.90s,pos.Touches,pos.Def Pen,pos.Def 3rd,pos.Mid 3rd,pos.Att 3rd,pos.Att Pen,pos.Live,pos.drib.Succ,pos.drib.Att,pos.drib.Succ%,pos.drib.Mis,pos.drib.Dis,pos.rec.Rec,pos.rec.Prog,sca.S.90s,sca.S.SCA,sca.S.SCA90,sca.S.PassLive,sca.S.PassDead,sca.S.Drib,sca.S.Sh,sca.S.Fld,sca.S.Def,sca.S.GCA,sca.S.GCA90,sca.G.PassLive,sca.G.PassDead,sca.G.Drib,sca.G.Sh,sca.G.Fld,sca.G.Def,BaseGroup
2230,2230,Florian Sotoca,fr FRA,FWMF,Lens,30.0,35,28,2480,27.6,6,4,4,2,2,7,0,0.22,0.15,0.36,0.15,0.29,9.3,7.7,3.8,11.5,0.34,0.14,0.48,0.28,0.42,27.6,6,69,24,34.8,2.5,0.87,0.06,0.17,15.5,0.0,2,2,9.3,7.7,0.11,-3.3,-3.7,27.6,911.0,43.69565217391304,75.5,561.5942028985507,122.2463768115942,447.0,20.289855072463766,79.8,304.0,14.239130434782608,77.4,109.0,5.289855072463768,74.7,4,3.8,3.2,0.2,1.1231884057971013,3.260869565217391,0.7971014492753623,0.25362318840579706,2.898550724637681,27.6,1.1231884057971013,0.6884057971014492,0.25362318840579706,0.7246376811594203,0.14492753623188406,0.43478260869565216,51.0,23.5,1.4130434782608694,1.1231884057971013,4.0,27.0,0.9057971014492753,56.0,1.4855072463768115,0.0,27.6,55.76086956521739,1.6304347826086956,6.521739130434782,31.195652173913043,18.58695652173913,4.239130434782608,1537.0,30.0,1.8115942028985506,60.0,2.3550724637681157,0.9420289855072463,41.52173913043478,6.1231884057971016,27.6,78.0,2.83,2.0652173913043477,0.0,0.25362318840579706,7.0,0.14492753623188406,0.10869565217391304,9.0,0.33,4.0,0.0,1.0,3.0,1.0,0.0,Attack
2234,2234,Calvin Stengs,nl NED,MF,Nice,22.0,24,11,1073,11.9,1,1,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,2.9,2.9,3.1,6.0,0.24,0.26,0.5,0.24,0.5,11.9,1,21,5,23.8,1.76,0.42,0.05,0.2,17.9,0.0,0,0,2.9,2.9,0.14,-1.9,-1.9,11.9,295.0,34.53781512605042,71.8,396.4705882352941,139.91596638655463,162.0,16.554621848739494,82.2,86.0,10.420168067226891,69.4,34.0,4.873949579831932,58.6,1,3.1,2.7,-2.1,1.9327731092436975,2.941176470588235,1.5966386554621848,0.42016806722689076,3.361344537815126,11.9,1.3445378151260503,0.5882352941176471,0.5042016806722689,0.7563025210084033,0.08403361344537814,0.5882352941176471,20.0,35.0,1.0924369747899159,0.8403361344537815,0.0,10.0,0.6722689075630252,24.0,0.5042016806722689,0.0,11.9,46.63865546218487,0.9243697478991596,5.46218487394958,21.428571428571427,20.252100840336134,2.5210084033613445,555.0,19.0,3.445378151260504,46.3,3.6134453781512605,2.5210084033613445,34.11764705882353,5.126050420168067,11.9,40.0,3.36,2.436974789915966,0.5882352941176471,0.1680672268907563,2.0,0.0,0.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,Attack
2235,2235,Kamaldeen Sulemana,gh GHA,MFFW,Rennes,19.0,20,11,1015,11.3,4,2,4,0,0,3,0,0.35,0.18,0.53,0.35,0.53,2.5,2.5,2.1,4.6,0.22,0.19,0.41,0.22,0.41,11.3,4,26,8,30.8,2.31,0.71,0.15,0.5,20.5,0.0,0,0,2.5,2.5,0.09,1.5,1.5,11.3,266.0,30.973451327433626,76.0,403.4513274336283,87.87610619469027,123.0,13.097345132743362,83.1,89.0,9.469026548672566,83.2,36.0,4.778761061946902,66.7,2,2.1,1.7,-0.1,1.8584070796460175,1.1504424778761062,1.9469026548672566,0.5309734513274336,2.566371681415929,11.3,2.0353982300884956,1.0619469026548671,0.6194690265486725,0.7964601769911503,0.6194690265486725,0.8849557522123893,17.0,58.8,0.6194690265486725,0.8849557522123893,1.0,9.0,0.35398230088495575,27.0,0.44247787610619466,0.0,11.3,46.54867256637168,0.35398230088495575,4.336283185840708,18.4070796460177,24.955752212389378,4.15929203539823,526.0,54.0,8.141592920353983,58.7,3.2743362831858405,2.2123893805309733,34.24778761061947,4.513274336283185,11.3,46.0,4.07,3.0088495575221237,0.08849557522123894,0.6194690265486725,1.0,0.17699115044247787,0.08849557522123894,4.0,0.35,3.0,0.0,1.0,0.0,0.0,0.0,Attack
2246,2246,Martin Terrier,fr FRA,FWMF,Rennes,24.0,37,37,2779,30.9,21,3,19,2,2,1,0,0.68,0.1,0.78,0.62,0.71,15.0,14.0,5.4,19.3,0.49,0.17,0.66,0.45,0.63,30.9,21,86,44,51.2,2.79,1.42,0.22,0.43,14.9,0.0,2,2,15.0,14.0,0.16,6.0,5.0,30.9,757.0,31.03559870550162,78.9,376.95792880258904,87.11974110032362,417.0,15.825242718446603,85.3,242.0,9.611650485436893,81.5,64.0,3.0097087378640777,68.8,3,5.4,4.1,-2.4,1.3592233009708738,2.0388349514563107,1.3592233009708738,0.22653721682847897,2.8155339805825244,30.9,1.7799352750809063,1.0679611650485437,0.7119741100323624,0.5177993527508091,0.5501618122977346,0.8090614886731392,43.0,58.1,0.5825242718446603,0.9385113268608415,3.0,26.0,0.5825242718446603,73.0,0.5501618122977346,0.0,30.9,41.747572815533985,0.6472491909385114,4.433656957928803,18.252427184466022,19.741100323624597,4.271844660194175,1288.0,28.0,1.9093851132686086,47.5,1.941747572815534,0.7443365695792881,31.48867313915858,6.634304207119741,30.9,106.0,3.44,2.6860841423948223,0.0,0.1941747572815534,10.0,0.16181229773462785,0.06472491909385114,18.0,0.58,14.0,0.0,1.0,1.0,2.0,0.0,Attack
2256,2256,Karl Toko Ekambi,cm CMR,FW,Lyon,28.0,30,26,2296,25.5,12,5,10,2,2,3,0,0.47,0.2,0.67,0.39,0.59,14.0,12.5,5.0,17.4,0.55,0.2,0.75,0.49,0.68,25.5,12,74,36,48.6,2.9,1.41,0.14,0.28,14.4,0.0,2,2,14.0,12.5,0.17,-2.0,-2.5,25.5,732.0,36.90196078431372,77.8,426.8627450980392,81.09803921568627,413.0,18.901960784313726,85.7,246.0,11.96078431372549,80.7,40.0,2.7058823529411766,58.0,5,5.0,4.4,0.0,1.5294117647058822,1.0588235294117647,1.4901960784313726,0.5098039215686274,2.0,25.5,0.5098039215686274,0.27450980392156865,0.1568627450980392,0.23529411764705882,0.11764705882352941,0.1568627450980392,21.0,19.0,0.6666666666666666,1.0196078431372548,0.0,26.0,0.7843137254901961,33.0,0.19607843137254902,0.0,25.5,48.0,0.23529411764705882,4.196078431372549,19.92156862745098,24.392156862745097,5.568627450980392,1222.0,44.0,3.2941176470588234,52.4,2.549019607843137,1.5294117647058822,37.92156862745098,7.137254901960785,25.5,83.0,3.25,2.4313725490196076,0.0,0.5490196078431373,5.0,0.0392156862745098,0.0392156862745098,12.0,0.47,9.0,0.0,1.0,2.0,0.0,0.0,Attack
2257,2257,Yoann Touzghar,tn TUN,FW,Troyes,34.0,28,16,1457,16.2,4,0,4,0,0,0,0,0.25,0.0,0.25,0.25,0.25,5.2,5.2,1.5,6.7,0.32,0.09,0.41,0.32,0.41,16.2,4,28,12,42.9,1.73,0.74,0.14,0.33,13.2,0.0,0,0,5.2,5.2,0.19,-1.2,-1.2,16.2,237.0,18.641975308641975,78.5,188.58024691358025,23.14814814814815,159.0,11.481481481481483,85.5,51.0,4.382716049382716,71.8,11.0,0.7407407407407408,91.7,0,1.5,1.0,-1.5,1.2962962962962963,0.4320987654320988,0.2469135802469136,0.0,0.8024691358024691,16.2,0.308641975308642,0.1234567901234568,0.0617283950617284,0.1851851851851852,0.0617283950617284,0.0617283950617284,3.0,33.3,0.1234567901234568,0.1851851851851852,1.0,2.0,0.1851851851851852,8.0,0.4938271604938272,0.0,16.2,25.0,0.617283950617284,1.4814814814814816,12.345679012345679,11.358024691358025,3.2716049382716053,405.0,6.0,0.7407407407407408,50.0,1.7901234567901236,0.6790123456790124,16.60493827160494,4.320987654320988,16.2,34.0,2.1,1.5432098765432098,0.0,0.0,5.0,0.1234567901234568,0.1234567901234568,2.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0,Attack
2268,2268,Hwang Ui-jo,kr KOR,FW,Bordeaux,28.0,32,29,2508,27.9,11,2,11,0,0,3,0,0.39,0.07,0.47,0.39,0.47,9.4,9.4,1.5,10.9,0.34,0.06,0.39,0.34,0.39,27.9,11,55,22,40.0,1.97,0.79,0.2,0.5,16.4,0.0,0,0,9.4,9.4,0.17,1.6,1.6,27.9,321.0,15.268817204301076,75.4,170.7168458781362,23.584229390681006,183.0,7.777777777777779,84.3,109.0,4.731182795698925,82.6,16.0,1.3261648745519714,43.2,2,1.5,1.0,0.5,0.4659498207885305,0.2508960573476703,0.28673835125448033,0.17921146953405018,0.3225806451612903,27.9,0.35842293906810035,0.14336917562724016,0.14336917562724016,0.14336917562724016,0.07168458781362008,0.14336917562724016,13.0,30.8,0.3225806451612903,0.3225806451612903,1.0,8.0,0.17921146953405018,15.0,0.6451612903225806,0.0,27.9,23.440860215053764,0.8243727598566308,2.186379928315412,11.146953405017921,10.25089605734767,2.9749103942652333,654.0,11.0,1.2186379928315412,32.4,2.5089605734767026,0.7885304659498208,15.842293906810037,4.157706093189964,27.9,31.0,1.11,0.6093189964157706,0.10752688172043011,0.10752688172043011,4.0,0.10752688172043011,0.03584229390681004,2.0,0.07,1.0,0.0,0.0,0.0,0.0,1.0,Attack
2269,2269,Cengiz Ünder,tr TUR,FWMF,Marseille,24.0,32,25,2200,24.4,10,2,9,1,1,2,1,0.41,0.08,0.49,0.37,0.45,6.8,6.0,4.6,10.6,0.28,0.19,0.47,0.25,0.43,24.4,10,57,19,33.3,2.33,0.78,0.16,0.47,19.2,1.0,1,1,6.8,6.0,0.11,3.2,3.0,24.4,690.0,38.77049180327869,72.9,456.43442622950823,113.97540983606558,382.0,17.95081967213115,87.2,213.0,11.885245901639346,73.4,68.0,5.860655737704918,47.6,2,4.6,5.1,-2.6,1.3934426229508197,1.3114754098360657,1.4344262295081969,0.36885245901639346,2.6229508196721314,24.4,0.7377049180327869,0.5327868852459017,0.20491803278688525,0.24590163934426232,0.2868852459016394,0.20491803278688525,18.0,27.8,0.5327868852459017,0.5327868852459017,2.0,11.0,0.5737704918032788,32.0,0.36885245901639346,0.0,24.4,48.442622950819676,0.45081967213114754,3.6885245901639347,16.557377049180328,28.647540983606557,3.7704918032786887,1181.0,25.0,2.7868852459016393,36.8,2.6229508196721314,1.0655737704918034,37.74590163934426,6.475409836065574,24.4,83.0,3.4,2.1311475409836067,0.5327868852459017,0.0819672131147541,6.0,0.3278688524590164,0.0819672131147541,9.0,0.37,5.0,0.0,1.0,0.0,2.0,1.0,Attack
2274,2274,Kevin Volland,de GER,MFFW,Monaco,29.0,34,29,2436,27.1,9,9,8,1,1,10,0,0.33,0.33,0.67,0.3,0.63,8.5,7.7,7.5,15.2,0.31,0.28,0.59,0.29,0.56,27.1,9,50,23,46.0,1.85,0.85,0.16,0.35,13.5,2.0,1,1,8.5,7.7,0.15,0.5,0.3,27.1,416.0,23.210332103321033,66.1,246.45756457564573,84.90774907749078,208.0,9.85239852398524,77.9,140.0,7.638376383763838,67.6,43.0,2.7306273062730626,58.1,9,7.5,5.2,1.5,1.2546125461254611,2.103321033210332,1.033210332103321,0.22140221402214022,2.4723247232472323,27.1,0.8856088560885609,0.36900369003690037,0.07380073800738007,0.6642066420664207,0.14760147601476015,0.22140221402214022,31.0,19.4,0.9225092250922509,0.7380073800738007,0.0,20.0,0.11070110701107011,27.0,0.33210332103321033,0.0,27.1,31.58671586715867,0.22140221402214022,2.250922509225092,13.800738007380073,15.904059040590406,4.243542435424354,855.0,18.0,1.4022140221402213,47.4,2.3985239852398523,1.2546125461254611,24.391143911439112,7.011070110701107,27.1,70.0,2.59,2.177121771217712,0.0,0.03690036900369004,4.0,0.22140221402214022,0.0,18.0,0.67,15.0,0.0,0.0,1.0,2.0,0.0,Attack
2275,2275,Timothy Weah,us USA,MFFW,Lille,21.0,29,17,1616,18.0,3,4,3,0,0,2,1,0.17,0.22,0.39,0.17,0.39,4.4,4.4,4.1,8.5,0.24,0.23,0.47,0.24,0.47,18.0,3,34,9,26.5,1.89,0.5,0.09,0.33,18.2,0.0,0,0,4.4,4.4,0.14,-1.4,-1.4,18.0,407.0,31.444444444444443,71.9,323.44444444444446,81.05555555555556,230.0,15.722222222222221,81.3,133.0,9.833333333333334,75.1,21.0,2.3333333333333335,50.0,4,4.1,3.0,-0.1,1.4444444444444444,1.5555555555555556,0.8333333333333334,0.5,1.6666666666666667,18.0,1.0555555555555556,0.3888888888888889,0.4444444444444444,0.4444444444444444,0.16666666666666666,0.5555555555555556,20.0,50.0,0.5555555555555556,0.8888888888888888,1.0,15.0,0.5555555555555556,29.0,0.3888888888888889,0.0,18.0,40.22222222222222,0.6111111111111112,4.444444444444445,17.555555555555557,18.944444444444443,3.611111111111111,724.0,19.0,2.0555555555555554,51.4,1.8888888888888888,1.1666666666666667,29.0,5.222222222222222,18.0,52.0,2.88,2.0,0.1111111111111111,0.3333333333333333,2.0,0.3333333333333333,0.0,9.0,0.5,5.0,0.0,2.0,1.0,1.0,0.0,Attack
2281,2281,Burak Yılmaz,tr TUR,FW,Lille,36.0,31,25,2211,24.6,4,3,2,2,2,9,1,0.16,0.12,0.28,0.08,0.2,11.0,9.4,3.3,12.8,0.45,0.14,0.58,0.38,0.52,24.6,4,68,25,36.8,2.77,1.02,0.03,0.08,17.0,5.0,2,2,11.0,9.4,0.14,-7.0,-7.4,24.6,408.0,23.414634146341463,70.8,239.18699186991867,33.82113821138211,224.0,11.504065040650406,79.2,129.0,7.276422764227642,72.1,25.0,1.7073170731707317,59.5,3,3.3,2.8,-0.3,0.975609756097561,0.5691056910569106,0.5284552845528455,0.08130081300813008,0.9349593495934959,24.6,0.2845528455284553,0.08130081300813008,0.0,0.08130081300813008,0.2032520325203252,0.08130081300813008,17.0,11.8,0.6097560975609756,0.3252032520325203,1.0,7.0,0.08130081300813008,9.0,0.44715447154471544,0.0,24.6,31.910569105691057,0.5284552845528455,1.097560975609756,12.601626016260163,18.495934959349594,4.390243902439024,783.0,5.0,0.8536585365853658,23.8,2.8455284552845526,0.975609756097561,25.528455284552845,6.544715447154471,24.6,47.0,1.91,1.3008130081300813,0.12195121951219512,0.04065040650406504,6.0,0.2032520325203252,0.0,5.0,0.2,2.0,1.0,0.0,1.0,1.0,0.0,Attack
2289,2289,Tammy Abraham,eng ENG,FW,Roma,23.0,37,36,3084,34.3,17,4,14,3,3,9,0,0.5,0.12,0.61,0.41,0.53,19.2,16.8,4.9,21.8,0.56,0.14,0.7,0.49,0.63,34.3,17,92,35,38.0,2.68,1.02,0.15,0.4,12.9,3.0,3,3,19.2,16.8,0.18,-2.2,-2.8,34.3,485.0,20.291545189504376,69.7,198.83381924198252,47.2594752186589,293.0,11.690962099125365,73.1,134.0,5.247813411078718,74.4,28.0,1.1370262390670556,71.8,4,4.9,2.4,-0.9,1.1078717201166182,1.0204081632653061,0.7871720116618076,0.08746355685131196,1.545189504373178,34.3,0.7871720116618076,0.37900874635568516,0.20408163265306123,0.40816326530612246,0.17492711370262393,0.2623906705539359,22.0,40.9,0.37900874635568516,0.4956268221574344,3.0,14.0,0.1457725947521866,32.0,0.7871720116618076,0.0,34.3,30.612244897959187,0.9329446064139942,2.1282798833819245,14.548104956268222,14.227405247813412,5.043731778425657,1047.0,38.0,2.2448979591836737,49.4,2.5072886297376096,1.1953352769679302,21.31195335276968,5.451895043731779,34.3,94.0,2.74,1.8075801749271139,0.02915451895043732,0.17492711370262393,17.0,0.20408163265306123,0.02915451895043732,14.0,0.41,6.0,0.0,2.0,3.0,3.0,0.0,Attack
2293,2293,Kevin Agudelo,co COL,MFFW,Spezia,22.0,23,12,1237,13.7,3,1,3,0,0,2,1,0.22,0.07,0.29,0.22,0.29,2.0,2.0,1.1,3.1,0.15,0.08,0.23,0.15,0.23,13.7,3,21,11,52.4,1.53,0.8,0.14,0.27,17.2,0.0,0,0,2.0,2.0,0.1,1.0,1.0,13.7,280.0,28.394160583941606,72.0,276.4963503649635,84.96350364963504,165.0,15.401459854014599,78.2,90.0,7.883211678832117,83.3,7.0,1.4598540145985401,35.0,1,1.1,0.7,-0.1,0.7299270072992701,2.408759124087591,0.8029197080291971,0.07299270072992702,2.3357664233576645,13.7,3.2116788321167884,1.8978102189781023,0.9489051094890512,1.8978102189781023,0.36496350364963503,0.5109489051094891,20.0,35.0,0.9489051094890512,1.6058394160583942,0.0,22.0,0.5839416058394161,52.0,0.43795620437956206,0.0,13.7,41.8978102189781,0.7299270072992701,5.182481751824818,18.759124087591243,19.197080291970803,2.408759124087591,574.0,28.0,3.7226277372262775,54.9,2.9197080291970803,2.7007299270072993,26.788321167883215,3.3576642335766427,13.7,40.0,2.91,1.6058394160583942,0.0,0.43795620437956206,4.0,0.29197080291970806,0.29197080291970806,3.0,0.22,1.0,0.0,0.0,0.0,0.0,2.0,Attack
2308,2308,Mattia Aramu,it ITA,MFFW,Venezia,26.0,32,25,2100,23.3,7,5,4,3,4,6,0,0.3,0.21,0.51,0.17,0.39,7.2,4.1,4.7,8.7,0.31,0.2,0.51,0.17,0.37,23.3,7,55,15,27.3,2.36,0.64,0.07,0.27,24.5,17.0,3,4,7.2,4.1,0.07,-0.2,-0.1,23.3,524.0,34.12017167381974,65.9,383.17596566523605,127.81115879828326,255.0,13.004291845493562,84.2,190.0,11.459227467811159,71.2,57.0,6.48068669527897,37.7,5,4.7,4.9,0.3,1.502145922746781,1.6738197424892702,1.2017167381974247,0.5579399141630901,2.2317596566523603,23.3,0.8583690987124464,0.6437768240343348,0.2145922746781116,0.38626609442060084,0.2575107296137339,0.34334763948497854,33.0,24.2,1.0729613733905579,0.8583690987124464,2.0,18.0,0.34334763948497854,28.0,0.815450643776824,0.0,23.3,44.07725321888412,0.944206008583691,4.377682403433476,18.669527896995707,21.630901287553648,1.5450643776824033,1023.0,17.0,1.630901287553648,44.7,1.8454935622317596,1.0300429184549356,27.510729613733904,3.4334763948497855,23.3,73.0,3.13,1.2875536480686696,0.944206008583691,0.08583690987124463,4.0,0.6437768240343348,0.0,11.0,0.47,7.0,1.0,0.0,0.0,3.0,0.0,Attack
2309,2309,Marko Arnautović,at AUT,FW,Bologna,32.0,33,32,2694,29.9,14,1,12,2,3,6,0,0.47,0.03,0.5,0.4,0.43,15.0,12.8,4.3,17.1,0.5,0.14,0.65,0.43,0.57,29.9,14,89,32,36.0,2.97,1.07,0.13,0.38,15.2,3.0,2,3,15.0,12.8,0.14,-1.0,-0.8,29.9,659.0,30.36789297658863,72.6,292.60869565217394,54.34782608695652,400.0,17.190635451505017,77.8,189.0,8.22742474916388,76.8,23.0,1.2374581939799332,62.2,1,4.3,2.1,-3.3,1.4715719063545152,1.0033444816053512,0.6354515050167224,0.0,1.6387959866220736,29.9,0.5685618729096991,0.3010033444816054,0.033444816053511704,0.3678929765886288,0.16722408026755853,0.23411371237458195,30.0,23.3,0.7692307692307693,0.4347826086956522,2.0,11.0,0.23411371237458195,24.0,0.5685618729096991,0.0,29.9,39.89966555183947,0.6354515050167224,2.408026755852843,17.45819397993311,20.501672240802677,5.217391304347826,1190.0,37.0,1.9732441471571907,62.7,2.709030100334448,1.2040133779264215,30.869565217391305,6.889632107023412,29.9,89.0,2.97,2.3745819397993313,0.0,0.23411371237458195,9.0,0.06688963210702341,0.0,7.0,0.23,5.0,0.0,1.0,1.0,0.0,0.0,Attack
2321,2321,Nedim Bajrami,al ALB,MFFW,Empoli,22.0,35,23,2054,22.8,6,5,3,3,3,3,0,0.26,0.22,0.48,0.13,0.35,7.0,4.7,5.6,10.2,0.31,0.24,0.55,0.2,0.45,22.8,6,51,18,35.3,2.23,0.79,0.06,0.17,21.0,8.0,3,3,7.0,4.7,0.09,-1.0,-1.7,22.8,621.0,39.3859649122807,69.2,428.7280701754386,139.4298245614035,327.0,16.973684210526315,84.5,220.0,12.543859649122806,76.9,50.0,6.535087719298246,33.6,5,5.6,4.9,-0.6,2.3684210526315788,2.1491228070175437,1.9298245614035088,0.3508771929824561,3.5964912280701755,22.8,0.9210526315789473,0.6140350877192983,0.21929824561403508,0.5701754385964912,0.13157894736842105,0.17543859649122806,14.0,28.6,0.43859649122807015,0.4824561403508772,0.0,11.0,0.13157894736842105,24.0,0.3508771929824561,0.0,22.8,48.33333333333333,0.43859649122807015,3.3771929824561404,19.25438596491228,26.535087719298243,3.8596491228070176,1099.0,42.0,3.114035087719298,59.2,2.4122807017543857,1.4912280701754386,32.324561403508774,5.614035087719298,22.8,103.0,4.51,2.8947368421052633,0.9210526315789473,0.3508771929824561,5.0,0.043859649122807015,0.08771929824561403,7.0,0.31,5.0,1.0,0.0,1.0,0.0,0.0,Attack
2324,2324,Keita Baldé,sn SEN,FW,Cagliari,26.0,26,14,1229,13.7,3,1,3,0,0,2,0,0.22,0.07,0.29,0.22,0.29,3.9,3.9,0.7,4.6,0.29,0.05,0.34,0.29,0.34,13.7,3,27,11,40.7,1.98,0.81,0.11,0.27,13.3,0.0,0,0,3.9,3.9,0.15,-0.9,-0.9,13.7,187.0,18.978102189781023,71.9,184.08759124087592,33.868613138686136,106.0,9.343065693430658,82.8,51.0,5.401459854014599,68.9,10.0,0.9489051094890512,76.9,1,0.7,1.2,0.3,0.7299270072992701,1.0218978102189782,0.43795620437956206,0.0,1.0218978102189782,13.7,0.5839416058394161,0.29197080291970806,0.07299270072992702,0.36496350364963503,0.14598540145985403,0.07299270072992702,10.0,10.0,0.6569343065693432,0.43795620437956206,0.0,6.0,0.29197080291970806,12.0,0.43795620437956206,0.0,13.7,29.854014598540147,0.43795620437956206,1.6058394160583942,13.284671532846716,15.255474452554745,3.7956204379562046,409.0,6.0,1.3138686131386863,33.3,3.5766423357664237,0.7299270072992701,21.97080291970803,5.109489051094891,13.7,23.0,1.68,1.0218978102189782,0.0,0.07299270072992702,4.0,0.21897810218978103,0.07299270072992702,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0,Attack
2328,2328,Antonín Barák,cz CZE,MFFW,Hellas Verona,26.0,29,27,2340,26.0,11,4,7,4,4,4,0,0.42,0.15,0.58,0.27,0.42,9.8,6.7,3.5,10.2,0.38,0.13,0.51,0.26,0.39,26.0,11,47,20,42.6,1.81,0.77,0.15,0.35,15.7,2.0,4,4,9.8,6.7,0.14,1.2,0.3,26.0,876.0,42.57692307692308,79.1,460.84615384615387,134.92307692307693,520.0,23.46153846153846,85.2,275.0,12.73076923076923,83.1,33.0,2.0,63.5,4,3.5,3.1,0.5,1.0769230769230769,3.1153846153846154,0.8461538461538461,0.038461538461538464,3.6153846153846154,26.0,0.6923076923076923,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.038461538461538464,0.19230769230769232,17.0,29.4,0.46153846153846156,1.2307692307692308,5.0,27.0,0.23076923076923078,24.0,1.0,0.0,26.0,52.57692307692308,1.5384615384615385,7.038461538461538,27.76923076923077,18.5,3.423076923076923,1363.0,31.0,2.1153846153846154,56.4,1.6153846153846154,2.076923076923077,39.46153846153846,3.8461538461538463,26.0,69.0,2.65,2.1538461538461537,0.038461538461538464,0.15384615384615385,6.0,0.07692307692307693,0.0,9.0,0.35,6.0,0.0,1.0,1.0,1.0,0.0,Attack
2331,2331,Musa Barrow,gm GAM,FWMF,Bologna,22.0,34,25,2134,23.7,6,6,6,0,0,0,0,0.25,0.25,0.51,0.25,0.51,6.3,6.3,4.5,10.8,0.26,0.19,0.45,0.26,0.45,23.7,6,71,27,38.0,2.99,1.14,0.08,0.22,21.4,3.0,0,0,6.3,6.3,0.09,-0.3,-0.3,23.7,698.0,38.9451476793249,75.6,485.44303797468353,114.89451476793249,379.0,17.848101265822784,89.6,206.0,11.645569620253164,74.6,79.0,6.793248945147679,49.1,6,4.5,4.1,1.5,1.89873417721519,2.109704641350211,1.6455696202531647,0.5907172995780591,2.236286919831224,23.7,0.5063291139240507,0.16877637130801687,0.16877637130801687,0.16877637130801687,0.16877637130801687,0.25316455696202533,20.0,30.0,0.5907172995780591,0.8438818565400844,1.0,19.0,0.25316455696202533,18.0,0.33755274261603374,0.0,23.7,49.74683544303797,0.25316455696202533,4.894514767932489,20.80168776371308,24.810126582278482,3.2911392405063293,1179.0,31.0,2.6582278481012658,49.2,2.6582278481012658,2.1940928270042193,38.312236286919834,5.864978902953586,23.7,87.0,3.67,2.7426160337552745,0.4641350210970464,0.12658227848101267,4.0,0.16877637130801687,0.0,10.0,0.42,8.0,1.0,0.0,1.0,0.0,0.0,Attack
2341,2341,Andrea Belotti,it ITA,FW,Torino,27.0,22,16,1371,15.2,8,1,5,3,3,1,0,0.53,0.07,0.59,0.33,0.39,8.3,6.0,0.9,6.9,0.55,0.06,0.6,0.39,0.45,15.2,8,55,17,30.9,3.61,1.12,0.09,0.29,15.5,3.0,3,3,8.3,6.0,0.11,-0.3,-1.0,15.2,252.0,24.276315789473685,68.3,214.67105263157896,28.42105263157895,167.0,13.75,79.9,64.0,5.855263157894737,71.9,8.0,1.1842105263157896,44.4,1,0.9,0.6,0.1,0.6578947368421053,1.1842105263157896,0.19736842105263158,0.0,0.7894736842105263,15.2,0.46052631578947373,0.19736842105263158,0.13157894736842105,0.13157894736842105,0.19736842105263158,0.19736842105263158,12.0,25.0,0.5921052631578948,0.7894736842105263,4.0,8.0,0.13157894736842105,9.0,0.5921052631578948,0.0,15.2,35.723684210526315,0.9210526315789475,1.7763157894736843,15.197368421052632,19.078947368421055,5.394736842105264,540.0,15.0,1.6447368421052633,60.0,3.8815789473684212,1.842105263157895,30.0,7.697368421052632,15.2,39.0,2.56,1.1842105263157896,0.13157894736842105,0.13157894736842105,7.0,0.6578947368421053,0.0,4.0,0.26,1.0,0.0,1.0,0.0,2.0,0.0,Attack
