,Unnamed: 0,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xAG,npxG+xAG,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,shoot.90s,shoot.Gls,shoot.Sh,shoot.SoT,shoot.SoT%,shoot.Sh/90,shoot.SoT/90,shoot.G/Sh,shoot.G/SoT,shoot.Dist,shoot.FK,shoot.PK,shoot.PKatt,shoot.xG,shoot.npxG,shoot.npxG/Sh,shoot.G-xG,shoot.np:G-xG,pass.90s,pass.Cmp,pass.Att,pass.Cmp%,pass.TotDist,pass.PrgDist,pass.short.Cmp,pass.short.Att,pass.short.Cmp%,pass.med.Cmp,pass.med.Att,pass.med.Cmp%,pass.long.Cmp,pass.long.Att,pass.long.Cmp%,pass.Ast,pass.xAG,pass.xA,pass.A-xAG,pass.KP,pass.1/3,pass.PPA,pass.CrsPA,pass.Prog,defense.90s,defense.Plyrs_Tkld,defense.TklW,defense.Def 3rd,defense.Mid 3rd,defense.Att 3rd,defense.Tkl_Drib,defense.Att,defense.Tkl%,defense.Past,defense.Blocks,defense.Sh,defense.Pass,defense.Int,defense.Tkl+Int,defense.Clr,defense.Err,pos.90s,pos.Touches,pos.Def Pen,pos.Def 3rd,pos.Mid 3rd,pos.Att 3rd,pos.Att Pen,pos.Live,pos.drib.Succ,pos.drib.Att,pos.drib.Succ%,pos.drib.Mis,pos.drib.Dis,pos.rec.Rec,pos.rec.Prog,sca.S.90s,sca.S.SCA,sca.S.SCA90,sca.S.PassLive,sca.S.PassDead,sca.S.Drib,sca.S.Sh,sca.S.Fld,sca.S.Def,sca.S.GCA,sca.S.GCA90,sca.G.PassLive,sca.G.PassDead,sca.G.Drib,sca.G.Sh,sca.G.Fld,sca.G.Def,BaseGroup
1335,1335,Adnan Januzaj,be BEL,FWMF,Real Sociedad,26.0,33,17,1625,18.1,3,0,1,2,2,5,0,0.17,0.0,0.17,0.06,0.06,4.5,2.9,3.9,6.8,0.25,0.22,0.47,0.16,0.38,18.1,3,40,13,32.5,2.22,0.72,0.03,0.08,23.1,9.0,2,2,4.5,2.9,0.07,-1.5,-1.9,18.1,486.0,41.38121546961326,64.9,501.98895027624303,171.1602209944751,231.0,14.806629834254142,86.2,161.0,12.375690607734805,71.9,76.0,10.497237569060772,40.0,0,3.9,3.7,-3.9,1.878453038674033,2.5414364640883975,1.9337016574585635,0.49723756906077343,3.7016574585635356,18.1,0.9392265193370165,0.6077348066298343,0.2762430939226519,0.4419889502762431,0.22099447513812154,0.49723756906077343,24.0,37.5,0.8287292817679557,0.8287292817679557,3.0,12.0,0.6629834254143646,29.0,0.8287292817679557,0.0,18.1,56.40883977900552,1.0497237569060773,5.414364640883978,23.14917127071823,28.56353591160221,2.9281767955801103,1019.0,46.0,4.3646408839779,58.2,4.3646408839779,2.486187845303867,39.889502762430936,4.640883977900552,18.1,78.0,4.32,2.320441988950276,1.1049723756906076,0.2762430939226519,9.0,0.11049723756906077,0.0,6.0,0.33,1.0,0.0,1.0,3.0,1.0,0.0,Attack
1338,1338,Luis Javier Suárez,co COL,FW,Granada,23.0,37,34,2844,31.6,8,4,8,0,1,6,0,0.25,0.13,0.38,0.25,0.38,11.4,10.7,3.4,14.2,0.36,0.11,0.47,0.34,0.45,31.6,8,85,25,29.4,2.69,0.79,0.09,0.32,17.1,1.0,0,1,11.4,10.7,0.13,-3.4,-2.7,31.6,427.0,21.0126582278481,64.3,201.86708860759492,41.48734177215189,243.0,10.094936708860759,76.2,140.0,6.740506329113924,65.7,22.0,1.8670886075949367,37.3,4,3.4,3.5,0.6,0.9493670886075949,0.7278481012658228,0.8544303797468354,0.1582278481012658,1.4240506329113924,31.6,0.8227848101265822,0.4430379746835443,0.28481012658227844,0.28481012658227844,0.2531645569620253,0.2531645569620253,27.0,29.6,0.6012658227848101,0.7911392405063291,3.0,22.0,0.18987341772151897,32.0,0.7278481012658228,0.0,31.6,32.65822784810126,0.9177215189873418,2.6898734177215187,13.892405063291138,16.518987341772153,3.3860759493670884,1031.0,44.0,2.5,55.7,3.259493670886076,1.3291139240506329,23.5126582278481,5.031645569620253,31.6,75.0,2.37,1.5189873417721518,0.03164556962025316,0.28481012658227844,8.0,0.18987341772151897,0.09493670886075949,5.0,0.16,4.0,0.0,0.0,0.0,0.0,1.0,Attack
1346,1346,Willian José,br BRA,FW,Betis,29.0,32,19,1604,17.8,8,4,5,3,3,2,0,0.45,0.22,0.67,0.28,0.5,6.7,4.4,3.2,7.6,0.38,0.18,0.56,0.25,0.43,17.8,8,32,9,28.1,1.8,0.5,0.16,0.56,19.2,3.0,3,3,6.7,4.4,0.14,1.3,0.6,17.8,418.0,30.39325842696629,77.3,346.0674157303371,60.0,241.0,15.786516853932584,85.8,120.0,8.932584269662922,75.5,30.0,2.8089887640449436,60.0,4,3.2,2.6,0.8,1.2359550561797752,1.5730337078651684,0.449438202247191,0.11235955056179775,1.5168539325842696,17.8,0.8426966292134831,0.7303370786516854,0.11235955056179775,0.5617977528089887,0.16853932584269662,0.11235955056179775,8.0,25.0,0.33707865168539325,0.5617977528089887,2.0,8.0,0.16853932584269662,18.0,0.898876404494382,0.0,17.8,38.53932584269663,1.1797752808988764,3.595505617977528,20.39325842696629,14.831460674157302,2.9213483146067416,683.0,6.0,0.898876404494382,37.5,2.0224719101123596,2.0224719101123596,29.8876404494382,4.550561797752809,17.8,54.0,3.03,2.528089887640449,0.0,0.056179775280898875,4.0,0.16853932584269662,0.056179775280898875,6.0,0.34,5.0,0.0,0.0,1.0,0.0,0.0,Attack
1347,1347,Joselu,es ESP,FW,Alavés,31.0,37,35,3122,34.7,14,4,8,6,7,0,0,0.4,0.12,0.52,0.23,0.35,13.9,8.4,5.0,13.4,0.4,0.15,0.55,0.24,0.39,34.7,14,90,33,36.7,2.59,0.95,0.09,0.24,18.6,5.0,6,7,13.9,8.4,0.09,0.1,-0.4,34.7,657.0,31.815561959654175,59.5,260.7492795389049,62.564841498559076,408.0,17.463976945244955,67.3,183.0,9.135446685878962,57.7,34.0,1.988472622478386,49.3,4,5.0,3.6,-1.0,1.0086455331412103,2.1037463976945245,0.5187319884726225,0.11527377521613832,2.1325648414985587,34.7,0.4610951008645533,0.31700288184438036,0.02881844380403458,0.25936599423631124,0.17291066282420747,0.20172910662824206,25.0,28.0,0.5187319884726225,0.6051873198847262,4.0,17.0,0.20172910662824206,23.0,1.296829971181556,0.0,34.7,42.44956772334294,1.4697406340057635,3.141210374639769,21.06628242074928,18.443804034582133,4.438040345821325,1466.0,18.0,1.4697406340057635,35.3,2.276657060518732,0.9798270893371757,32.79538904899135,3.5158501440922185,34.7,81.0,2.34,1.4697406340057635,0.02881844380403458,0.11527377521613832,14.0,0.31700288184438036,0.0,9.0,0.26,6.0,0.0,1.0,1.0,1.0,0.0,Attack
1352,1352,Juanmi,es ESP,FW,Betis,28.0,33,26,2131,23.7,16,4,16,0,0,5,0,0.68,0.17,0.84,0.68,0.84,11.3,11.3,2.7,14.0,0.48,0.11,0.59,0.48,0.59,23.7,16,55,30,54.5,2.32,1.27,0.29,0.53,14.2,0.0,0,0,11.3,11.3,0.21,4.7,4.7,23.7,393.0,21.18143459915612,78.3,242.10970464135022,57.21518987341772,227.0,11.350210970464135,84.4,128.0,6.371308016877637,84.8,23.0,1.729957805907173,56.1,4,2.7,1.3,1.3,0.8016877637130801,0.9282700421940928,0.4641350210970464,0.04219409282700422,1.4767932489451476,23.7,1.6455696202531647,1.0548523206751055,0.4641350210970464,0.8016877637130801,0.379746835443038,0.8016877637130801,49.0,38.8,1.2658227848101267,1.0126582278481013,1.0,23.0,0.379746835443038,48.0,0.4219409282700422,1.0,23.7,32.616033755274266,0.8438818565400844,4.936708860759494,13.79746835443038,14.556962025316457,3.5443037974683547,773.0,29.0,1.8565400843881856,65.9,3.080168776371308,1.2236286919831223,20.464135021097047,3.79746835443038,23.7,40.0,1.69,1.0970464135021096,0.0,0.29535864978902954,1.0,0.2109704641350211,0.04219409282700422,3.0,0.13,1.0,0.0,1.0,0.0,1.0,0.0,Attack
1354,1354,Vinicius Júnior,br BRA,FW,Real Madrid,21.0,35,30,2690,29.9,17,10,17,0,0,6,0,0.57,0.33,0.9,0.57,0.9,13.7,13.7,8.2,22.0,0.46,0.28,0.73,0.46,0.73,29.9,17,80,42,52.5,2.68,1.41,0.21,0.4,15.2,0.0,0,0,13.7,13.7,0.17,3.3,3.3,29.9,1075.0,43.11036789297659,83.4,485.4515050167224,95.81939799331104,684.0,25.384615384615387,90.1,269.0,10.535117056856187,85.4,52.0,2.408026755852843,72.2,10,8.2,7.7,1.8,2.2742474916387962,1.0702341137123745,2.2742474916387962,0.23411371237458195,3.076923076923077,29.9,1.5384615384615385,0.802675585284281,0.7692307692307693,0.6354515050167224,0.13377926421404682,0.5016722408026756,50.0,30.0,1.1705685618729098,0.8361204013377926,0.0,25.0,0.20066889632107024,52.0,0.20066889632107024,0.0,29.9,56.98996655518395,0.23411371237458195,4.949832775919733,14.381270903010034,38.59531772575251,7.625418060200669,1704.0,95.0,6.989966555183947,45.5,2.876254180602007,1.9732441471571907,48.929765886287626,8.996655518394649,29.9,184.0,6.16,4.214046822742475,0.033444816053511704,0.9030100334448161,8.0,0.6354515050167224,0.10033444816053512,27.0,0.9,18.0,0.0,5.0,0.0,3.0,1.0,Attack
1357,1357,Lee Kangin,kr KOR,MFFW,Mallorca,20.0,30,15,1411,15.7,1,2,1,0,0,4,1,0.06,0.13,0.19,0.06,0.19,1.6,1.6,2.6,4.2,0.1,0.17,0.27,0.1,0.27,15.7,1,36,15,41.7,2.3,0.96,0.03,0.07,25.5,8.0,0,0,1.6,1.6,0.04,-0.6,-0.6,15.7,407.0,37.388535031847134,69.3,371.71974522292993,108.5987261146497,248.0,18.662420382165607,84.6,94.0,8.02547770700637,74.6,38.0,6.751592356687898,35.8,2,2.6,2.6,-0.6,1.4012738853503186,1.7197452229299364,0.8280254777070064,0.12738853503184713,1.8471337579617835,15.7,0.8280254777070064,0.3821656050955414,0.12738853503184713,0.5732484076433121,0.12738853503184713,0.3184713375796179,29.0,17.2,1.5286624203821657,0.7006369426751593,1.0,10.0,0.3184713375796179,18.0,0.445859872611465,0.0,15.7,48.66242038216561,0.5095541401273885,5.987261146496816,22.802547770700638,20.891719745222932,1.4649681528662422,764.0,38.0,3.8853503184713376,62.3,2.993630573248408,2.038216560509554,33.56687898089172,3.1847133757961785,15.7,59.0,3.77,1.910828025477707,0.89171974522293,0.445859872611465,4.0,0.1910828025477707,0.06369426751592357,4.0,0.26,1.0,1.0,2.0,0.0,0.0,0.0,Attack
1358,1358,Kike,es ESP,FW,Osasuna,31.0,33,18,1862,20.7,5,1,4,1,1,2,0,0.24,0.05,0.29,0.19,0.24,7.3,6.5,2.3,8.8,0.35,0.11,0.47,0.31,0.43,20.7,5,52,19,36.5,2.51,0.92,0.08,0.21,15.8,0.0,1,1,7.3,6.5,0.13,-2.3,-2.5,20.7,336.0,24.63768115942029,65.9,237.53623188405797,47.77777777777778,199.0,13.140096618357488,73.2,99.0,7.149758454106281,66.9,21.0,1.9806763285024156,51.2,1,2.3,1.9,-1.3,1.0144927536231885,1.0628019323671498,0.7246376811594203,0.24154589371980678,1.3526570048309179,20.7,0.5314009661835749,0.33816425120772947,0.14492753623188406,0.1932367149758454,0.1932367149758454,0.14492753623188406,23.0,13.0,0.9661835748792271,0.48309178743961356,1.0,9.0,0.14492753623188406,14.0,0.5797101449275363,0.0,20.7,36.66666666666667,0.6280193236714976,2.5120772946859904,15.70048309178744,18.695652173913043,5.072463768115942,758.0,13.0,1.6908212560386473,37.1,4.057971014492754,1.7874396135265702,29.082125603864736,6.328502415458938,20.7,50.0,2.42,1.642512077294686,0.0,0.14492753623188406,6.0,0.24154589371980678,0.0966183574879227,4.0,0.19,3.0,0.0,0.0,1.0,0.0,0.0,Attack
1365,1365,Takefusa Kubo,jp JPN,FWMF,Mallorca,20.0,28,17,1605,17.8,1,0,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06,3.2,3.2,3.4,6.6,0.18,0.19,0.37,0.18,0.37,17.8,1,48,8,16.7,2.69,0.45,0.02,0.13,20.6,2.0,0,0,3.2,3.2,0.07,-2.2,-2.2,17.8,349.0,28.314606741573034,69.2,284.66292134831457,105.39325842696628,197.0,13.370786516853933,82.8,106.0,8.539325842696629,69.7,25.0,2.752808988764045,51.0,0,3.4,2.8,-3.4,1.797752808988764,1.8539325842696628,1.2921348314606742,0.28089887640449435,2.8651685393258424,17.8,1.7415730337078652,1.0674157303370786,0.6741573033707865,0.7865168539325842,0.28089887640449435,0.5617977528089887,24.0,41.7,0.7865168539325842,1.348314606741573,3.0,21.0,0.449438202247191,39.0,0.2247191011235955,0.0,17.8,42.47191011235955,0.449438202247191,6.235955056179775,16.797752808988765,20.280898876404493,3.651685393258427,756.0,40.0,3.595505617977528,62.5,3.3146067415730336,1.6853932584269662,28.426966292134832,3.651685393258427,17.8,75.0,4.2,2.640449438202247,0.33707865168539325,0.449438202247191,3.0,0.5617977528089887,0.056179775280898875,4.0,0.22,3.0,0.0,0.0,0.0,1.0,0.0,Attack
1368,1368,Érik Lamela,ar ARG,FWMF,Sevilla,29.0,20,10,1015,11.3,5,2,5,0,0,5,0,0.44,0.18,0.62,0.44,0.62,3.0,3.0,2.4,5.4,0.27,0.21,0.48,0.27,0.48,11.3,5,21,12,57.1,1.86,1.06,0.24,0.42,16.1,0.0,0,0,3.0,3.0,0.14,2.0,2.0,11.3,410.0,43.097345132743364,84.2,518.7610619469026,109.91150442477876,231.0,23.09734513274336,88.5,132.0,13.185840707964601,88.6,22.0,2.389380530973451,81.5,2,2.4,1.8,-0.4,1.8584070796460175,2.2123893805309733,1.238938053097345,0.0,3.0088495575221237,11.3,2.743362831858407,1.5929203539823007,1.0619469026548671,1.238938053097345,0.44247787610619466,0.8849557522123893,29.0,34.5,1.6814159292035398,0.9734513274336283,0.0,11.0,0.44247787610619466,36.0,0.2654867256637168,0.0,11.3,55.044247787610615,0.44247787610619466,6.017699115044247,22.831858407079643,26.54867256637168,4.424778761061947,622.0,18.0,3.0088495575221237,52.9,2.566371681415929,2.566371681415929,41.150442477876105,6.1946902654867255,11.3,44.0,3.91,3.3628318584070795,0.08849557522123894,0.2654867256637168,0.0,0.08849557522123894,0.08849557522123894,4.0,0.36,4.0,0.0,0.0,0.0,0.0,0.0,Attack
1376,1376,Thomas Lemar,fr FRA,MF,Atlético Madrid,25.0,24,17,1440,16.0,4,5,4,0,0,2,0,0.25,0.31,0.56,0.25,0.56,3.8,3.8,3.8,7.6,0.24,0.24,0.47,0.24,0.47,16.0,4,29,8,27.6,1.81,0.5,0.14,0.5,18.6,1.0,0,0,3.8,3.8,0.13,0.2,0.2,16.0,621.0,49.4375,78.5,588.75,184.25,330.0,23.6875,87.1,189.0,14.4375,81.8,58.0,6.5625,55.2,5,3.8,3.7,1.2,1.9375,3.0,2.4375,0.875,4.25,16.0,1.5,0.875,0.5625,0.75,0.1875,0.5,23.0,34.8,0.9375,1.125,0.0,18.0,0.5,32.0,0.6875,0.0,16.0,60.1875,1.1875,7.0,26.25,27.1875,2.75,963.0,33.0,3.5,58.9,1.125,2.125,42.875,3.6875,16.0,64.0,4.0,2.6875,0.5625,0.25,5.0,0.1875,0.0,11.0,0.69,7.0,1.0,1.0,2.0,0.0,0.0,Attack
1388,1388,Anthony Lozano,hn HON,FWMF,Cádiz,28.0,31,21,1672,18.6,7,2,7,0,0,8,0,0.38,0.11,0.48,0.38,0.48,5.4,5.4,1.1,6.4,0.29,0.06,0.35,0.29,0.35,18.6,7,49,20,40.8,2.64,1.08,0.14,0.35,14.5,0.0,0,0,5.4,5.4,0.11,1.6,1.6,18.6,175.0,15.161290322580644,62.1,130.0537634408602,33.817204301075265,107.0,8.118279569892472,70.9,44.0,3.7096774193548385,63.8,10.0,1.129032258064516,47.6,2,1.1,1.1,0.9,0.5376344086021505,0.8064516129032258,0.3225806451612903,0.16129032258064516,0.8602150537634408,18.6,0.4301075268817204,0.2150537634408602,0.1075268817204301,0.16129032258064516,0.16129032258064516,0.26881720430107525,18.0,27.8,0.6989247311827956,0.8602150537634408,2.0,14.0,0.1075268817204301,10.0,0.3763440860215054,0.0,18.6,28.01075268817204,0.6451612903225806,1.6666666666666665,13.010752688172042,13.870967741935482,4.139784946236559,521.0,36.0,3.172043010752688,61.0,3.440860215053763,2.365591397849462,19.408602150537632,3.6021505376344085,18.6,40.0,2.15,1.075268817204301,0.0,0.26881720430107525,6.0,0.48387096774193544,0.0,8.0,0.43,2.0,0.0,1.0,2.0,3.0,0.0,Attack
1391,1391,José Luis Morales,es ESP,FWMF,Levante,34.0,35,31,2719,30.2,13,7,10,3,5,7,0,0.43,0.23,0.66,0.33,0.56,15.1,11.8,5.5,17.3,0.5,0.18,0.68,0.39,0.57,30.2,13,76,31,40.8,2.52,1.03,0.13,0.32,18.9,2.0,3,5,15.1,11.8,0.15,-2.1,-1.8,30.2,497.0,25.629139072847682,64.2,265.5298013245033,87.11920529801324,273.0,11.225165562913908,80.5,149.0,7.3841059602649,66.8,52.0,3.774834437086093,45.6,7,5.5,3.8,1.5,1.1920529801324504,1.5562913907284768,1.1920529801324504,0.33112582781456956,2.0860927152317883,30.2,0.8940397350993378,0.5629139072847682,0.19867549668874174,0.2980132450331126,0.3973509933774835,0.3973509933774835,42.0,28.6,0.9933774834437087,0.9602649006622517,0.0,29.0,0.13245033112582782,31.0,0.2317880794701987,0.0,30.2,37.71523178807947,0.2980132450331126,3.8410596026490067,12.947019867549669,21.85430463576159,4.503311258278146,1134.0,64.0,5.1655629139072845,41.0,2.980132450331126,1.8211920529801324,26.026490066225165,5.596026490066225,30.2,103.0,3.41,1.9205298013245033,0.33112582781456956,0.6622516556291391,8.0,0.19867549668874174,0.033112582781456956,13.0,0.43,7.0,1.0,2.0,1.0,2.0,0.0,Attack
1394,1394,Darwin Machís,ve VEN,MFFW,Granada,28.0,25,16,1376,15.3,4,2,4,0,0,2,0,0.26,0.13,0.39,0.26,0.39,2.1,2.1,2.8,5.0,0.14,0.19,0.32,0.14,0.32,15.3,4,37,17,45.9,2.42,1.11,0.11,0.24,21.9,1.0,0,0,2.1,2.1,0.06,1.9,1.9,15.3,273.0,28.03921568627451,63.6,314.5751633986928,95.42483660130719,132.0,10.261437908496731,84.1,95.0,9.346405228758169,66.4,35.0,5.098039215686274,44.9,2,2.8,2.7,-0.8,1.1764705882352942,1.6993464052287581,1.1764705882352942,0.6535947712418301,1.6993464052287581,15.3,1.5032679738562091,0.8496732026143791,0.7189542483660131,0.5228758169934641,0.26143790849673204,0.5882352941176471,23.0,39.1,0.9150326797385621,0.6535947712418301,0.0,10.0,0.9803921568627451,38.0,1.1111111111111112,0.0,15.3,42.22222222222222,0.8496732026143791,7.3202614379084965,15.947712418300652,19.6078431372549,2.810457516339869,646.0,34.0,3.9215686274509802,56.7,3.6601307189542482,1.4379084967320261,27.254901960784313,3.856209150326797,15.3,46.0,3.01,1.8954248366013071,0.13071895424836602,0.39215686274509803,4.0,0.26143790849673204,0.06535947712418301,6.0,0.39,4.0,0.0,1.0,1.0,0.0,0.0,Attack
1411,1411,Roger Martí,es ESP,FW,Levante,30.0,29,25,2115,23.5,7,3,6,1,3,8,0,0.3,0.13,0.43,0.26,0.38,9.0,6.6,3.0,9.7,0.38,0.13,0.51,0.28,0.41,23.5,7,46,17,37.0,1.96,0.72,0.13,0.35,17.0,0.0,1,3,9.0,6.6,0.15,-2.0,-0.6,23.5,313.0,19.659574468085108,67.7,186.12765957446808,44.97872340425532,190.0,10.212765957446809,79.2,87.0,5.361702127659575,69.0,18.0,1.574468085106383,48.6,3,3.0,1.0,0.0,0.9787234042553191,0.9787234042553191,0.6382978723404256,0.0425531914893617,1.702127659574468,23.5,0.9787234042553191,0.5957446808510638,0.1276595744680851,0.5531914893617021,0.2978723404255319,0.3404255319148936,30.0,26.7,0.9361702127659575,0.5957446808510638,0.0,14.0,0.0851063829787234,25.0,0.3404255319148936,0.0,23.5,28.680851063829788,0.3404255319148936,1.4042553191489362,14.46808510638298,13.191489361702128,3.8297872340425534,671.0,14.0,1.1914893617021276,50.0,2.425531914893617,0.9787234042553191,20.851063829787233,4.851063829787234,23.5,37.0,1.57,1.148936170212766,0.0,0.0425531914893617,7.0,0.0851063829787234,0.0,5.0,0.21,3.0,0.0,0.0,1.0,1.0,0.0,Attack
1424,1424,Borja Mayoral,es ESP,FW,Getafe,24.0,18,11,1044,11.6,6,1,5,1,1,3,0,0.52,0.09,0.6,0.43,0.52,2.9,2.2,1.5,3.6,0.25,0.13,0.38,0.19,0.31,11.6,6,16,6,37.5,1.38,0.52,0.31,0.83,16.5,0.0,1,1,2.9,2.2,0.14,3.1,2.8,11.6,189.0,22.413793103448278,72.7,224.48275862068965,46.896551724137936,108.0,11.810344827586206,78.8,47.0,5.517241379310345,73.4,14.0,1.6379310344827587,73.7,1,1.5,0.5,-0.5,1.120689655172414,0.9482758620689655,0.5172413793103449,0.1724137931034483,1.293103448275862,11.6,0.603448275862069,0.4310344827586207,0.1724137931034483,0.25862068965517243,0.1724137931034483,0.08620689655172414,2.0,50.0,0.08620689655172414,0.8620689655172414,4.0,6.0,0.3448275862068966,11.0,0.25862068965517243,0.0,11.6,31.724137931034484,0.603448275862069,2.5,15.862068965517242,13.879310344827587,3.793103448275862,367.0,14.0,2.5,48.3,2.241379310344828,1.3793103448275863,21.896551724137932,4.137931034482759,11.6,31.0,2.67,2.241379310344828,0.0,0.1724137931034483,2.0,0.08620689655172414,0.0,7.0,0.6,4.0,0.0,2.0,1.0,0.0,0.0,Attack
1430,1430,Édgar Méndez,es ESP,FWMF,Alavés,31.0,32,17,1614,17.9,1,1,1,0,0,6,0,0.06,0.06,0.11,0.06,0.11,1.9,1.9,2.5,4.4,0.11,0.14,0.25,0.11,0.25,17.9,1,25,8,32.0,1.39,0.45,0.04,0.13,19.3,0.0,0,0,1.9,1.9,0.08,-0.9,-0.9,17.9,257.0,24.80446927374302,57.9,240.89385474860336,68.88268156424581,140.0,11.117318435754191,70.4,81.0,7.374301675977654,61.4,29.0,3.5195530726256985,46.0,1,2.5,1.8,-1.5,1.005586592178771,1.0614525139664805,1.005586592178771,0.6145251396648045,1.452513966480447,17.9,1.3966480446927376,0.782122905027933,0.6145251396648045,0.558659217877095,0.223463687150838,0.6145251396648045,34.0,32.4,1.2849162011173185,0.893854748603352,0.0,16.0,0.223463687150838,29.0,0.9497206703910616,0.0,17.9,35.19553072625698,1.005586592178771,6.145251396648045,14.301675977653632,15.418994413407823,2.2905027932960897,630.0,14.0,1.452513966480447,53.8,2.7374301675977657,1.11731843575419,21.955307262569836,4.41340782122905,17.9,31.0,1.73,1.3966480446927376,0.0,0.0558659217877095,2.0,0.111731843575419,0.0558659217877095,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Attack
1439,1439,Pere Milla,es ESP,MFFW,Elche,28.0,32,17,1644,18.3,8,3,8,0,0,4,0,0.44,0.16,0.6,0.44,0.6,4.6,4.6,1.5,6.1,0.25,0.08,0.34,0.25,0.34,18.3,8,29,14,48.3,1.59,0.77,0.28,0.57,13.1,0.0,0,0,4.6,4.6,0.16,3.4,3.4,18.3,367.0,28.14207650273224,71.3,283.7158469945355,71.03825136612022,213.0,14.53551912568306,80.1,102.0,7.6502732240437155,72.9,25.0,2.841530054644809,48.1,3,1.5,1.0,1.5,0.6557377049180327,1.0928961748633879,0.7103825136612022,0.2185792349726776,1.4754098360655736,18.3,1.0928961748633879,0.819672131147541,0.7650273224043715,0.27322404371584696,0.0546448087431694,0.4371584699453552,44.0,18.2,1.9672131147540983,1.1475409836065573,1.0,20.0,0.27322404371584696,25.0,1.1475409836065573,0.0,18.3,40.32786885245901,1.9672131147540983,8.360655737704917,19.01639344262295,13.387978142076502,2.4043715846994536,738.0,16.0,1.8032786885245902,48.5,2.841530054644809,1.8032786885245902,27.3224043715847,3.2240437158469946,18.3,30.0,1.64,1.0928961748633879,0.0,0.1092896174863388,3.0,0.2185792349726776,0.0546448087431694,5.0,0.27,3.0,0.0,1.0,1.0,0.0,0.0,Attack
1440,1440,Santi Mina,es ESP,FW,Celta Vigo,25.0,33,30,2367,26.3,7,3,7,0,1,4,0,0.27,0.11,0.38,0.27,0.38,8.4,7.6,2.9,10.5,0.32,0.11,0.43,0.29,0.4,26.3,7,59,21,35.6,2.24,0.8,0.12,0.33,14.8,1.0,0,1,8.4,7.6,0.13,-1.4,-0.6,26.3,432.0,25.171102661596958,65.3,224.67680608365018,39.049429657794676,260.0,13.726235741444867,72.0,97.0,5.703422053231939,64.7,31.0,1.9391634980988592,60.8,3,2.9,1.7,0.1,0.7984790874524714,1.064638783269962,0.34220532319391633,0.03802281368821293,1.064638783269962,26.3,1.026615969581749,0.6463878326996197,0.3041825095057034,0.5703422053231939,0.1520912547528517,0.19011406844106463,32.0,15.6,1.026615969581749,1.064638783269962,2.0,26.0,0.22813688212927757,33.0,0.8365019011406843,0.0,26.3,36.31178707224335,0.8365019011406843,3.6882129277566538,18.365019011406844,14.752851711026615,3.574144486692015,954.0,12.0,0.7984790874524714,57.1,2.3574144486692012,1.2927756653992395,25.74144486692015,4.942965779467681,26.3,54.0,2.05,1.520912547528517,0.0,0.03802281368821293,7.0,0.1520912547528517,0.07604562737642585,8.0,0.3,6.0,0.0,1.0,1.0,0.0,0.0,Attack
1442,1442,Rafa Mir,es ESP,FW,Sevilla,24.0,34,18,1808,20.1,10,0,10,0,0,6,0,0.5,0.0,0.5,0.5,0.5,8.7,8.7,0.4,9.1,0.44,0.02,0.45,0.44,0.45,20.1,10,62,22,35.5,3.09,1.1,0.16,0.45,13.0,0.0,0,0,8.7,8.7,0.14,1.3,1.3,20.1,234.0,17.562189054726367,66.3,168.75621890547262,19.90049751243781,142.0,9.35323383084577,75.5,74.0,5.522388059701492,66.7,9.0,0.7960199004975124,56.3,0,0.4,0.4,-0.4,0.34825870646766166,0.5970149253731343,0.24875621890547261,0.09950248756218905,0.5970149253731343,20.1,0.1990049751243781,0.14925373134328357,0.04975124378109452,0.04975124378109452,0.09950248756218905,0.0,11.0,0.0,0.5472636815920398,0.1990049751243781,3.0,1.0,0.0,4.0,0.8457711442786069,0.0,20.1,27.213930348258703,0.8457711442786069,2.587064676616915,13.781094527363184,11.044776119402984,3.980099502487562,547.0,12.0,1.144278606965174,52.2,2.935323383084577,0.7960199004975124,19.00497512437811,3.532338308457711,20.1,31.0,1.54,0.8457711442786069,0.0,0.14925373134328357,7.0,0.1990049751243781,0.0,5.0,0.25,3.0,0.0,0.0,2.0,0.0,0.0,Attack
